RNA-DMSO-1	RNA-DMSO-2	RNA-DMSO-3	RNA-TPG-1	RNA-TPG-2	RNA-TPG-3
HDAC1|ENSG00000116478.12|chr1	806	607	690	766	723	595
MARCKSL1|ENSG00000175130.7|chr1	446	419	409	417	361	301
TSSK3|ENSG00000162526.7|chr1	1	0	2	8	0	0
FAM229A|ENSG00000225828.2|chr1	27	32	11	46	50	54
BSDC1|ENSG00000160058.19|chr1	237	211	199	285	174	187
ZBTB8B|ENSG00000273274.2|chr1	47	17	23	30	36	35
ZBTB8A|ENSG00000160062.15|chr1	359	233	224	396	407	281
ZBTB8OS|ENSG00000176261.16|chr1	79	64	57	82	103	75
RBBP4|ENSG00000162521.19|chr1	324	257	210	274	223	282
SYNC|ENSG00000162520.15|chr1	3	0	0	0	6	0
KIAA1522|ENSG00000162522.11|chr1	37	49	55	31	63	34
YARS1|ENSG00000134684.13|chr1	316	289	285	590	816	549
S100PBP|ENSG00000116497.18|chr1	263	155	310	208	302	229
FNDC5|ENSG00000160097.20|chr1	10	8	0	2	4	2
HPCA|ENSG00000121905.10|chr1	0	0	0	0	0	0
TMEM54|ENSG00000121900.19|chr1	1	1	5	4	10	13
RNF19B|ENSG00000116514.17|chr1	61	66	61	55	79	87
AK2|ENSG00000004455.18|chr1	590	379	507	591	435	551
AZIN2|ENSG00000142920.17|chr1	1	2	0	6	0	1
TRIM62|ENSG00000116525.14|chr1	47	26	24	40	57	24
ZNF362|ENSG00000160094.15|chr1	141	119	116	83	111	67
PHC2|ENSG00000134686.20|chr1	207	211	165	288	148	247
ZSCAN20|ENSG00000121903.15|chr1	22	6	16	14	14	19
HMGB4|ENSG00000176256.11|chr1	0	0	0	0	0	0
C1orf94|ENSG00000142698.15|chr1	0	0	0	0	0	0
SMIM12|ENSG00000163866.9|chr1	520	386	420	397	324	355
GJB5|ENSG00000189280.3|chr1	0	0	0	0	0	0
GJB4|ENSG00000189433.7|chr1	0	0	0	0	0	0
GJB3|ENSG00000188910.8|chr1	0	0	0	0	0	0
GJA4|ENSG00000187513.9|chr1	0	0	0	0	0	0
DLGAP3|ENSG00000116544.12|chr1	0	1	0	2	0	1
ENSG00000284773|ENSG00000284773.1|chr1	25	43	5	17	27	14
TMEM35B|ENSG00000243749.2|chr1	138	137	123	162	144	138
ZMYM6|ENSG00000163867.17|chr1	44	15	36	26	19	27
ZMYM1|ENSG00000197056.11|chr1	56	40	60	19	66	25
SFPQ|ENSG00000116560.12|chr1	1146	893	991	1058	960	1034
ZMYM4|ENSG00000146463.12|chr1	194	135	198	172	185	137
KIAA0319L|ENSG00000142687.19|chr1	100	87	84	140	150	112
NCDN|ENSG00000020129.16|chr1	302	317	181	224	334	237
TFAP2E|ENSG00000116819.9|chr1	0	0	1	2	5	0
PSMB2|ENSG00000126067.12|chr1	776	605	691	636	639	473
C1orf216|ENSG00000142686.8|chr1	34	43	28	42	37	45
CLSPN|ENSG00000092853.14|chr1	144	124	179	142	178	147
AGO4|ENSG00000134698.11|chr1	127	70	103	182	91	125
AGO1|ENSG00000092847.14|chr1	174	194	187	219	230	152
AGO3|ENSG00000126070.20|chr1	212	212	181	175	187	171
TEKT2|ENSG00000092850.12|chr1	0	0	0	0	0	0
ADPRS|ENSG00000116863.11|chr1	391	290	338	396	456	398
COL8A2|ENSG00000171812.13|chr1	0	0	0	2	7	7
TRAPPC3|ENSG00000054116.12|chr1	534	364	488	405	380	422
MAP7D1|ENSG00000116871.16|chr1	220	168	130	182	215	119
THRAP3|ENSG00000054118.15|chr1	145	168	142	152	168	123
SH3D21|ENSG00000214193.11|chr1	0	0	0	0	0	0
EVA1B|ENSG00000142694.7|chr1	6	16	6	9	11	12
STK40|ENSG00000196182.11|chr1	181	131	177	202	248	166
LSM10|ENSG00000181817.6|chr1	344	291	311	321	309	270
OSCP1|ENSG00000116885.18|chr1	14	5	15	37	21	35
MRPS15|ENSG00000116898.12|chr1	101	74	47	94	90	98
CSF3R|ENSG00000119535.19|chr1	0	0	0	0	0	0
GRIK3|ENSG00000163873.10|chr1	7	0	1	5	0	15
ZC3H12A|ENSG00000163874.11|chr1	33	33	14	32	64	42
MEAF6|ENSG00000163875.16|chr1	394	343	311	301	230	355
SNIP1|ENSG00000163877.11|chr1	219	116	122	187	267	120
DNALI1|ENSG00000163879.11|chr1	5	2	0	2	0	0
GNL2|ENSG00000134697.13|chr1	182	133	177	246	196	219
RSPO1|ENSG00000169218.14|chr1	0	0	0	0	0	0
C1orf109|ENSG00000116922.15|chr1	317	327	244	424	443	465
CDCA8|ENSG00000134690.11|chr1	454	289	365	311	315	320
EPHA10|ENSG00000183317.17|chr1	2	3	0	2	0	0
MANEAL|ENSG00000185090.15|chr1	343	322	284	321	332	339
YRDC|ENSG00000196449.4|chr1	896	719	823	910	889	865
C1orf122|ENSG00000197982.14|chr1	186	150	157	175	157	163
MTF1|ENSG00000188786.10|chr1	569	399	405	488	511	416
INPP5B|ENSG00000204084.13|chr1	71	83	59	86	74	86
SF3A3|ENSG00000183431.12|chr1	425	494	411	436	421	394
FHL3|ENSG00000183386.10|chr1	82	91	65	107	76	94
UTP11|ENSG00000183520.12|chr1	458	407	459	503	589	454
POU3F1|ENSG00000185668.8|chr1	23	6	10	17	20	11
RRAGC|ENSG00000116954.8|chr1	668	680	705	706	920	665
MYCBP|ENSG00000214114.9|chr1	124	104	110	88	104	111
ENSG00000274944|ENSG00000274944.4|chr1	38	43	43	25	23	27
GJA9|ENSG00000131233.10|chr1	0	0	0	0	0	0
RHBDL2|ENSG00000158315.11|chr1	0	0	0	0	0	0
AKIRIN1|ENSG00000174574.16|chr1	1555	1188	1259	1266	1402	1138
NDUFS5|ENSG00000168653.11|chr1	1111	961	955	856	953	733
MACF1|ENSG00000127603.32|chr1	369	279	375	295	399	302
BMP8A|ENSG00000183682.8|chr1	0	0	0	0	0	0
HEYL|ENSG00000163909.8|chr1	65	38	38	28	57	31
NT5C1A|ENSG00000116981.4|chr1	4	1	5	8	19	4
HPCAL4|ENSG00000116983.13|chr1	3	0	3	0	0	0
PPIE|ENSG00000084072.17|chr1	186	95	130	157	188	245
BMP8B|ENSG00000116985.12|chr1	15	21	12	14	0	6
OXCT2|ENSG00000198754.5|chr1	0	12	7	5	0	13
TRIT1|ENSG00000043514.17|chr1	199	165	197	248	201	102
MYCL|ENSG00000116990.11|chr1	13	10	14	14	0	12
MFSD2A|ENSG00000168389.18|chr1	109	108	118	170	104	119
CAP1|ENSG00000131236.18|chr1	789	558	677	609	738	624
PPT1|ENSG00000131238.18|chr1	271	185	188	164	194	115
RLF|ENSG00000117000.9|chr1	212	152	201	319	303	258
TMCO2|ENSG00000188800.6|chr1	0	0	0	0	0	0
ZMPSTE24|ENSG00000084073.10|chr1	311	304	304	312	330	346
COL9A2|ENSG00000049089.15|chr1	1	2	8	0	0	0
SMAP2|ENSG00000084070.12|chr1	113	77	78	95	58	80
ZFP69B|ENSG00000187801.15|chr1	26	6	15	41	67	47
ZFP69|ENSG00000187815.10|chr1	70	46	72	83	52	34
EXO5|ENSG00000164002.12|chr1	89	91	59	65	76	74
ZNF684|ENSG00000117010.17|chr1	37	41	47	36	65	43
RIMS3|ENSG00000117016.10|chr1	5	1	6	14	8	4
NFYC|ENSG00000066136.21|chr1	377	227	299	357	263	313
KCNQ4|ENSG00000117013.17|chr1	31	7	27	34	15	20
CITED4|ENSG00000179862.7|chr1	5	18	8	1	17	7
SLFNL1|ENSG00000171790.16|chr1	0	0	0	0	0	0
SCMH1|ENSG00000010803.17|chr1	142	132	73	179	151	119
EDN2|ENSG00000127129.10|chr1	0	0	0	3	0	4
HIVEP3|ENSG00000127124.16|chr1	51	13	61	36	54	58
GUCA2B|ENSG00000044012.4|chr1	0	0	0	0	0	0
GUCA2A|ENSG00000197273.4|chr1	0	1	0	0	0	0
FOXJ3|ENSG00000198815.9|chr1	248	218	252	329	314	264
RIMKLA|ENSG00000177181.15|chr1	178	107	168	130	115	95
ZMYND12|ENSG00000066185.13|chr1	0	0	0	0	0	0
PPCS|ENSG00000127125.9|chr1	184	101	141	224	237	198
CCDC30|ENSG00000186409.19|chr1	0	0	0	0	0	0
CLDN19|ENSG00000164007.11|chr1	0	0	0	0	0	0
P3H1|ENSG00000117385.16|chr1	55	24	58	26	35	30
C1orf50|ENSG00000164008.17|chr1	158	90	105	195	167	169
TMEM269|ENSG00000274386.6|chr1	0	0	0	17	5	0
SVBP|ENSG00000177868.12|chr1	382	254	278	222	258	304
ERMAP|ENSG00000164010.15|chr1	20	20	9	35	23	18
ZNF691|ENSG00000164011.18|chr1	50	61	33	88	46	26
SLC2A1|ENSG00000117394.24|chr1	408	516	414	533	486	446
FAM183A|ENSG00000186973.11|chr1	4	0	0	0	0	0
EBNA1BP2|ENSG00000117395.13|chr1	383	371	334	417	511	475
TMEM125|ENSG00000179178.11|chr1	0	0	0	0	0	0
C1orf210|ENSG00000253313.6|chr1	0	0	0	0	0	0
TIE1|ENSG00000066056.14|chr1	0	0	0	0	0	0
MPL|ENSG00000117400.18|chr1	0	0	6	0	0	0
CDC20|ENSG00000117399.14|chr1	246	165	192	172	88	117
ELOVL1|ENSG00000066322.15|chr1	18	30	8	15	6	27
MED8|ENSG00000159479.17|chr1	262	210	235	279	218	290
SZT2|ENSG00000198198.17|chr1	88	20	45	39	29	36
HYI|ENSG00000178922.18|chr1	34	5	5	18	10	4
PTPRF|ENSG00000142949.17|chr1	253	222	176	146	192	165
KDM4A|ENSG00000066135.13|chr1	269	254	299	355	400	377
ST3GAL3|ENSG00000126091.21|chr1	5	8	22	2	23	10
ARTN|ENSG00000117407.17|chr1	0	17	5	9	8	6
IPO13|ENSG00000117408.11|chr1	37	22	18	26	44	26
DPH2|ENSG00000132768.14|chr1	323	149	350	336	318	383
ATP6V0B|ENSG00000117410.14|chr1	244	192	180	173	189	156
B4GALT2|ENSG00000117411.18|chr1	184	121	140	107	160	155
CCDC24|ENSG00000159214.13|chr1	4	9	0	14	18	18
SLC6A9|ENSG00000196517.13|chr1	9	29	13	88	96	79
KLF17|ENSG00000171872.5|chr1	0	0	0	0	0	0
DMAP1|ENSG00000178028.14|chr1	46	34	49	46	61	22
ERI3|ENSG00000117419.16|chr1	29	31	3	23	21	20
RNF220|ENSG00000187147.18|chr1	714	467	556	545	600	564
TMEM53|ENSG00000126106.14|chr1	26	9	9	25	13	19
ARMH1|ENSG00000198520.12|chr1	0	0	0	0	0	0
KIF2C|ENSG00000142945.13|chr1	386	374	331	429	468	486
RPS8|ENSG00000142937.12|chr1	3224	2475	2577	2813	2790	2462
BEST4|ENSG00000142959.5|chr1	0	2	0	1	0	0
PLK3|ENSG00000173846.13|chr1	57	84	34	118	154	112
DYNLT4|ENSG00000188396.4|chr1	0	0	0	0	0	0
BTBD19|ENSG00000222009.9|chr1	2	4	7	1	0	7
PTCH2|ENSG00000117425.14|chr1	17	8	24	8	0	7
EIF2B3|ENSG00000070785.17|chr1	12	18	55	31	39	63
HECTD3|ENSG00000126107.15|chr1	44	25	36	56	45	27
UROD|ENSG00000126088.14|chr1	185	84	68	115	137	154
ZSWIM5|ENSG00000162415.7|chr1	29	13	30	13	18	33
HPDL|ENSG00000186603.7|chr1	0	0	0	0	0	0
MUTYH|ENSG00000132781.20|chr1	45	27	24	49	62	67
TOE1|ENSG00000132773.12|chr1	461	326	386	771	863	891
TESK2|ENSG00000070759.17|chr1	13	8	18	22	22	20
CCDC163|ENSG00000280670.3|chr1	15	12	13	34	55	44
MMACHC|ENSG00000132763.15|chr1	283	230	212	223	247	197
PRDX1|ENSG00000117450.15|chr1	1334	1132	1283	1116	1246	1012
AKR1A1|ENSG00000117448.14|chr1	148	103	110	160	137	140
NASP|ENSG00000132780.17|chr1	486	412	508	623	581	480
CCDC17|ENSG00000159588.15|chr1	4	0	0	4	0	0
GPBP1L1|ENSG00000159592.11|chr1	308	222	244	303	303	227
TMEM69|ENSG00000159596.7|chr1	262	244	281	175	152	200
IPP|ENSG00000197429.11|chr1	68	41	72	42	49	39
MAST2|ENSG00000086015.23|chr1	132	96	137	125	145	117
PIK3R3|ENSG00000117461.15|chr1	133	134	119	212	158	176
P3R3URF-PIK3R3|ENSG00000278139.1|chr1	0	0	0	0	1	4
TSPAN1|ENSG00000117472.10|chr1	0	0	0	0	0	0
P3R3URF|ENSG00000250719.2|chr1	0	0	0	0	0	0
POMGNT1|ENSG00000085998.15|chr1	55	73	57	57	33	57
LURAP1|ENSG00000171357.6|chr1	11	2	5	8	14	0
RAD54L|ENSG00000085999.13|chr1	106	99	105	182	160	146
LRRC41|ENSG00000132128.18|chr1	456	375	327	359	338	399
UQCRH|ENSG00000173660.12|chr1	458	337	478	480	554	403
NSUN4|ENSG00000117481.11|chr1	385	259	370	492	450	481
FAAH|ENSG00000117480.16|chr1	10	0	1	16	6	0
DMBX1|ENSG00000197587.11|chr1	10	8	6	6	14	6
TMEM275|ENSG00000282881.3|chr1	0	0	0	0	0	0
KNCN|ENSG00000162456.10|chr1	0	0	0	0	0	0
MKNK1|ENSG00000079277.22|chr1	55	46	58	56	80	47
MOB3C|ENSG00000142961.16|chr1	1	3	13	2	2	5
ATPAF1|ENSG00000123472.13|chr1	226	175	154	226	145	164
TEX38|ENSG00000186118.9|chr1	2	0	0	0	0	0
EFCAB14|ENSG00000159658.15|chr1	401	395	434	384	361	295
CYP4B1|ENSG00000142973.15|chr1	0	0	0	0	0	0
CYP4A11|ENSG00000187048.14|chr1	0	0	0	0	0	0
CYP4X1|ENSG00000186377.8|chr1	63	22	27	72	96	29
CYP4Z1|ENSG00000186160.5|chr1	0	0	0	0	0	0
CYP4A22|ENSG00000162365.13|chr1	0	0	0	0	0	0
PDZK1IP1|ENSG00000162366.8|chr1	0	0	0	0	0	0
TAL1|ENSG00000162367.12|chr1	17	9	4	25	16	13
STIL|ENSG00000123473.17|chr1	220	226	200	273	284	238
CMPK1|ENSG00000162368.15|chr1	251	268	252	244	237	191
FOXE3|ENSG00000186790.6|chr1	0	0	0	0	0	0
FOXD2|ENSG00000186564.6|chr1	141	113	75	106	156	93
TRABD2B|ENSG00000269113.4|chr1	23	29	18	12	8	16
SLC5A9|ENSG00000117834.13|chr1	0	0	0	0	0	0
SPATA6|ENSG00000132122.12|chr1	11	6	3	7	5	10
AGBL4|ENSG00000186094.18|chr1	0	0	0	0	0	0
BEND5|ENSG00000162373.13|chr1	4	8	3	2	5	4
ELAVL4|ENSG00000162374.18|chr1	0	0	0	2	0	0
DMRTA2|ENSG00000142700.12|chr1	237	188	189	365	444	437
FAF1|ENSG00000185104.21|chr1	315	246	227	304	221	202
CDKN2C|ENSG00000123080.12|chr1	567	433	474	427	377	381
C1orf185|ENSG00000204006.11|chr1	0	0	0	0	0	0
RNF11|ENSG00000123091.5|chr1	527	477	534	417	436	418
TTC39A|ENSG00000085831.16|chr1	19	30	33	23	5	44
EPS15|ENSG00000085832.17|chr1	128	105	120	159	145	144
OSBPL9|ENSG00000117859.19|chr1	224	193	229	285	205	209
NRDC|ENSG00000078618.23|chr1	64	60	52	75	74	49
RAB3B|ENSG00000169213.7|chr1	68	67	113	76	55	39
TXNDC12|ENSG00000117862.13|chr1	276	338	255	384	406	315
KTI12|ENSG00000198841.4|chr1	276	260	213	309	182	333
BTF3L4|ENSG00000134717.18|chr1	671	570	615	878	789	733
ZFYVE9|ENSG00000157077.16|chr1	4	0	7	7	0	3
ORC1|ENSG00000085840.13|chr1	97	77	114	136	87	108
PRPF38A|ENSG00000134748.13|chr1	753	580	641	690	652	617
TUT4|ENSG00000134744.14|chr1	84	68	99	55	105	57
GPX7|ENSG00000116157.6|chr1	0	0	0	0	0	0
SHISAL2A|ENSG00000182183.15|chr1	0	0	0	0	0	0
COA7|ENSG00000162377.6|chr1	619	477	334	642	504	503
ZYG11B|ENSG00000162378.13|chr1	609	553	546	612	543	538
ZYG11A|ENSG00000203995.10|chr1	102	71	97	129	139	116
ECHDC2|ENSG00000121310.17|chr1	9	1	16	5	12	0
SCP2|ENSG00000116171.19|chr1	232	168	208	190	226	126
SLC1A7|ENSG00000162383.13|chr1	4	0	0	0	0	0
CPT2|ENSG00000157184.7|chr1	168	99	116	161	216	169
CZIB|ENSG00000162384.14|chr1	162	119	132	172	174	127
MAGOH|ENSG00000162385.11|chr1	216	153	167	225	159	190
LRP8|ENSG00000157193.18|chr1	294	280	249	333	314	315
DMRTB1|ENSG00000143006.7|chr1	0	0	0	0	0	0
GLIS1|ENSG00000174332.6|chr1	6	4	0	10	0	5
NDC1|ENSG00000058804.12|chr1	418	338	224	329	312	307
DIO1|ENSG00000211452.12|chr1	0	0	0	0	0	0
HSPB11|ENSG00000081870.12|chr1	238	237	199	154	238	166
LRRC42|ENSG00000116212.15|chr1	177	157	198	202	170	190
LDLRAD1|ENSG00000203985.11|chr1	0	0	0	0	0	0
TMEM59|ENSG00000116209.12|chr1	337	294	252	408	334	245
TCEANC2|ENSG00000116205.14|chr1	87	70	80	59	123	95
CDCP2|ENSG00000157211.12|chr1	0	0	0	1	0	0
CYB5RL|ENSG00000215883.11|chr1	66	73	82	86	41	32
MRPL37|ENSG00000116221.15|chr1	334	323	300	364	333	273
SSBP3|ENSG00000157216.16|chr1	228	225	208	284	259	257
ACOT11|ENSG00000162390.18|chr1	8	2	0	3	0	0
FAM151A|ENSG00000162391.12|chr1	0	0	0	0	0	0
MROH7|ENSG00000184313.20|chr1	0	0	0	0	0	0
TTC4|ENSG00000243725.7|chr1	256	219	199	214	220	223
PARS2|ENSG00000162396.6|chr1	152	83	143	198	174	175
TTC22|ENSG00000006555.11|chr1	0	0	0	0	0	0
LEXM|ENSG00000162398.12|chr1	0	0	0	0	0	0
DHCR24|ENSG00000116133.13|chr1	510	390	573	537	560	439
TMEM61|ENSG00000143001.5|chr1	0	0	0	0	0	0
BSND|ENSG00000162399.9|chr1	0	0	0	0	0	0
PCSK9|ENSG00000169174.11|chr1	0	0	0	0	0	0
USP24|ENSG00000162402.14|chr1	110	97	85	106	129	122
PLPP3|ENSG00000162407.9|chr1	365	356	399	318	276	424
PRKAA2|ENSG00000162409.12|chr1	561	468	577	524	562	559
FYB2|ENSG00000187889.13|chr1	0	0	0	0	0	0
C8A|ENSG00000157131.12|chr1	0	0	0	0	0	0
C8B|ENSG00000021852.14|chr1	0	0	0	0	0	0
OMA1|ENSG00000162600.12|chr1	45	27	59	32	59	61
TACSTD2|ENSG00000184292.7|chr1	0	0	0	0	0	0
MYSM1|ENSG00000162601.12|chr1	158	120	214	161	191	231
JUN|ENSG00000177606.8|chr1	2351	1736	1874	4111	3669	3493
FGGY|ENSG00000172456.18|chr1	5	3	5	0	0	0
HOOK1|ENSG00000134709.13|chr1	215	123	184	261	187	237
CYP2J2|ENSG00000134716.11|chr1	21	0	21	14	10	11
C1orf87|ENSG00000162598.13|chr1	0	0	0	0	0	0
NFIA|ENSG00000162599.18|chr1	1240	856	939	789	691	722
PATJ|ENSG00000132849.22|chr1	12	18	27	25	30	13
L1TD1|ENSG00000240563.2|chr1	0	0	0	0	0	0
KANK4|ENSG00000132854.19|chr1	0	0	0	0	0	0
USP1|ENSG00000162607.13|chr1	1173	1008	1016	1484	1191	1497
DOCK7|ENSG00000116641.18|chr1	46	35	19	33	27	40
ANGPTL3|ENSG00000132855.5|chr1	0	0	0	0	0	0
ATG4C|ENSG00000125703.15|chr1	108	58	107	80	75	61
FOXD3|ENSG00000187140.6|chr1	54	54	64	49	42	52
ALG6|ENSG00000088035.18|chr1	99	38	42	57	77	46
EFCAB7|ENSG00000203965.13|chr1	23	6	10	14	40	9
PGM1|ENSG00000079739.17|chr1	89	45	49	62	78	73
ROR1|ENSG00000185483.13|chr1	156	113	72	156	103	113
UBE2U|ENSG00000177414.14|chr1	0	0	0	0	0	0
CACHD1|ENSG00000158966.16|chr1	65	53	78	78	93	58
RAVER2|ENSG00000162437.15|chr1	150	89	149	86	107	99
JAK1|ENSG00000162434.14|chr1	189	153	236	157	157	154
AK4|ENSG00000162433.15|chr1	245	144	175	145	82	107
DNAJC6|ENSG00000116675.16|chr1	86	84	127	130	150	72
LEPROT|ENSG00000213625.9|chr1	282	219	219	218	268	234
LEPR|ENSG00000116678.20|chr1	2	1	0	0	0	7
PDE4B|ENSG00000184588.18|chr1	2	2	0	3	9	0
SGIP1|ENSG00000118473.23|chr1	4	12	0	0	0	1
DYNLT5|ENSG00000152760.10|chr1	0	0	0	0	0	0
INSL5|ENSG00000172410.5|chr1	0	0	0	0	0	0
DNAI4|ENSG00000152763.17|chr1	0	0	0	0	0	0
MIER1|ENSG00000198160.15|chr1	263	217	223	254	215	292
SLC35D1|ENSG00000116704.8|chr1	288	197	238	330	239	265
C1orf141|ENSG00000203963.12|chr1	0	0	0	0	0	0
IL23R|ENSG00000162594.17|chr1	0	0	0	0	0	0
IL12RB2|ENSG00000081985.14|chr1	11	5	2	11	3	9
SERBP1|ENSG00000142864.15|chr1	6041	4762	5420	5733	5447	5127
GADD45A|ENSG00000116717.13|chr1	301	255	175	1279	1144	1074
GNG12|ENSG00000172380.6|chr1	344	252	270	369	252	249
DIRAS3|ENSG00000162595.8|chr1	2	0	0	0	0	13
WLS|ENSG00000116729.14|chr1	144	133	155	122	120	147
RPE65|ENSG00000116745.7|chr1	0	0	5	0	0	0
DEPDC1|ENSG00000024526.17|chr1	413	331	328	319	356	330
LRRC7|ENSG00000033122.21|chr1	0	0	0	0	0	5
LRRC40|ENSG00000066557.6|chr1	98	83	56	87	127	75
SRSF11|ENSG00000116754.14|chr1	1269	853	1305	1122	1291	1143
ANKRD13C|ENSG00000118454.13|chr1	131	160	117	157	121	84
CTH|ENSG00000116761.12|chr1	39	51	38	334	280	237
PTGER3|ENSG00000050628.21|chr1	0	0	0	0	0	0
ZRANB2|ENSG00000132485.14|chr1	391	318	334	509	524	441
NEGR1|ENSG00000172260.15|chr1	0	0	0	0	0	0
LRRIQ3|ENSG00000162620.16|chr1	0	0	0	0	0	0
FPGT|ENSG00000254685.8|chr1	57	65	51	65	73	55
TNNI3K|ENSG00000116783.15|chr1	0	0	0	0	0	0
LRRC53|ENSG00000162621.7|chr1	0	0	0	0	0	0
CRYZ|ENSG00000116791.14|chr1	87	104	83	116	127	140
TYW3|ENSG00000162623.16|chr1	431	376	415	466	287	323
LHX8|ENSG00000162624.16|chr1	0	7	4	8	2	7
SLC44A5|ENSG00000137968.17|chr1	44	52	60	65	30	36
ACADM|ENSG00000117054.15|chr1	371	310	294	371	370	258
RABGGTB|ENSG00000137955.16|chr1	419	436	378	760	953	808
MSH4|ENSG00000057468.7|chr1	0	5	0	0	0	0
ASB17|ENSG00000154007.7|chr1	0	0	0	0	0	0
ST6GALNAC3|ENSG00000184005.11|chr1	52	48	26	51	59	45
ST6GALNAC5|ENSG00000117069.15|chr1	7	0	9	12	1	0
PIGK|ENSG00000142892.15|chr1	40	52	60	45	87	62
AK5|ENSG00000154027.19|chr1	0	3	0	0	0	0
ZZZ3|ENSG00000036549.13|chr1	217	121	157	306	253	262
USP33|ENSG00000077254.14|chr1	77	107	53	115	113	99
MIGA1|ENSG00000180488.16|chr1	133	115	65	80	112	156
NEXN|ENSG00000162614.19|chr1	44	29	28	56	68	53
FUBP1|ENSG00000162613.17|chr1	683	486	664	615	681	675
DNAJB4|ENSG00000162616.9|chr1	79	84	65	64	88	55
GIPC2|ENSG00000137960.6|chr1	0	0	0	0	0	0
PTGFR|ENSG00000122420.10|chr1	0	0	0	0	0	0
IFI44L|ENSG00000137959.17|chr1	2	0	0	0	0	0
IFI44|ENSG00000137965.11|chr1	0	0	0	0	0	0
ADGRL4|ENSG00000162618.15|chr1	0	0	0	0	0	0
ADGRL2|ENSG00000117114.21|chr1	219	250	230	165	215	193
TTLL7|ENSG00000137941.17|chr1	41	47	57	59	37	61
PRKACB|ENSG00000142875.20|chr1	68	49	125	67	106	43
SAMD13|ENSG00000203943.9|chr1	9	6	2	18	17	4
DNASE2B|ENSG00000137976.8|chr1	0	0	0	0	0	0
RPF1|ENSG00000117133.11|chr1	540	356	533	462	439	481
SPATA1|ENSG00000122432.19|chr1	0	0	0	0	0	0
CTBS|ENSG00000117151.13|chr1	61	78	33	131	60	117
SSX2IP|ENSG00000117155.17|chr1	294	256	260	233	194	200
LPAR3|ENSG00000171517.6|chr1	89	81	103	184	136	119
MCOLN2|ENSG00000153898.13|chr1	97	82	114	69	81	49
DNAI3|ENSG00000162643.13|chr1	8	13	0	0	0	4
MCOLN3|ENSG00000055732.13|chr1	31	60	84	71	41	68
SYDE2|ENSG00000097096.10|chr1	47	41	39	31	42	42
C1orf52|ENSG00000162642.14|chr1	522	341	439	558	574	493
BCL10|ENSG00000142867.14|chr1	306	298	309	450	399	451
DDAH1|ENSG00000153904.21|chr1	338	217	232	361	413	271
CCN1|ENSG00000142871.18|chr1	440	356	371	933	722	814
ZNHIT6|ENSG00000117174.11|chr1	263	280	309	324	401	375
COL24A1|ENSG00000171502.15|chr1	0	3	0	0	0	0
ODF2L|ENSG00000122417.16|chr1	12	11	41	37	58	17
CLCA2|ENSG00000137975.8|chr1	0	0	0	0	0	0
CLCA1|ENSG00000016490.16|chr1	0	0	0	0	0	0
CLCA4|ENSG00000016602.9|chr1	0	0	0	0	0	0
SH3GLB1|ENSG00000097033.14|chr1	411	383	354	355	334	301
SELENOF|ENSG00000183291.18|chr1	579	447	490	552	521	452
HS2ST1|ENSG00000153936.18|chr1	263	246	229	184	208	227
ENSG00000267561|ENSG00000267561.2|chr1	0	3	0	1	0	0
LMO4|ENSG00000143013.13|chr1	1516	1182	1074	1848	1637	1684
PKN2|ENSG00000065243.20|chr1	336	285	304	400	384	320
GTF2B|ENSG00000137947.12|chr1	258	206	160	216	165	213
KYAT3|ENSG00000137944.18|chr1	35	70	32	53	59	57
RBMXL1|ENSG00000213516.10|chr1	414	314	417	444	453	359
GBP3|ENSG00000117226.12|chr1	0	0	0	0	0	0
GBP1|ENSG00000117228.11|chr1	0	0	0	0	0	0
GBP2|ENSG00000162645.13|chr1	0	0	0	0	0	0
GBP7|ENSG00000213512.3|chr1	0	0	0	0	0	0
GBP4|ENSG00000162654.9|chr1	0	0	0	0	0	0
GBP5|ENSG00000154451.15|chr1	0	0	0	0	0	0
GBP6|ENSG00000183347.15|chr1	0	0	0	0	0	0
LRRC8B|ENSG00000197147.15|chr1	308	230	271	309	277	312
LRRC8C|ENSG00000171488.15|chr1	359	276	310	272	200	260
LRRC8D|ENSG00000171492.14|chr1	98	104	101	161	168	155
ZNF326|ENSG00000162664.17|chr1	196	147	209	174	211	181
BARHL2|ENSG00000143032.8|chr1	47	57	84	78	81	85
ZNF644|ENSG00000122482.22|chr1	274	243	327	479	410	502
HFM1|ENSG00000162669.16|chr1	7	0	1	2	1	4
CDC7|ENSG00000097046.13|chr1	177	216	140	224	249	167
TGFBR3|ENSG00000069702.11|chr1	348	273	285	283	275	258
BRDT|ENSG00000137948.19|chr1	0	0	0	0	0	0
EPHX4|ENSG00000172031.7|chr1	30	46	21	6	31	6
BTBD8|ENSG00000189195.15|chr1	10	14	2	0	1	5
C1orf146|ENSG00000203910.9|chr1	0	0	0	0	0	0
GLMN|ENSG00000174842.17|chr1	33	58	19	85	66	66
RPAP2|ENSG00000122484.9|chr1	209	172	155	180	193	151
GFI1|ENSG00000162676.13|chr1	60	37	28	48	42	59
EVI5|ENSG00000067208.16|chr1	125	151	199	126	137	139
RPL5|ENSG00000122406.14|chr1	4054	3331	3299	3876	3605	3586
DIPK1A|ENSG00000154511.12|chr1	39	64	64	60	51	65
MTF2|ENSG00000143033.18|chr1	643	406	544	798	850	594
TMED5|ENSG00000117500.13|chr1	287	228	326	508	352	411
CCDC18|ENSG00000122483.18|chr1	15	17	16	5	8	4
