Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
TMEM234|ENSG00000160055.20|chr1	43	65	68	63	41	25
EIF3I|ENSG00000084623.12|chr1	7950	8666	7490	7878	7916	6150
FAM167B|ENSG00000183615.6|chr1	0	0	0	0	0	0
LCK|ENSG00000182866.18|chr1	0	0	0	0	0	0
HDAC1|ENSG00000116478.12|chr1	1767	1885	1765	1733	1788	1620
MARCKSL1|ENSG00000175130.7|chr1	1518	2085	1603	1324	1001	819
TSSK3|ENSG00000162526.7|chr1	0	10	15	7	0	0
FAM229A|ENSG00000225828.2|chr1	0	7	23	29	0	19
BSDC1|ENSG00000160058.19|chr1	125	161	157	126	91	205
ZBTB8B|ENSG00000273274.2|chr1	1	9	0	0	23	0
ZBTB8A|ENSG00000160062.15|chr1	40	105	59	108	150	156
ZBTB8OS|ENSG00000176261.16|chr1	403	489	540	352	343	321
RBBP4|ENSG00000162521.19|chr1	554	819	554	532	661	429
SYNC|ENSG00000162520.15|chr1	16	13	0	12	0	0
KIAA1522|ENSG00000162522.11|chr1	47	56	72	66	58	61
YARS1|ENSG00000134684.13|chr1	1836	1981	1598	2513	1820	1883
S100PBP|ENSG00000116497.18|chr1	33	80	32	137	88	73
FNDC5|ENSG00000160097.20|chr1	5	9	13	0	8	2
HPCA|ENSG00000121905.10|chr1	0	0	0	0	0	0
TMEM54|ENSG00000121900.19|chr1	97	49	40	60	92	17
RNF19B|ENSG00000116514.17|chr1	8	17	4	19	1	0
AK2|ENSG00000004455.18|chr1	2370	3044	2259	2495	2125	2293
AZIN2|ENSG00000142920.17|chr1	4	6	6	2	6	0
TRIM62|ENSG00000116525.14|chr1	12	7	21	64	79	0
ZNF362|ENSG00000160094.15|chr1	84	80	65	49	30	69
PHC2|ENSG00000134686.20|chr1	77	121	97	140	92	67
ZSCAN20|ENSG00000121903.15|chr1	0	0	0	0	21	0
HMGB4|ENSG00000176256.11|chr1	0	0	0	0	0	0
C1orf94|ENSG00000142698.15|chr1	0	0	0	0	0	0
SMIM12|ENSG00000163866.9|chr1	297	299	267	399	316	257
GJB5|ENSG00000189280.3|chr1	0	0	0	0	0	0
GJB4|ENSG00000189433.7|chr1	0	0	0	0	0	0
GJB3|ENSG00000188910.8|chr1	0	0	0	20	0	0
GJA4|ENSG00000187513.9|chr1	0	0	0	0	0	0
DLGAP3|ENSG00000116544.12|chr1	15	5	4	4	1	0
ENSG00000284773|ENSG00000284773.1|chr1	0	2	24	14	0	0
TMEM35B|ENSG00000243749.2|chr1	379	377	247	259	271	233
ZMYM6|ENSG00000163867.17|chr1	24	6	3	34	33	1
ZMYM1|ENSG00000197056.11|chr1	0	6	9	27	0	0
SFPQ|ENSG00000116560.12|chr1	3879	4804	4348	4085	3865	2829
ZMYM4|ENSG00000146463.12|chr1	163	163	166	229	166	117
KIAA0319L|ENSG00000142687.19|chr1	675	865	700	734	493	610
NCDN|ENSG00000020129.16|chr1	978	1290	985	1343	1009	819
TFAP2E|ENSG00000116819.9|chr1	0	0	0	0	0	0
PSMB2|ENSG00000126067.12|chr1	4487	5149	4347	4647	4220	2854
C1orf216|ENSG00000142686.8|chr1	19	13	6	25	23	18
CLSPN|ENSG00000092853.14|chr1	112	161	132	161	245	179
AGO4|ENSG00000134698.11|chr1	43	74	55	68	20	37
AGO1|ENSG00000092847.14|chr1	238	346	222	91	200	170
AGO3|ENSG00000126070.20|chr1	76	115	81	158	65	213
TEKT2|ENSG00000092850.12|chr1	0	0	0	0	0	0
ADPRS|ENSG00000116863.11|chr1	212	226	193	300	361	227
COL8A2|ENSG00000171812.13|chr1	0	0	0	0	0	0
TRAPPC3|ENSG00000054116.12|chr1	1681	2080	1351	1745	1518	1040
MAP7D1|ENSG00000116871.16|chr1	260	424	382	436	418	390
THRAP3|ENSG00000054118.15|chr1	340	298	331	345	323	254
SH3D21|ENSG00000214193.11|chr1	0	0	6	0	0	0
EVA1B|ENSG00000142694.7|chr1	28	54	41	37	19	42
STK40|ENSG00000196182.11|chr1	224	295	150	200	223	142
LSM10|ENSG00000181817.6|chr1	525	431	353	338	479	437
OSCP1|ENSG00000116885.18|chr1	66	102	45	81	58	9
MRPS15|ENSG00000116898.12|chr1	1570	1584	1383	1249	1073	1001
CSF3R|ENSG00000119535.19|chr1	0	0	0	0	0	0
GRIK3|ENSG00000163873.10|chr1	1	11	6	0	0	0
ZC3H12A|ENSG00000163874.11|chr1	1	0	4	9	0	1
MEAF6|ENSG00000163875.16|chr1	614	855	581	719	702	672
SNIP1|ENSG00000163877.11|chr1	24	18	17	22	46	52
DNALI1|ENSG00000163879.11|chr1	0	13	0	0	0	0
GNL2|ENSG00000134697.13|chr1	398	567	385	708	635	615
RSPO1|ENSG00000169218.14|chr1	0	0	0	0	0	0
C1orf109|ENSG00000116922.15|chr1	41	61	45	157	128	60
CDCA8|ENSG00000134690.11|chr1	83	110	63	185	102	145
EPHA10|ENSG00000183317.17|chr1	0	20	0	0	1	0
MANEAL|ENSG00000185090.15|chr1	321	604	410	337	317	356
YRDC|ENSG00000196449.4|chr1	940	912	893	1114	787	486
C1orf122|ENSG00000197982.14|chr1	1817	1980	1587	1447	1282	1150
MTF1|ENSG00000188786.10|chr1	39	61	66	68	54	12
INPP5B|ENSG00000204084.13|chr1	110	115	118	51	118	65
SF3A3|ENSG00000183431.12|chr1	1917	2370	1670	2262	2098	1513
FHL3|ENSG00000183386.10|chr1	79	133	130	258	128	99
UTP11|ENSG00000183520.12|chr1	1039	1498	1194	1176	1175	795
POU3F1|ENSG00000185668.8|chr1	15	3	19	3	0	16
RRAGC|ENSG00000116954.8|chr1	420	474	397	497	681	483
MYCBP|ENSG00000214114.9|chr1	840	1097	831	698	619	463
ENSG00000274944|ENSG00000274944.4|chr1	391	641	446	457	300	238
GJA9|ENSG00000131233.10|chr1	0	0	0	0	0	0
RHBDL2|ENSG00000158315.11|chr1	0	0	0	0	0	0
AKIRIN1|ENSG00000174574.16|chr1	1205	1541	1222	1600	1782	1614
NDUFS5|ENSG00000168653.11|chr1	7517	9168	7427	6650	6528	5406
MACF1|ENSG00000127603.32|chr1	117	131	127	202	206	146
BMP8A|ENSG00000183682.8|chr1	0	0	0	0	0	0
HEYL|ENSG00000163909.8|chr1	25	31	13	33	63	37
NT5C1A|ENSG00000116981.4|chr1	9	7	9	22	32	1
HPCAL4|ENSG00000116983.13|chr1	17	0	6	0	36	0
PPIE|ENSG00000084072.17|chr1	526	463	480	539	762	294
BMP8B|ENSG00000116985.12|chr1	14	23	41	22	12	24
OXCT2|ENSG00000198754.5|chr1	0	0	0	0	0	0
TRIT1|ENSG00000043514.17|chr1	189	172	166	269	206	232
MYCL|ENSG00000116990.11|chr1	0	9	0	24	0	52
MFSD2A|ENSG00000168389.18|chr1	20	18	33	42	32	38
CAP1|ENSG00000131236.18|chr1	1941	2578	2178	2264	2074	1381
PPT1|ENSG00000131238.18|chr1	899	1108	1142	1068	958	807
RLF|ENSG00000117000.9|chr1	9	13	5	38	50	16
TMCO2|ENSG00000188800.6|chr1	0	0	0	0	0	0
ZMPSTE24|ENSG00000084073.10|chr1	609	825	539	544	588	507
COL9A2|ENSG00000049089.15|chr1	10	28	18	25	12	75
SMAP2|ENSG00000084070.12|chr1	161	183	140	160	139	52
ZFP69B|ENSG00000187801.15|chr1	12	13	13	3	29	31
ZFP69|ENSG00000187815.10|chr1	17	4	20	18	8	20
EXO5|ENSG00000164002.12|chr1	32	15	15	23	1	1
ZNF684|ENSG00000117010.17|chr1	0	7	23	6	43	34
RIMS3|ENSG00000117016.10|chr1	35	21	21	32	1	11
NFYC|ENSG00000066136.21|chr1	366	445	313	481	299	372
KCNQ4|ENSG00000117013.17|chr1	13	13	14	34	29	18
CITED4|ENSG00000179862.7|chr1	4	15	10	1	0	0
SLFNL1|ENSG00000171790.16|chr1	0	0	0	0	0	0
SCMH1|ENSG00000010803.17|chr1	113	176	132	180	99	65
EDN2|ENSG00000127129.10|chr1	0	2	0	0	0	22
HIVEP3|ENSG00000127124.16|chr1	1	26	17	34	29	18
GUCA2B|ENSG00000044012.4|chr1	0	0	0	0	0	0
GUCA2A|ENSG00000197273.4|chr1	0	0	0	0	0	0
FOXJ3|ENSG00000198815.9|chr1	19	16	25	29	36	8
RIMKLA|ENSG00000177181.15|chr1	93	169	179	153	147	60
ZMYND12|ENSG00000066185.13|chr1	0	0	0	0	0	0
PPCS|ENSG00000127125.9|chr1	167	267	259	315	272	242
CCDC30|ENSG00000186409.19|chr1	0	0	11	0	0	0
CLDN19|ENSG00000164007.11|chr1	0	2	0	0	0	0
P3H1|ENSG00000117385.16|chr1	268	322	184	245	254	262
C1orf50|ENSG00000164008.17|chr1	213	203	214	330	131	246
TMEM269|ENSG00000274386.6|chr1	0	0	0	0	31	0
SVBP|ENSG00000177868.12|chr1	663	682	402	493	404	228
ERMAP|ENSG00000164010.15|chr1	3	0	44	1	0	0
ZNF691|ENSG00000164011.18|chr1	20	19	25	20	35	26
SLC2A1|ENSG00000117394.24|chr1	199	300	138	141	171	247
FAM183A|ENSG00000186973.11|chr1	13	10	0	0	0	0
EBNA1BP2|ENSG00000117395.13|chr1	3395	4188	3093	3088	3308	2001
TMEM125|ENSG00000179178.11|chr1	0	0	0	0	0	0
C1orf210|ENSG00000253313.6|chr1	0	0	0	0	0	0
TIE1|ENSG00000066056.14|chr1	0	0	0	0	0	0
MPL|ENSG00000117400.18|chr1	0	4	8	10	0	0
CDC20|ENSG00000117399.14|chr1	514	831	526	862	534	495
ELOVL1|ENSG00000066322.15|chr1	85	98	101	32	106	77
MED8|ENSG00000159479.17|chr1	456	563	383	444	639	337
SZT2|ENSG00000198198.17|chr1	71	24	7	31	6	10
HYI|ENSG00000178922.18|chr1	365	550	512	637	747	401
PTPRF|ENSG00000142949.17|chr1	1955	2708	2166	733	718	618
KDM4A|ENSG00000066135.13|chr1	211	323	178	505	344	235
ST3GAL3|ENSG00000126091.21|chr1	7	31	34	19	16	9
ARTN|ENSG00000117407.17|chr1	10	0	0	10	0	0
IPO13|ENSG00000117408.11|chr1	299	231	115	174	175	57
DPH2|ENSG00000132768.14|chr1	563	605	489	595	406	328
ATP6V0B|ENSG00000117410.14|chr1	3379	4623	3306	3242	3624	1752
B4GALT2|ENSG00000117411.18|chr1	355	454	444	314	220	133
CCDC24|ENSG00000159214.13|chr1	11	13	37	75	30	23
SLC6A9|ENSG00000196517.13|chr1	26	83	12	86	67	36
KLF17|ENSG00000171872.5|chr1	0	0	0	0	0	0
DMAP1|ENSG00000178028.14|chr1	255	338	234	426	302	201
ERI3|ENSG00000117419.16|chr1	344	437	313	380	355	231
RNF220|ENSG00000187147.18|chr1	390	480	454	847	542	651
TMEM53|ENSG00000126106.14|chr1	80	59	84	107	72	78
ARMH1|ENSG00000198520.12|chr1	0	0	0	0	0	0
KIF2C|ENSG00000142945.13|chr1	410	549	380	552	404	264
RPS8|ENSG00000142937.12|chr1	29342	34562	28047	35450	31743	28938
BEST4|ENSG00000142959.5|chr1	0	0	0	0	8	0
PLK3|ENSG00000173846.13|chr1	14	21	23	16	46	21
DYNLT4|ENSG00000188396.4|chr1	0	0	0	0	0	0
BTBD19|ENSG00000222009.9|chr1	0	0	0	0	0	0
PTCH2|ENSG00000117425.14|chr1	12	0	1	0	0	0
EIF2B3|ENSG00000070785.17|chr1	355	502	387	413	560	316
HECTD3|ENSG00000126107.15|chr1	175	223	168	172	161	132
UROD|ENSG00000126088.14|chr1	714	871	859	1021	885	931
ZSWIM5|ENSG00000162415.7|chr1	13	7	0	10	5	0
HPDL|ENSG00000186603.7|chr1	0	0	0	0	0	0
MUTYH|ENSG00000132781.20|chr1	60	86	35	101	151	77
TOE1|ENSG00000132773.12|chr1	174	313	167	531	436	377
TESK2|ENSG00000070759.17|chr1	8	5	1	0	42	11
CCDC163|ENSG00000280670.3|chr1	29	17	36	11	31	28
MMACHC|ENSG00000132763.15|chr1	203	188	152	137	199	198
PRDX1|ENSG00000117450.15|chr1	17193	20538	15583	12444	12170	10204
AKR1A1|ENSG00000117448.14|chr1	1141	1481	1089	1254	1175	963
NASP|ENSG00000132780.17|chr1	1471	1774	1591	1672	1605	1242
CCDC17|ENSG00000159588.15|chr1	0	1	0	0	0	0
GPBP1L1|ENSG00000159592.11|chr1	106	192	180	204	131	85
TMEM69|ENSG00000159596.7|chr1	443	603	444	494	416	371
IPP|ENSG00000197429.11|chr1	84	66	52	76	58	62
MAST2|ENSG00000086015.23|chr1	147	146	137	90	67	146
PIK3R3|ENSG00000117461.15|chr1	30	40	57	90	55	34
P3R3URF-PIK3R3|ENSG00000278139.1|chr1	1	8	1	0	0	2
TSPAN1|ENSG00000117472.10|chr1	0	0	0	0	0	0
P3R3URF|ENSG00000250719.2|chr1	0	0	0	0	0	0
POMGNT1|ENSG00000085998.15|chr1	492	565	498	339	275	289
LURAP1|ENSG00000171357.6|chr1	0	2	11	7	2	4
RAD54L|ENSG00000085999.13|chr1	152	154	211	215	365	243
LRRC41|ENSG00000132128.18|chr1	1299	1881	1245	1373	1061	1400
UQCRH|ENSG00000173660.12|chr1	8347	9828	7423	7478	6462	4724
NSUN4|ENSG00000117481.11|chr1	169	141	145	439	299	273
FAAH|ENSG00000117480.16|chr1	49	70	67	45	54	66
DMBX1|ENSG00000197587.11|chr1	9	26	22	40	18	32
TMEM275|ENSG00000282881.3|chr1	0	0	0	0	0	0
KNCN|ENSG00000162456.10|chr1	0	0	0	0	0	0
MKNK1|ENSG00000079277.22|chr1	63	33	65	71	65	1
MOB3C|ENSG00000142961.16|chr1	8	1	0	0	0	0
ATPAF1|ENSG00000123472.13|chr1	868	1260	781	615	915	696
TEX38|ENSG00000186118.9|chr1	0	0	0	0	0	0
EFCAB14|ENSG00000159658.15|chr1	165	237	207	153	70	98
CYP4B1|ENSG00000142973.15|chr1	0	0	0	0	0	0
CYP4A11|ENSG00000187048.14|chr1	0	0	0	0	0	0
CYP4X1|ENSG00000186377.8|chr1	83	226	81	209	98	94
CYP4Z1|ENSG00000186160.5|chr1	0	0	0	0	0	0
CYP4A22|ENSG00000162365.13|chr1	0	0	0	0	0	0
PDZK1IP1|ENSG00000162366.8|chr1	0	0	0	0	0	0
TAL1|ENSG00000162367.12|chr1	21	4	12	19	13	0
STIL|ENSG00000123473.17|chr1	49	38	91	127	116	28
CMPK1|ENSG00000162368.15|chr1	373	452	297	209	243	131
FOXE3|ENSG00000186790.6|chr1	0	0	0	0	0	0
FOXD2|ENSG00000186564.6|chr1	70	8	46	7	29	0
TRABD2B|ENSG00000269113.4|chr1	7	6	7	0	0	0
SLC5A9|ENSG00000117834.13|chr1	0	0	0	0	0	0
SPATA6|ENSG00000132122.12|chr1	19	10	54	1	15	17
AGBL4|ENSG00000186094.18|chr1	0	0	0	0	0	0
BEND5|ENSG00000162373.13|chr1	0	0	0	4	9	0
ELAVL4|ENSG00000162374.18|chr1	0	0	0	0	16	0
DMRTA2|ENSG00000142700.12|chr1	101	48	57	65	112	68
FAF1|ENSG00000185104.21|chr1	731	975	725	879	938	532
CDKN2C|ENSG00000123080.12|chr1	377	492	380	364	386	271
C1orf185|ENSG00000204006.11|chr1	0	0	0	0	0	0
RNF11|ENSG00000123091.5|chr1	150	278	222	115	125	84
TTC39A|ENSG00000085831.16|chr1	185	111	122	111	66	63
EPS15|ENSG00000085832.17|chr1	225	301	255	366	134	203
OSBPL9|ENSG00000117859.19|chr1	800	856	874	755	896	722
NRDC|ENSG00000078618.23|chr1	270	488	322	413	472	431
RAB3B|ENSG00000169213.7|chr1	345	419	418	252	225	211
TXNDC12|ENSG00000117862.13|chr1	2341	2608	2109	1569	1468	1187
KTI12|ENSG00000198841.4|chr1	32	22	21	5	10	5
BTF3L4|ENSG00000134717.18|chr1	547	716	585	629	506	483
ZFYVE9|ENSG00000157077.16|chr1	20	11	1	22	3	0
ORC1|ENSG00000085840.13|chr1	170	143	135	172	154	148
PRPF38A|ENSG00000134748.13|chr1	725	1135	869	987	888	828
TUT4|ENSG00000134744.14|chr1	34	51	38	26	46	17
GPX7|ENSG00000116157.6|chr1	4	0	0	0	0	0
SHISAL2A|ENSG00000182183.15|chr1	0	0	0	0	0	0
COA7|ENSG00000162377.6|chr1	73	286	162	274	342	211
ZYG11B|ENSG00000162378.13|chr1	147	185	154	133	254	200
ZYG11A|ENSG00000203995.10|chr1	21	26	16	35	31	58
ECHDC2|ENSG00000121310.17|chr1	4	8	9	7	7	22
SCP2|ENSG00000116171.19|chr1	1268	1531	946	710	665	734
SLC1A7|ENSG00000162383.13|chr1	0	0	0	0	0	0
CPT2|ENSG00000157184.7|chr1	210	260	245	183	243	174
CZIB|ENSG00000162384.14|chr1	842	971	832	745	763	495
MAGOH|ENSG00000162385.11|chr1	589	851	463	635	637	519
LRP8|ENSG00000157193.18|chr1	85	303	152	203	174	130
DMRTB1|ENSG00000143006.7|chr1	0	0	0	0	0	0
GLIS1|ENSG00000174332.6|chr1	2	0	0	0	0	0
NDC1|ENSG00000058804.12|chr1	588	868	611	526	488	351
DIO1|ENSG00000211452.12|chr1	0	0	0	0	0	0
HSPB11|ENSG00000081870.12|chr1	2231	2468	1866	1513	1144	1166
LRRC42|ENSG00000116212.15|chr1	104	215	162	400	324	391
LDLRAD1|ENSG00000203985.11|chr1	0	0	0	0	27	0
TMEM59|ENSG00000116209.12|chr1	1738	1776	1471	1329	1427	980
TCEANC2|ENSG00000116205.14|chr1	16	78	91	95	45	102
CDCP2|ENSG00000157211.12|chr1	0	0	0	0	0	0
CYB5RL|ENSG00000215883.11|chr1	99	100	129	83	125	64
MRPL37|ENSG00000116221.15|chr1	3803	4792	3823	3225	2728	2055
SSBP3|ENSG00000157216.16|chr1	395	482	468	369	591	490
ACOT11|ENSG00000162390.18|chr1	0	16	2	11	0	0
FAM151A|ENSG00000162391.12|chr1	0	0	0	0	0	0
MROH7|ENSG00000184313.20|chr1	0	0	0	0	0	0
TTC4|ENSG00000243725.7|chr1	61	48	70	109	86	109
PARS2|ENSG00000162396.6|chr1	50	44	28	29	18	37
TTC22|ENSG00000006555.11|chr1	0	0	0	0	0	0
LEXM|ENSG00000162398.12|chr1	0	0	0	0	0	0
DHCR24|ENSG00000116133.13|chr1	1220	1786	1266	1420	1245	940
TMEM61|ENSG00000143001.5|chr1	0	0	0	0	0	0
BSND|ENSG00000162399.9|chr1	0	0	0	0	0	0
PCSK9|ENSG00000169174.11|chr1	0	0	0	0	0	0
USP24|ENSG00000162402.14|chr1	60	158	91	97	150	49
PLPP3|ENSG00000162407.9|chr1	37	111	64	55	222	169
PRKAA2|ENSG00000162409.12|chr1	382	383	350	451	492	482
FYB2|ENSG00000187889.13|chr1	0	0	0	0	0	0
C8A|ENSG00000157131.12|chr1	0	0	0	0	0	0
C8B|ENSG00000021852.14|chr1	0	0	0	0	0	0
OMA1|ENSG00000162600.12|chr1	108	130	117	151	115	122
TACSTD2|ENSG00000184292.7|chr1	0	0	0	0	0	0
MYSM1|ENSG00000162601.12|chr1	13	2	0	44	105	20
JUN|ENSG00000177606.8|chr1	446	490	412	590	643	467
FGGY|ENSG00000172456.18|chr1	30	42	4	27	1	30
HOOK1|ENSG00000134709.13|chr1	142	184	233	157	205	57
CYP2J2|ENSG00000134716.11|chr1	40	12	22	21	0	17
C1orf87|ENSG00000162598.13|chr1	0	0	0	0	0	0
NFIA|ENSG00000162599.18|chr1	237	222	264	290	263	262
PATJ|ENSG00000132849.22|chr1	11	7	22	14	0	0
L1TD1|ENSG00000240563.2|chr1	0	0	0	0	0	0
KANK4|ENSG00000132854.19|chr1	0	0	0	0	0	0
USP1|ENSG00000162607.13|chr1	205	238	201	457	507	464
DOCK7|ENSG00000116641.18|chr1	51	45	35	56	27	39
ANGPTL3|ENSG00000132855.5|chr1	0	0	0	0	0	0
ATG4C|ENSG00000125703.15|chr1	138	54	61	125	46	76
FOXD3|ENSG00000187140.6|chr1	0	17	0	0	0	0
ALG6|ENSG00000088035.18|chr1	148	195	213	152	195	158
EFCAB7|ENSG00000203965.13|chr1	3	18	26	35	31	8
PGM1|ENSG00000079739.17|chr1	406	507	473	400	541	241
ROR1|ENSG00000185483.13|chr1	17	21	29	33	41	11
UBE2U|ENSG00000177414.14|chr1	0	0	1	0	0	0
CACHD1|ENSG00000158966.16|chr1	23	18	3	21	98	26
RAVER2|ENSG00000162437.15|chr1	148	136	132	39	76	94
JAK1|ENSG00000162434.14|chr1	200	354	298	228	189	69
AK4|ENSG00000162433.15|chr1	212	262	268	212	234	168
DNAJC6|ENSG00000116675.16|chr1	35	60	60	75	109	135
LEPROT|ENSG00000213625.9|chr1	420	593	506	330	256	240
LEPR|ENSG00000116678.20|chr1	0	0	0	0	0	0
PDE4B|ENSG00000184588.18|chr1	0	0	0	0	0	0
SGIP1|ENSG00000118473.23|chr1	0	0	0	0	0	0
DYNLT5|ENSG00000152760.10|chr1	0	0	0	0	0	0
INSL5|ENSG00000172410.5|chr1	0	0	0	0	0	0
DNAI4|ENSG00000152763.17|chr1	6	6	0	0	0	0
MIER1|ENSG00000198160.15|chr1	58	14	64	22	74	52
SLC35D1|ENSG00000116704.8|chr1	49	25	34	59	55	70
C1orf141|ENSG00000203963.12|chr1	0	0	0	0	0	0
IL23R|ENSG00000162594.17|chr1	0	0	0	0	0	0
IL12RB2|ENSG00000081985.14|chr1	25	50	31	32	60	6
SERBP1|ENSG00000142864.15|chr1	12245	14683	11502	10554	10204	8246
GADD45A|ENSG00000116717.13|chr1	117	273	127	336	241	259
GNG12|ENSG00000172380.6|chr1	502	586	465	312	345	392
DIRAS3|ENSG00000162595.8|chr1	0	14	0	0	0	0
WLS|ENSG00000116729.14|chr1	616	740	502	547	578	314
RPE65|ENSG00000116745.7|chr1	0	0	0	0	0	0
DEPDC1|ENSG00000024526.17|chr1	337	519	302	587	597	402
LRRC7|ENSG00000033122.21|chr1	0	0	0	0	0	0
LRRC40|ENSG00000066557.6|chr1	257	383	220	302	238	359
SRSF11|ENSG00000116754.14|chr1	849	1015	938	1071	1127	750
ANKRD13C|ENSG00000118454.13|chr1	112	122	93	61	76	5
CTH|ENSG00000116761.12|chr1	79	108	125	153	82	15
PTGER3|ENSG00000050628.21|chr1	0	0	0	0	0	0
ZRANB2|ENSG00000132485.14|chr1	511	472	320	646	527	354
NEGR1|ENSG00000172260.15|chr1	0	0	0	0	0	0
LRRIQ3|ENSG00000162620.16|chr1	3	0	0	0	0	0
FPGT|ENSG00000254685.8|chr1	12	38	44	34	19	39
TNNI3K|ENSG00000116783.15|chr1	0	0	0	0	0	0
LRRC53|ENSG00000162621.7|chr1	0	0	0	0	0	0
CRYZ|ENSG00000116791.14|chr1	387	531	403	289	488	269
TYW3|ENSG00000162623.16|chr1	692	670	504	341	415	319
LHX8|ENSG00000162624.16|chr1	0	10	0	0	0	0
SLC44A5|ENSG00000137968.17|chr1	32	62	29	59	43	104
ACADM|ENSG00000117054.15|chr1	553	554	446	537	440	418
RABGGTB|ENSG00000137955.16|chr1	154	208	207	287	480	199
MSH4|ENSG00000057468.7|chr1	0	0	0	0	0	0
ASB17|ENSG00000154007.7|chr1	0	0	0	0	0	0
ST6GALNAC3|ENSG00000184005.11|chr1	31	34	37	71	15	37
ST6GALNAC5|ENSG00000117069.15|chr1	11	7	0	0	15	0
PIGK|ENSG00000142892.15|chr1	248	311	236	178	233	218
AK5|ENSG00000154027.19|chr1	0	0	0	14	0	0
ZZZ3|ENSG00000036549.13|chr1	26	17	36	76	73	103
USP33|ENSG00000077254.14|chr1	82	136	100	131	111	51
MIGA1|ENSG00000180488.16|chr1	130	93	88	144	63	35
NEXN|ENSG00000162614.19|chr1	30	17	13	6	49	43
FUBP1|ENSG00000162613.17|chr1	1169	1460	1041	1112	1179	962
DNAJB4|ENSG00000162616.9|chr1	19	10	34	10	30	25
GIPC2|ENSG00000137960.6|chr1	0	0	0	0	0	0
PTGFR|ENSG00000122420.10|chr1	0	4	0	0	0	0
IFI44L|ENSG00000137959.17|chr1	14	3	0	0	10	0
IFI44|ENSG00000137965.11|chr1	0	0	0	0	0	0
ADGRL4|ENSG00000162618.15|chr1	14	0	0	0	0	0
ADGRL2|ENSG00000117114.21|chr1	53	84	33	107	84	79
TTLL7|ENSG00000137941.17|chr1	76	120	69	83	61	66
PRKACB|ENSG00000142875.20|chr1	63	61	95	57	66	36
SAMD13|ENSG00000203943.9|chr1	8	6	6	32	0	0
DNASE2B|ENSG00000137976.8|chr1	0	0	0	0	0	12
RPF1|ENSG00000117133.11|chr1	743	742	811	1062	1011	662
SPATA1|ENSG00000122432.19|chr1	0	0	0	0	0	0
CTBS|ENSG00000117151.13|chr1	57	55	97	47	81	71
SSX2IP|ENSG00000117155.17|chr1	292	336	223	211	247	222
LPAR3|ENSG00000171517.6|chr1	77	48	52	124	80	146
MCOLN2|ENSG00000153898.13|chr1	217	147	126	239	135	119
DNAI3|ENSG00000162643.13|chr1	0	9	0	0	0	14
MCOLN3|ENSG00000055732.13|chr1	107	112	39	54	71	27
SYDE2|ENSG00000097096.10|chr1	0	0	11	40	12	15
C1orf52|ENSG00000162642.14|chr1	212	207	168	238	317	170
BCL10|ENSG00000142867.14|chr1	52	61	26	66	75	109
DDAH1|ENSG00000153904.21|chr1	975	1213	1011	662	513	522
CCN1|ENSG00000142871.18|chr1	16	16	24	54	103	34
ZNHIT6|ENSG00000117174.11|chr1	177	126	96	260	325	206
COL24A1|ENSG00000171502.15|chr1	0	0	0	0	0	0
ODF2L|ENSG00000122417.16|chr1	19	26	21	36	53	70
CLCA2|ENSG00000137975.8|chr1	0	0	0	0	0	0
CLCA1|ENSG00000016490.16|chr1	0	0	0	0	0	0
CLCA4|ENSG00000016602.9|chr1	0	0	0	0	0	0
SH3GLB1|ENSG00000097033.14|chr1	346	284	319	287	271	279
SELENOF|ENSG00000183291.18|chr1	1490	2028	1544	1224	1314	1024
HS2ST1|ENSG00000153936.18|chr1	212	242	210	250	201	173
ENSG00000267561|ENSG00000267561.2|chr1	0	0	13	0	0	0
LMO4|ENSG00000143013.13|chr1	345	443	356	854	801	524
PKN2|ENSG00000065243.20|chr1	285	277	186	297	259	271
GTF2B|ENSG00000137947.12|chr1	88	90	99	122	57	85
KYAT3|ENSG00000137944.18|chr1	105	172	193	177	334	72
RBMXL1|ENSG00000213516.10|chr1	381	450	374	325	353	206
GBP3|ENSG00000117226.12|chr1	0	0	0	0	0	0
GBP1|ENSG00000117228.11|chr1	0	0	0	0	0	0
GBP2|ENSG00000162645.13|chr1	0	0	0	0	0	0
GBP7|ENSG00000213512.3|chr1	0	0	0	0	0	0
GBP4|ENSG00000162654.9|chr1	0	0	0	0	0	0
GBP5|ENSG00000154451.15|chr1	0	0	0	0	0	0
GBP6|ENSG00000183347.15|chr1	0	0	0	0	0	0
LRRC8B|ENSG00000197147.15|chr1	174	89	80	140	99	71
LRRC8C|ENSG00000171488.15|chr1	37	22	22	119	76	51
LRRC8D|ENSG00000171492.14|chr1	11	49	21	22	29	67
ZNF326|ENSG00000162664.17|chr1	314	291	325	291	354	288
BARHL2|ENSG00000143032.8|chr1	0	6	29	12	1	0
ZNF644|ENSG00000122482.22|chr1	41	49	45	29	93	135
HFM1|ENSG00000162669.16|chr1	0	0	2	0	0	0
CDC7|ENSG00000097046.13|chr1	66	103	84	315	134	151
TGFBR3|ENSG00000069702.11|chr1	51	63	57	61	39	181
BRDT|ENSG00000137948.19|chr1	0	0	0	0	0	0
EPHX4|ENSG00000172031.7|chr1	83	134	103	40	22	28
BTBD8|ENSG00000189195.15|chr1	0	0	2	0	0	29
C1orf146|ENSG00000203910.9|chr1	0	0	0	0	0	0
GLMN|ENSG00000174842.17|chr1	108	142	83	75	146	134
