Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3
LCK|ENSG00000182866.18|chr1	0	0	0	0	0	2
HDAC1|ENSG00000116478.12|chr1	617	925	439	711	567	709
MARCKSL1|ENSG00000175130.7|chr1	524	788	628	741	452	945
TSSK3|ENSG00000162526.7|chr1	0	0	0	0	0	0
FAM229A|ENSG00000225828.2|chr1	0	0	4	15	8	6
BSDC1|ENSG00000160058.19|chr1	86	170	67	142	121	208
ZBTB8B|ENSG00000273274.2|chr1	18	34	8	26	3	43
ZBTB8A|ENSG00000160062.15|chr1	158	224	171	206	236	232
ZBTB8OS|ENSG00000176261.16|chr1	20	73	39	133	72	102
RBBP4|ENSG00000162521.19|chr1	161	172	147	208	184	224
SYNC|ENSG00000162520.15|chr1	0	6	18	0	0	5
KIAA1522|ENSG00000162522.11|chr1	27	30	41	57	12	62
YARS1|ENSG00000134684.13|chr1	372	477	376	426	298	292
S100PBP|ENSG00000116497.18|chr1	113	160	114	157	111	229
FNDC5|ENSG00000160097.20|chr1	0	0	0	2	6	1
HPCA|ENSG00000121905.10|chr1	0	0	0	0	0	0
TMEM54|ENSG00000121900.19|chr1	0	0	0	18	0	13
RNF19B|ENSG00000116514.17|chr1	70	84	34	92	50	97
AK2|ENSG00000004455.18|chr1	647	746	521	731	561	801
AZIN2|ENSG00000142920.17|chr1	0	3	5	6	3	5
TRIM62|ENSG00000116525.14|chr1	17	35	17	32	17	62
ZNF362|ENSG00000160094.15|chr1	154	170	135	135	114	168
PHC2|ENSG00000134686.20|chr1	203	247	220	320	183	340
ZSCAN20|ENSG00000121903.15|chr1	4	9	0	2	12	11
HMGB4|ENSG00000176256.11|chr1	0	0	0	0	0	0
C1orf94|ENSG00000142698.15|chr1	0	0	0	0	0	0
SMIM12|ENSG00000163866.9|chr1	607	741	554	842	462	892
GJB5|ENSG00000189280.3|chr1	0	0	0	0	0	0
GJB4|ENSG00000189433.7|chr1	0	0	0	0	0	0
GJB3|ENSG00000188910.8|chr1	0	0	0	0	0	0
GJA4|ENSG00000187513.9|chr1	0	0	0	0	0	0
DLGAP3|ENSG00000116544.12|chr1	0	4	0	0	0	1
ENSG00000284773|ENSG00000284773.1|chr1	0	30	2	11	3	26
TMEM35B|ENSG00000243749.2|chr1	213	265	289	268	173	189
ZMYM6|ENSG00000163867.17|chr1	7	23	22	46	13	33
ZMYM1|ENSG00000197056.11|chr1	17	28	26	13	16	27
SFPQ|ENSG00000116560.12|chr1	1010	1158	971	1198	1025	1195
ZMYM4|ENSG00000146463.12|chr1	98	90	74	156	102	175
KIAA0319L|ENSG00000142687.19|chr1	90	97	85	131	52	158
NCDN|ENSG00000020129.16|chr1	323	367	248	407	190	417
TFAP2E|ENSG00000116819.9|chr1	0	0	0	0	0	2
PSMB2|ENSG00000126067.12|chr1	868	1073	875	994	666	989
C1orf216|ENSG00000142686.8|chr1	45	46	23	28	16	27
CLSPN|ENSG00000092853.14|chr1	187	142	122	161	121	146
AGO4|ENSG00000134698.11|chr1	16	17	20	35	21	50
AGO1|ENSG00000092847.14|chr1	62	109	98	164	172	126
AGO3|ENSG00000126070.20|chr1	23	31	18	63	56	113
TEKT2|ENSG00000092850.12|chr1	0	0	0	0	0	0
ADPRS|ENSG00000116863.11|chr1	547	642	477	626	485	681
COL8A2|ENSG00000171812.13|chr1	0	0	0	0	0	0
TRAPPC3|ENSG00000054116.12|chr1	668	1125	678	920	696	876
MAP7D1|ENSG00000116871.16|chr1	235	296	222	302	145	236
THRAP3|ENSG00000054118.15|chr1	114	163	151	115	96	138
SH3D21|ENSG00000214193.11|chr1	0	0	0	0	0	0
EVA1B|ENSG00000142694.7|chr1	18	20	22	32	0	31
STK40|ENSG00000196182.11|chr1	154	174	86	217	203	239
LSM10|ENSG00000181817.6|chr1	464	443	462	560	333	537
OSCP1|ENSG00000116885.18|chr1	33	27	11	17	37	27
MRPS15|ENSG00000116898.12|chr1	75	131	123	150	113	101
CSF3R|ENSG00000119535.19|chr1	0	0	0	0	0	0
GRIK3|ENSG00000163873.10|chr1	4	0	0	7	5	8
ZC3H12A|ENSG00000163874.11|chr1	33	15	17	28	17	34
MEAF6|ENSG00000163875.16|chr1	345	440	275	516	402	623
SNIP1|ENSG00000163877.11|chr1	159	115	98	203	126	184
DNALI1|ENSG00000163879.11|chr1	0	0	0	0	0	0
GNL2|ENSG00000134697.13|chr1	237	350	125	252	270	239
RSPO1|ENSG00000169218.14|chr1	0	0	0	0	0	0
C1orf109|ENSG00000116922.15|chr1	218	335	225	299	222	374
CDCA8|ENSG00000134690.11|chr1	258	473	291	421	264	470
EPHA10|ENSG00000183317.17|chr1	0	1	0	0	4	15
MANEAL|ENSG00000185090.15|chr1	452	554	348	443	242	503
YRDC|ENSG00000196449.4|chr1	1159	1474	1104	1369	1026	1535
C1orf122|ENSG00000197982.14|chr1	280	379	123	370	188	278
MTF1|ENSG00000188786.10|chr1	221	470	319	376	291	393
INPP5B|ENSG00000204084.13|chr1	19	30	22	60	41	56
SF3A3|ENSG00000183431.12|chr1	440	575	341	599	451	709
FHL3|ENSG00000183386.10|chr1	172	164	214	226	119	208
UTP11|ENSG00000183520.12|chr1	727	691	556	764	511	657
POU3F1|ENSG00000185668.8|chr1	5	36	19	28	12	33
RRAGC|ENSG00000116954.8|chr1	919	1112	735	937	986	1082
MYCBP|ENSG00000214114.9|chr1	140	211	119	185	264	201
ENSG00000274944|ENSG00000274944.4|chr1	38	102	62	121	99	66
GJA9|ENSG00000131233.10|chr1	0	0	0	0	0	0
RHBDL2|ENSG00000158315.11|chr1	0	0	0	0	0	0
AKIRIN1|ENSG00000174574.16|chr1	1669	1967	1466	1815	1839	1991
NDUFS5|ENSG00000168653.11|chr1	2003	2326	1456	2218	1586	1955
MACF1|ENSG00000127603.32|chr1	82	72	25	174	106	111
BMP8A|ENSG00000183682.8|chr1	0	0	0	0	0	0
HEYL|ENSG00000163909.8|chr1	105	55	30	46	50	69
NT5C1A|ENSG00000116981.4|chr1	6	13	5	6	8	8
HPCAL4|ENSG00000116983.13|chr1	0	1	9	4	7	0
PPIE|ENSG00000084072.17|chr1	140	176	119	198	118	192
BMP8B|ENSG00000116985.12|chr1	19	14	0	32	14	18
OXCT2|ENSG00000198754.5|chr1	0	3	2	8	0	0
TRIT1|ENSG00000043514.17|chr1	79	140	93	117	135	161
MYCL|ENSG00000116990.11|chr1	39	5	35	32	22	34
MFSD2A|ENSG00000168389.18|chr1	119	164	102	125	94	137
CAP1|ENSG00000131236.18|chr1	736	840	679	947	431	741
PPT1|ENSG00000131238.18|chr1	172	305	202	291	227	286
RLF|ENSG00000117000.9|chr1	97	135	83	154	210	181
TMCO2|ENSG00000188800.6|chr1	0	0	0	0	0	0
ZMPSTE24|ENSG00000084073.10|chr1	238	271	186	350	174	235
COL9A2|ENSG00000049089.15|chr1	5	5	4	0	0	3
SMAP2|ENSG00000084070.12|chr1	107	86	67	107	121	111
ZFP69B|ENSG00000187801.15|chr1	0	5	11	17	4	19
ZFP69|ENSG00000187815.10|chr1	34	41	41	46	66	61
EXO5|ENSG00000164002.12|chr1	65	104	84	123	76	101
ZNF684|ENSG00000117010.17|chr1	22	28	13	37	11	31
RIMS3|ENSG00000117016.10|chr1	0	7	22	4	6	20
NFYC|ENSG00000066136.21|chr1	158	386	373	353	212	397
KCNQ4|ENSG00000117013.17|chr1	0	17	5	18	8	12
CITED4|ENSG00000179862.7|chr1	1	10	0	14	20	10
SLFNL1|ENSG00000171790.16|chr1	0	0	0	0	0	0
SCMH1|ENSG00000010803.17|chr1	108	99	47	139	61	134
EDN2|ENSG00000127129.10|chr1	0	1	5	0	0	2
HIVEP3|ENSG00000127124.16|chr1	7	33	24	45	29	38
GUCA2B|ENSG00000044012.4|chr1	0	0	0	0	0	0
GUCA2A|ENSG00000197273.4|chr1	0	0	0	0	0	0
FOXJ3|ENSG00000198815.9|chr1	192	184	172	236	194	200
RIMKLA|ENSG00000177181.15|chr1	132	241	133	159	170	206
ZMYND12|ENSG00000066185.13|chr1	0	0	0	0	0	0
PPCS|ENSG00000127125.9|chr1	228	195	152	228	282	230
CCDC30|ENSG00000186409.19|chr1	0	0	0	0	0	0
CLDN19|ENSG00000164007.11|chr1	0	0	0	6	0	3
P3H1|ENSG00000117385.16|chr1	24	24	17	33	13	36
C1orf50|ENSG00000164008.17|chr1	176	190	140	165	152	136
TMEM269|ENSG00000274386.6|chr1	0	0	0	0	1	0
SVBP|ENSG00000177868.12|chr1	438	408	340	548	397	632
ERMAP|ENSG00000164010.15|chr1	0	0	6	3	24	6
ZNF691|ENSG00000164011.18|chr1	63	78	50	46	29	59
SLC2A1|ENSG00000117394.24|chr1	574	337	388	438	412	486
FAM183A|ENSG00000186973.11|chr1	0	0	0	0	2	0
EBNA1BP2|ENSG00000117395.13|chr1	648	634	461	687	581	601
TMEM125|ENSG00000179178.11|chr1	0	0	0	0	0	0
C1orf210|ENSG00000253313.6|chr1	0	0	0	0	0	0
TIE1|ENSG00000066056.14|chr1	0	0	0	0	0	0
MPL|ENSG00000117400.18|chr1	0	0	0	7	0	0
CDC20|ENSG00000117399.14|chr1	337	306	316	327	160	266
ELOVL1|ENSG00000066322.15|chr1	39	16	14	11	20	21
MED8|ENSG00000159479.17|chr1	411	416	286	447	305	456
SZT2|ENSG00000198198.17|chr1	7	9	12	27	39	44
HYI|ENSG00000178922.18|chr1	23	10	7	15	11	19
PTPRF|ENSG00000142949.17|chr1	202	124	201	129	142	164
KDM4A|ENSG00000066135.13|chr1	287	284	198	345	261	284
ST3GAL3|ENSG00000126091.21|chr1	0	0	0	16	8	6
ARTN|ENSG00000117407.17|chr1	0	2	0	10	10	8
IPO13|ENSG00000117408.11|chr1	24	39	14	36	17	32
DPH2|ENSG00000132768.14|chr1	196	288	241	406	344	301
ATP6V0B|ENSG00000117410.14|chr1	427	565	414	525	166	387
B4GALT2|ENSG00000117411.18|chr1	141	149	145	282	180	311
CCDC24|ENSG00000159214.13|chr1	12	17	11	11	0	0
SLC6A9|ENSG00000196517.13|chr1	17	5	12	15	1	5
KLF17|ENSG00000171872.5|chr1	0	0	0	0	4	0
DMAP1|ENSG00000178028.14|chr1	12	23	13	24	19	0
ERI3|ENSG00000117419.16|chr1	23	44	60	57	2	28
RNF220|ENSG00000187147.18|chr1	651	843	622	855	330	808
TMEM53|ENSG00000126106.14|chr1	4	42	25	44	34	4
ARMH1|ENSG00000198520.12|chr1	0	0	0	0	0	0
KIF2C|ENSG00000142945.13|chr1	355	533	399	590	268	408
RPS8|ENSG00000142937.12|chr1	4210	4787	3767	5726	5242	5480
BEST4|ENSG00000142959.5|chr1	0	0	0	0	0	0
PLK3|ENSG00000173846.13|chr1	89	41	23	50	64	88
DYNLT4|ENSG00000188396.4|chr1	0	0	0	0	0	0
BTBD19|ENSG00000222009.9|chr1	0	0	0	1	0	0
PTCH2|ENSG00000117425.14|chr1	0	0	3	24	17	7
EIF2B3|ENSG00000070785.17|chr1	60	51	48	44	36	115
HECTD3|ENSG00000126107.15|chr1	30	54	31	38	0	41
UROD|ENSG00000126088.14|chr1	83	154	141	192	114	184
ZSWIM5|ENSG00000162415.7|chr1	0	8	8	23	9	4
HPDL|ENSG00000186603.7|chr1	0	0	0	0	0	0
MUTYH|ENSG00000132781.20|chr1	33	24	12	16	14	16
TOE1|ENSG00000132773.12|chr1	498	561	376	524	422	490
TESK2|ENSG00000070759.17|chr1	0	11	9	58	18	51
CCDC163|ENSG00000280670.3|chr1	10	18	26	48	24	20
MMACHC|ENSG00000132763.15|chr1	209	204	159	287	265	234
PRDX1|ENSG00000117450.15|chr1	1833	2490	1827	2439	1836	2237
AKR1A1|ENSG00000117448.14|chr1	131	217	124	176	116	124
NASP|ENSG00000132780.17|chr1	282	401	260	564	479	621
CCDC17|ENSG00000159588.15|chr1	0	0	0	0	0	0
GPBP1L1|ENSG00000159592.11|chr1	170	274	241	277	371	427
TMEM69|ENSG00000159596.7|chr1	386	432	272	405	179	474
IPP|ENSG00000197429.11|chr1	69	62	27	117	38	16
MAST2|ENSG00000086015.23|chr1	42	27	93	92	41	105
PIK3R3|ENSG00000117461.15|chr1	46	169	56	194	136	163
P3R3URF-PIK3R3|ENSG00000278139.1|chr1	0	4	0	0	0	0
TSPAN1|ENSG00000117472.10|chr1	0	0	0	0	0	0
P3R3URF|ENSG00000250719.2|chr1	0	0	0	0	0	0
POMGNT1|ENSG00000085998.15|chr1	77	71	24	78	41	78
LURAP1|ENSG00000171357.6|chr1	41	5	10	20	1	22
RAD54L|ENSG00000085999.13|chr1	60	72	111	145	119	177
LRRC41|ENSG00000132128.18|chr1	303	465	312	387	249	367
UQCRH|ENSG00000173660.12|chr1	823	830	841	990	868	1080
NSUN4|ENSG00000117481.11|chr1	213	274	207	373	285	395
FAAH|ENSG00000117480.16|chr1	8	9	0	2	0	0
DMBX1|ENSG00000197587.11|chr1	18	6	22	16	16	8
TMEM275|ENSG00000282881.3|chr1	0	0	0	0	0	0
KNCN|ENSG00000162456.10|chr1	0	0	0	0	0	0
MKNK1|ENSG00000079277.22|chr1	72	51	6	55	78	51
MOB3C|ENSG00000142961.16|chr1	5	0	0	1	6	0
ATPAF1|ENSG00000123472.13|chr1	209	332	140	212	250	328
TEX38|ENSG00000186118.9|chr1	0	0	0	0	0	0
EFCAB14|ENSG00000159658.15|chr1	158	266	295	292	325	430
CYP4B1|ENSG00000142973.15|chr1	0	0	0	0	0	0
CYP4A11|ENSG00000187048.14|chr1	0	0	0	0	0	0
CYP4X1|ENSG00000186377.8|chr1	34	24	26	9	7	9
CYP4Z1|ENSG00000186160.5|chr1	0	0	0	0	0	0
CYP4A22|ENSG00000162365.13|chr1	0	0	0	0	0	0
PDZK1IP1|ENSG00000162366.8|chr1	0	0	0	0	0	0
TAL1|ENSG00000162367.12|chr1	4	28	0	8	30	12
STIL|ENSG00000123473.17|chr1	136	175	77	175	200	139
CMPK1|ENSG00000162368.15|chr1	215	283	161	212	184	276
FOXE3|ENSG00000186790.6|chr1	0	1	0	0	0	0
FOXD2|ENSG00000186564.6|chr1	137	110	45	127	101	145
TRABD2B|ENSG00000269113.4|chr1	10	2	5	30	3	13
SLC5A9|ENSG00000117834.13|chr1	0	0	0	0	0	0
SPATA6|ENSG00000132122.12|chr1	0	0	6	6	2	1
AGBL4|ENSG00000186094.18|chr1	0	0	0	0	0	0
BEND5|ENSG00000162373.13|chr1	0	3	0	2	0	7
ELAVL4|ENSG00000162374.18|chr1	0	0	0	0	0	0
DMRTA2|ENSG00000142700.12|chr1	237	256	190	287	66	142
FAF1|ENSG00000185104.21|chr1	354	333	298	355	192	271
CDKN2C|ENSG00000123080.12|chr1	855	959	647	974	537	876
C1orf185|ENSG00000204006.11|chr1	0	0	0	0	0	0
RNF11|ENSG00000123091.5|chr1	208	274	263	449	314	435
TTC39A|ENSG00000085831.16|chr1	11	27	35	23	26	28
EPS15|ENSG00000085832.17|chr1	68	73	57	130	106	84
OSBPL9|ENSG00000117859.19|chr1	223	256	169	320	283	321
NRDC|ENSG00000078618.23|chr1	49	73	43	31	22	70
RAB3B|ENSG00000169213.7|chr1	112	68	65	103	88	118
TXNDC12|ENSG00000117862.13|chr1	497	424	489	486	330	439
KTI12|ENSG00000198841.4|chr1	238	392	237	469	309	358
BTF3L4|ENSG00000134717.18|chr1	523	889	557	866	624	1068
ZFYVE9|ENSG00000157077.16|chr1	7	5	0	0	5	1
ORC1|ENSG00000085840.13|chr1	84	172	129	182	133	115
PRPF38A|ENSG00000134748.13|chr1	490	549	495	799	720	726
TUT4|ENSG00000134744.14|chr1	71	64	10	78	44	43
GPX7|ENSG00000116157.6|chr1	0	0	0	1	0	0
SHISAL2A|ENSG00000182183.15|chr1	0	0	0	0	0	0
COA7|ENSG00000162377.6|chr1	417	589	450	629	469	601
ZYG11B|ENSG00000162378.13|chr1	295	274	222	369	354	323
ZYG11A|ENSG00000203995.10|chr1	46	39	51	112	100	118
ECHDC2|ENSG00000121310.17|chr1	0	7	0	8	7	0
SCP2|ENSG00000116171.19|chr1	293	352	271	345	282	289
SLC1A7|ENSG00000162383.13|chr1	0	0	0	0	0	0
CPT2|ENSG00000157184.7|chr1	252	239	212	299	261	188
CZIB|ENSG00000162384.14|chr1	171	187	98	184	150	225
MAGOH|ENSG00000162385.11|chr1	321	413	253	352	307	373
LRP8|ENSG00000157193.18|chr1	203	231	146	266	183	330
DMRTB1|ENSG00000143006.7|chr1	0	0	0	0	0	0
GLIS1|ENSG00000174332.6|chr1	0	5	0	0	2	0
NDC1|ENSG00000058804.12|chr1	206	204	182	281	218	401
DIO1|ENSG00000211452.12|chr1	0	0	0	0	0	0
HSPB11|ENSG00000081870.12|chr1	375	413	191	413	375	298
LRRC42|ENSG00000116212.15|chr1	163	336	222	250	300	263
LDLRAD1|ENSG00000203985.11|chr1	0	0	0	0	0	0
TMEM59|ENSG00000116209.12|chr1	422	449	410	553	402	422
TCEANC2|ENSG00000116205.14|chr1	68	71	39	86	92	146
CDCP2|ENSG00000157211.12|chr1	0	0	0	0	0	0
CYB5RL|ENSG00000215883.11|chr1	40	32	24	81	72	106
MRPL37|ENSG00000116221.15|chr1	586	619	419	527	200	549
SSBP3|ENSG00000157216.16|chr1	230	315	212	289	179	318
ACOT11|ENSG00000162390.18|chr1	3	0	0	6	0	0
FAM151A|ENSG00000162391.12|chr1	0	0	0	0	0	0
MROH7|ENSG00000184313.20|chr1	0	0	0	0	0	0
TTC4|ENSG00000243725.7|chr1	176	313	241	322	238	282
PARS2|ENSG00000162396.6|chr1	117	156	91	150	74	108
TTC22|ENSG00000006555.11|chr1	0	0	0	0	0	0
LEXM|ENSG00000162398.12|chr1	0	0	0	0	0	0
DHCR24|ENSG00000116133.13|chr1	511	541	393	685	437	777
TMEM61|ENSG00000143001.5|chr1	0	0	0	0	0	0
BSND|ENSG00000162399.9|chr1	0	0	0	0	0	0
PCSK9|ENSG00000169174.11|chr1	0	0	0	0	0	0
USP24|ENSG00000162402.14|chr1	28	28	30	37	55	84
PLPP3|ENSG00000162407.9|chr1	308	385	357	491	268	453
PRKAA2|ENSG00000162409.12|chr1	251	274	170	379	349	345
FYB2|ENSG00000187889.13|chr1	0	0	0	0	0	0
C8A|ENSG00000157131.12|chr1	0	0	0	0	0	0
C8B|ENSG00000021852.14|chr1	0	0	0	0	0	0
OMA1|ENSG00000162600.12|chr1	65	43	28	39	36	27
TACSTD2|ENSG00000184292.7|chr1	0	0	0	0	0	0
MYSM1|ENSG00000162601.12|chr1	8	28	7	65	18	54
JUN|ENSG00000177606.8|chr1	1578	2643	1902	2824	2296	2615
FGGY|ENSG00000172456.18|chr1	0	0	6	0	0	7
HOOK1|ENSG00000134709.13|chr1	71	79	49	69	72	85
CYP2J2|ENSG00000134716.11|chr1	7	12	7	17	21	15
C1orf87|ENSG00000162598.13|chr1	0	0	0	0	0	1
NFIA|ENSG00000162599.18|chr1	649	687	446	846	615	939
PATJ|ENSG00000132849.22|chr1	8	0	0	14	1	8
L1TD1|ENSG00000240563.2|chr1	0	0	0	0	0	0
KANK4|ENSG00000132854.19|chr1	0	0	0	0	0	0
USP1|ENSG00000162607.13|chr1	934	1234	944	1220	973	1169
DOCK7|ENSG00000116641.18|chr1	31	21	25	9	25	10
ANGPTL3|ENSG00000132855.5|chr1	0	0	0	0	0	0
ATG4C|ENSG00000125703.15|chr1	158	95	38	134	76	106
FOXD3|ENSG00000187140.6|chr1	64	55	32	59	23	36
ALG6|ENSG00000088035.18|chr1	26	18	18	35	46	32
EFCAB7|ENSG00000203965.13|chr1	7	10	0	7	5	23
PGM1|ENSG00000079739.17|chr1	54	104	65	80	31	102
ROR1|ENSG00000185483.13|chr1	73	102	88	86	160	96
UBE2U|ENSG00000177414.14|chr1	0	6	0	0	0	0
CACHD1|ENSG00000158966.16|chr1	50	26	22	34	48	81
RAVER2|ENSG00000162437.15|chr1	43	94	67	74	73	69
JAK1|ENSG00000162434.14|chr1	112	133	59	125	159	172
AK4|ENSG00000162433.15|chr1	93	156	86	253	197	209
DNAJC6|ENSG00000116675.16|chr1	79	52	59	97	54	68
LEPROT|ENSG00000213625.9|chr1	150	212	134	224	182	258
LEPR|ENSG00000116678.20|chr1	0	0	0	0	1	0
PDE4B|ENSG00000184588.18|chr1	0	0	0	5	0	10
SGIP1|ENSG00000118473.23|chr1	0	0	0	0	6	0
DYNLT5|ENSG00000152760.10|chr1	0	0	0	0	0	0
INSL5|ENSG00000172410.5|chr1	0	0	0	0	0	0
DNAI4|ENSG00000152763.17|chr1	0	0	0	0	0	0
MIER1|ENSG00000198160.15|chr1	64	94	137	191	117	147
SLC35D1|ENSG00000116704.8|chr1	77	120	97	144	131	208
C1orf141|ENSG00000203963.12|chr1	0	0	0	0	0	0
IL23R|ENSG00000162594.17|chr1	0	0	0	0	0	0
IL12RB2|ENSG00000081985.14|chr1	9	10	12	14	7	8
SERBP1|ENSG00000142864.15|chr1	7316	8280	5527	7685	5248	6730
GADD45A|ENSG00000116717.13|chr1	313	384	313	383	301	482
GNG12|ENSG00000172380.6|chr1	186	248	195	361	301	350
DIRAS3|ENSG00000162595.8|chr1	0	7	0	7	3	0
WLS|ENSG00000116729.14|chr1	146	241	93	152	105	136
RPE65|ENSG00000116745.7|chr1	0	0	0	0	0	0
DEPDC1|ENSG00000024526.17|chr1	279	326	204	433	251	290
LRRC7|ENSG00000033122.21|chr1	0	0	0	0	0	0
LRRC40|ENSG00000066557.6|chr1	47	32	11	32	44	58
SRSF11|ENSG00000116754.14|chr1	828	899	600	1019	901	1046
ANKRD13C|ENSG00000118454.13|chr1	93	76	77	152	93	98
CTH|ENSG00000116761.12|chr1	12	31	15	20	38	42
PTGER3|ENSG00000050628.21|chr1	0	0	0	0	0	0
ZRANB2|ENSG00000132485.14|chr1	191	118	199	251	282	299
NEGR1|ENSG00000172260.15|chr1	0	0	0	0	0	0
LRRIQ3|ENSG00000162620.16|chr1	0	0	0	0	0	0
FPGT|ENSG00000254685.8|chr1	20	42	21	33	30	22
TNNI3K|ENSG00000116783.15|chr1	0	0	0	0	0	0
LRRC53|ENSG00000162621.7|chr1	0	0	0	0	0	0
CRYZ|ENSG00000116791.14|chr1	85	147	99	114	85	140
TYW3|ENSG00000162623.16|chr1	410	353	359	514	419	497
LHX8|ENSG00000162624.16|chr1	0	7	0	8	0	0
SLC44A5|ENSG00000137968.17|chr1	7	7	6	11	27	0
ACADM|ENSG00000117054.15|chr1	343	403	278	502	441	428
RABGGTB|ENSG00000137955.16|chr1	392	429	256	479	224	573
MSH4|ENSG00000057468.7|chr1	0	0	0	0	0	0
ASB17|ENSG00000154007.7|chr1	0	0	0	0	0	0
ST6GALNAC3|ENSG00000184005.11|chr1	37	54	30	37	27	58
ST6GALNAC5|ENSG00000117069.15|chr1	0	0	7	0	0	12
PIGK|ENSG00000142892.15|chr1	35	23	36	41	29	89
AK5|ENSG00000154027.19|chr1	0	0	8	0	0	6
ZZZ3|ENSG00000036549.13|chr1	155	127	135	178	153	239
USP33|ENSG00000077254.14|chr1	77	56	38	84	35	53
MIGA1|ENSG00000180488.16|chr1	57	48	27	78	69	75
NEXN|ENSG00000162614.19|chr1	19	19	11	39	14	49
FUBP1|ENSG00000162613.17|chr1	435	390	276	495	428	528
DNAJB4|ENSG00000162616.9|chr1	55	53	33	118	70	43
GIPC2|ENSG00000137960.6|chr1	0	0	0	0	0	0
PTGFR|ENSG00000122420.10|chr1	0	0	0	0	0	0
IFI44L|ENSG00000137959.17|chr1	0	0	0	0	0	0
IFI44|ENSG00000137965.11|chr1	0	0	0	0	0	0
ADGRL4|ENSG00000162618.15|chr1	0	0	0	0	0	0
ADGRL2|ENSG00000117114.21|chr1	224	249	176	307	187	168
TTLL7|ENSG00000137941.17|chr1	9	32	8	43	23	32
PRKACB|ENSG00000142875.20|chr1	43	64	35	61	19	72
SAMD13|ENSG00000203943.9|chr1	3	5	0	0	11	0
DNASE2B|ENSG00000137976.8|chr1	0	0	0	0	0	3
RPF1|ENSG00000117133.11|chr1	538	780	555	737	582	783
SPATA1|ENSG00000122432.19|chr1	0	0	0	0	0	0
CTBS|ENSG00000117151.13|chr1	24	39	34	48	45	49
SSX2IP|ENSG00000117155.17|chr1	177	198	147	158	169	198
LPAR3|ENSG00000171517.6|chr1	154	199	132	151	173	188
MCOLN2|ENSG00000153898.13|chr1	94	83	90	87	40	106
DNAI3|ENSG00000162643.13|chr1	0	0	0	0	0	0
MCOLN3|ENSG00000055732.13|chr1	0	16	14	23	5	32
SYDE2|ENSG00000097096.10|chr1	10	19	0	15	14	39
C1orf52|ENSG00000162642.14|chr1	536	675	410	675	556	608
BCL10|ENSG00000142867.14|chr1	199	231	208	328	220	277
DDAH1|ENSG00000153904.21|chr1	219	356	236	381	257	324
CCN1|ENSG00000142871.18|chr1	296	405	254	448	415	465
ZNHIT6|ENSG00000117174.11|chr1	199	249	201	243	190	253
COL24A1|ENSG00000171502.15|chr1	0	0	0	0	0	0
ODF2L|ENSG00000122417.16|chr1	10	9	1	20	18	27
CLCA2|ENSG00000137975.8|chr1	0	0	0	0	0	0
CLCA1|ENSG00000016490.16|chr1	0	0	0	0	0	0
CLCA4|ENSG00000016602.9|chr1	0	0	0	0	0	0
SH3GLB1|ENSG00000097033.14|chr1	254	399	241	378	324	503
SELENOF|ENSG00000183291.18|chr1	577	735	477	709	605	681
HS2ST1|ENSG00000153936.18|chr1	64	184	81	213	171	134
ENSG00000267561|ENSG00000267561.2|chr1	0	0	0	0	1	0
LMO4|ENSG00000143013.13|chr1	1522	1542	1187	1739	1093	1644
PKN2|ENSG00000065243.20|chr1	163	149	246	215	274	194
GTF2B|ENSG00000137947.12|chr1	332	304	290	237	271	361
KYAT3|ENSG00000137944.18|chr1	45	41	10	53	41	41
RBMXL1|ENSG00000213516.10|chr1	258	292	288	401	350	427
GBP3|ENSG00000117226.12|chr1	0	0	0	0	0	0
GBP1|ENSG00000117228.11|chr1	0	0	0	0	0	0
GBP2|ENSG00000162645.13|chr1	0	0	0	0	0	0
GBP7|ENSG00000213512.3|chr1	0	0	0	0	0	0
GBP4|ENSG00000162654.9|chr1	0	0	0	0	0	0
GBP5|ENSG00000154451.15|chr1	0	0	0	0	0	0
GBP6|ENSG00000183347.15|chr1	0	0	0	0	0	0
LRRC8B|ENSG00000197147.15|chr1	101	176	227	300	223	279
LRRC8C|ENSG00000171488.15|chr1	151	210	139	153	141	253
LRRC8D|ENSG00000171492.14|chr1	83	143	81	42	84	76
ZNF326|ENSG00000162664.17|chr1	135	126	79	200	147	182
BARHL2|ENSG00000143032.8|chr1	56	75	47	74	62	80
ZNF644|ENSG00000122482.22|chr1	252	302	165	206	188	288
HFM1|ENSG00000162669.16|chr1	0	0	0	0	0	0
CDC7|ENSG00000097046.13|chr1	133	130	90	180	110	244
TGFBR3|ENSG00000069702.11|chr1	101	155	211	248	195	356
BRDT|ENSG00000137948.19|chr1	0	0	0	0	0	0
EPHX4|ENSG00000172031.7|chr1	18	37	9	42	37	88
BTBD8|ENSG00000189195.15|chr1	0	0	0	9	0	6
C1orf146|ENSG00000203910.9|chr1	0	0	0	0	0	0
GLMN|ENSG00000174842.17|chr1	12	11	22	26	31	45
RPAP2|ENSG00000122484.9|chr1	145	141	97	179	114	220
GFI1|ENSG00000162676.13|chr1	48	56	42	66	52	68
EVI5|ENSG00000067208.16|chr1	139	84	113	184	83	178
RPL5|ENSG00000122406.14|chr1	5134	5516	4167	6474	6461	5798
DIPK1A|ENSG00000154511.12|chr1	42	48	79	75	36	110
MTF2|ENSG00000143033.18|chr1	253	493	403	474	448	473
TMED5|ENSG00000117500.13|chr1	204	200	145	241	214	189
