rownames(nonTcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
KAZN|ENSG00000189337.17|chr1	0	0	1	0	0	0	1	1	16610.5	NA	NA	0	NA
TMEM51|ENSG00000171729.14|chr1	163	157	259	246	309	290	0.487099796845178	0.728586878510941	8585	0.315143973772983	0.453490893617822	61.0702543577896	0.69492900123937
FHAD1|ENSG00000142621.21|chr1	0	0	0	0	8	0	1	1	16610.5	NA	NA	0	NA
EFHD2|ENSG00000142634.13|chr1	66	86	50	46	61	27	0.999044525541427	0.999482830660112	13710	0.000372919076625658	0.311412094675841	163.217517685867	0.00119750993298395
CTRC|ENSG00000162438.12|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CELA2A|ENSG00000142615.8|chr1	0	0	0	0	0	2	1	1	16610.5	NA	NA	0	NA
CELA2B|ENSG00000215704.10|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CASP9|ENSG00000132906.18|chr1	83	54	80	92	97	102	0.872583636653757	0.949368129580369	12566	0.0432587862765355	0.269730855468456	208.007649815324	0.16037759640589
DNAJC16|ENSG00000116138.13|chr1	149	133	117	156	176	198	0.0410700777450674	0.169792642913279	2710	1.05485339333447	0.516370724382665	63.6980720395414	2.04282184005605
AGMAT|ENSG00000116771.6|chr1	0	0	0	0	0	0	0.0266057886252548	1	2275	5.31994529771954	2.39934036786065	3.59929125863638	2.2172532788514
RSC1A1|ENSG00000215695.2|chr1	23	12	39	62	62	35	0.0384700132294786	0.16344356863655	2635	1.75488152755222	0.847846118830665	20.1829079345951	2.06981135913262
PLEKHM2|ENSG00000116786.13|chr1	145	75	108	104	23	59	0.553585057119704	0.773941282677922	9315	-0.207669323114509	0.350557938274047	185.035252927107	-0.592396578257386
SLC25A34|ENSG00000162461.8|chr1	0	0	0	0	9	0	0.568029290933681	1	9475.5	-2.2856996142383	4.00328319842482	0.44396124446335	-0.57095626288384
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FBLIM1|ENSG00000162458.13|chr1	129	111	150	79	115	75	0.519806969017803	0.752064185980407	8957	0.295106204386285	0.458493622860538	78.877954217606	0.643642985795789
SPEN|ENSG00000065526.12|chr1	1319	509	1237	1254	1316	1303	0.0823005243072025	0.263859714238765	3554	0.442852861614749	0.254880650969663	222.87156348992	1.73749109604817
ZBTB17|ENSG00000116809.12|chr1	42	42	49	33	76	46	0.127903104482327	0.346713566972554	4293	0.741342639930221	0.486949158798707	58.0593247251686	1.52242308367283
SRARP|ENSG00000183888.4|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
HSPB7|ENSG00000173641.18|chr1	0	0	0	0	0	0	0.676455533601468	1	10623.5	-1.69032344789168	4.0505734793182	0.290456781975695	-0.417304724015573
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CLCNKB|ENSG00000184908.20|chr1	0	0	0	0	0	4	1	1	16610.5	NA	NA	0	NA
FAM131C|ENSG00000185519.9|chr1	1	0	3	5	0	2	0.96720762649546	0.987840762803277	13403	0.0474693205668624	1.15467006307565	15.459095150072	0.0411107225213928
EPHA2|ENSG00000142627.13|chr1	317	140	271	230	434	353	0.458148720536261	0.706852078800272	8290	0.433890837485303	0.584838394024252	36.2184977311125	0.741898688455996
ARHGEF19|ENSG00000142632.17|chr1	32	15	20	27	35	17	0.252837838602596	0.515403951102946	5939	1.17345282729622	1.02620866124669	20.7581557988614	1.14348365162953
CPLANE2|ENSG00000132881.12|chr1	11	4	30	37	7	37	0.310373748079867	0.578236429360027	6580	0.882215843437317	0.869659603978631	15.3355570866598	1.01443810819916
FBXO42|ENSG00000037637.11|chr1	147	71	154	147	147	170	0.00421871026746285	0.0362624417870377	1251	1.49498032445419	0.522477881650677	46.4202005290625	2.8613274876461
SZRD1|ENSG00000055070.17|chr1	473	343	592	321	338	283	0.000453346256072559	0.0074360014386143	651	-0.637044308056656	0.181654138223522	898.126075741418	-3.50690776597
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
NECAP2|ENSG00000157191.20|chr1	378	212	321	212	330	276	0.912239302991295	0.964332762514682	12923	0.0295080182895218	0.267732755603483	287.618940686381	0.11021444956561
NBPF1|ENSG00000219481.11|chr1	0	0	3	0	0	0	1	1	16610.5	NA	NA	0	NA
CROCC|ENSG00000058453.17|chr1	74	74	64	2	18	31	0.365468916566803	0.628216336436045	7248	0.359433599799325	0.397167122355442	73.7007508007547	0.904993337987458
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ATP13A2|ENSG00000159363.19|chr1	4	6	27	26	20	6	0.002641911747793	0.0256856774311934	1106	-1.33528256599588	0.444117816271159	109.064195416045	-3.00659536067927
SDHB|ENSG00000117118.10|chr1	392	427	465	279	537	479	0.374516143198545	0.635549816356787	7359	-0.142189892676976	0.160115504084055	2437.40713211596	-0.888045748538701
PADI2|ENSG00000117115.13|chr1	0	0	0	0	2	2	0.247785589338533	0.510288554966818	5863	0.808014198613513	0.699128607647439	33.2955956179372	1.15574472246598
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RCC2|ENSG00000179051.14|chr1	14	8	7	2	5	5	0.414793453202045	1	7826	-0.947121285414479	1.16141763339008	8.60384030865089	-0.81548726158902
ARHGEF10L|ENSG00000074964.17|chr1	13	42	16	1	47	36	0.928034022636487	0.970105810933215	13071	0.0848073893267005	0.938980109669344	12.4540361103766	0.0903186217187975
ACTL8|ENSG00000117148.8|chr1	20	15	25	24	3	7	0.891970200951679	0.95805843754538	12731	-0.0537011536477846	0.395409109686121	96.9985763854843	-0.135811624801495
IGSF21|ENSG00000117154.12|chr1	0	0	11	0	0	0	0.30212588645	1	6487	-3.68712500683023	3.57319293249057	1.17837927090239	-1.03188522883936
KLHDC7A|ENSG00000179023.9|chr1	2	8	0	0	0	0	0.852388872716804	1	12397	0.682577266629099	3.6683646624302	1.1355069593381	0.18607126865542
PAX7|ENSG00000009709.12|chr1	8	3	1	0	0	0	0.731294600679034	1	11166	-0.401330403484679	1.1686831868282	7.75657939778226	-0.343403933596314
ALDH4A1|ENSG00000159423.17|chr1	43	7	26	49	52	75	0.020754951853093	0.109849885032654	2072	0.893833601801247	0.386537233034531	85.3566119605099	2.3124126873475
IFFO2|ENSG00000169991.11|chr1	75	52	74	35	38	64	0.695659105875487	1	10840	0.41034911792941	1.04898487022171	10.2354600284989	0.391186879409117
UBR4|ENSG00000127481.15|chr1	118	28	79	65	66	41	0.852601018627912	0.938884751172339	12402	-0.0606196856065773	0.326261796844939	180.831223503323	-0.185800747107967
EMC1|ENSG00000127463.16|chr1	103	88	105	73	132	114	0.829572321523534	0.927826671039047	12203	0.0463298975481359	0.215237505704268	349.194144279723	0.215250113573571
MRTO4|ENSG00000053372.5|chr1	1903	1711	1960	1713	2231	1841	0.32030682325748	0.587497161024105	6694	0.140998106725014	0.141873813466411	3531.38924605794	0.99382756606028
AKR7L|ENSG00000211454.16|chr1	0	2	0	0	0	0	0.168172422286216	1	4861	-4.47267209298449	3.24553527575449	2.03319747382987	-1.37809997826775
AKR7A3|ENSG00000162482.5|chr1	0	0	4	0	0	1	0.58586848098301	1	9703	-1.47690555948783	2.71074982087773	1.97151014117434	-0.544832853298727
AKR7A2|ENSG00000053371.13|chr1	304	144	244	196	178	238	0.0123656010067903	0.0767580013286173	1754	-0.423806029191262	0.169418348248154	1621.14809186591	-2.50153559855569
SLC66A1|ENSG00000040487.13|chr1	142	135	94	150	133	90	0.0219898021801966	0.114635225836145	2104	0.745872055790437	0.325630969138074	151.180427550626	2.29054397916978
CAPZB|ENSG00000077549.19|chr1	816	449	663	312	592	460	0.0007876977432133	0.0110576648102445	758	-0.481137355383808	0.143320112162104	2608.62518826635	-3.35708190654785
MICOS10|ENSG00000173436.15|chr1	508	421	529	374	395	384	0.000188710118055167	0.0039284330273331	512	-0.547536343028655	0.146648316928294	3075.83093616517	-3.73366946513529
NBL1|ENSG00000158747.15|chr1	117	44	92	67	32	29	0.017377687549951	0.0975802741278647	1951	-0.860281020995483	0.3616726707985	242.870434429598	-2.37861771279582
HTR6|ENSG00000158748.4|chr1	5	0	5	0	0	3	0.358073265449083	1	7168	-2.83177531670289	3.08122296914192	1.44771382588289	-0.919042648020859
TMCO4|ENSG00000162542.14|chr1	6	4	1	5	12	20	0.911934355005755	1	12922	0.161488912537262	1.46013019316143	9.00621358015083	0.110598981716563
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
OTUD3|ENSG00000169914.6|chr1	106	63	105	51	83	60	0.281842233995993	0.548265157228114	6260	1.02815125655068	0.95536209633932	15.5613314809683	1.07619012779581
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PLA2G2D|ENSG00000117215.15|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CAMK2N1|ENSG00000162545.6|chr1	203	132	234	113	137	74	0.0763339464333864	0.25025819814609	3467	-0.410152762464462	0.231415484277949	259.381273095642	-1.77236524921485
MUL1|ENSG00000090432.7|chr1	338	180	265	217	185	241	0.501262859621688	0.738136119806061	8748	0.250749810393308	0.372859923443929	106.377349305504	0.672504054813003
FAM43B|ENSG00000183114.8|chr1	12	3	7	0	2	0	0.717584652319657	1	11049	-0.904592022193592	2.50102354713207	2.46993165008091	-0.361688726693873
CDA|ENSG00000158825.6|chr1	3	0	1	1	5	0	0.479833336378684	0.724548420594357	8501	0.672252124799246	0.95142945594381	21.4815700724288	0.706570645463543
PINK1|ENSG00000158828.8|chr1	271	292	207	102	196	272	0.630811294288121	0.821641451574885	10152	-0.0760169646918859	0.158175814322054	1060.81867036298	-0.480585258989793
DDOST|ENSG00000244038.11|chr1	315	202	268	307	466	403	0.335065004748235	0.600013416319243	6877	0.159627745108861	0.165595484084827	1855.89560296151	0.963961946130672
KIF17|ENSG00000117245.13|chr1	0	0	0	3	0	0	0.984909239084249	1	13549	0.0366181898239374	1.93597568972161	3.90659713707854	0.0189145917577111
SH2D5|ENSG00000189410.12|chr1	39	13	14	16	27	19	0.689403435469208	0.853478070128721	10788	-0.239988508998212	0.60047449833006	41.3319509402347	-0.399664781211572
HP1BP3|ENSG00000127483.19|chr1	283	234	281	190	364	225	0.671719485588741	0.844310755551399	10543	0.0844660228822101	0.1993113648619	693.68121664135	0.423789295410902
EIF4G3|ENSG00000075151.24|chr1	408	335	498	148	421	380	0.0628480509475406	0.221315369837202	3210	-0.338260982823362	0.181834842514576	1148.25687497184	-1.8602649423267
ECE1|ENSG00000117298.16|chr1	254	133	204	33	129	126	0.0594039993104952	0.213805970344432	3134	-0.386893828788197	0.205227875250755	424.603867237098	-1.88519141620248
NBPF3|ENSG00000142794.19|chr1	8	10	26	25	18	16	0.863750741740246	0.943640640846481	12504	-0.0840317952943695	0.489691182736721	58.378441621383	-0.171601609865107
ALPL|ENSG00000162551.14|chr1	0	0	0	0	0	0	0.575335019941932	1	9596	1.18869400390959	2.12186557021311	4.36435923888999	0.560211740364966
USP48|ENSG00000090686.16|chr1	122	71	116	59	116	90	0.919880176684349	0.967116130551599	12997	0.0231828966443641	0.230481440032362	418.324216615155	0.10058465723361
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
HSPG2|ENSG00000142798.20|chr1	14	0	14	0	5	0	2.01190854429222e-08	2.69850416902789e-06	79	-5.43182325438543	0.968071343372531	28.306247919092	-5.610974120422
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ENSG00000289694|ENSG00000289694.1|chr1	83	57	62	50	54	65	0.486458953178772	0.728039416367552	8581	-0.208002784551658	0.29887523060908	271.381318743906	-0.695951899820428
CDC42|ENSG00000070831.18|chr1	916	742	864	819	911	876	0.435901238648353	0.688963234593965	8032	-0.11531866372072	0.148008915107668	3546.15572446546	-0.779133227460197
WNT4|ENSG00000162552.15|chr1	0	0	0	0	0	0	0.439740917627569	1	8076	1.28338832450548	1.66106288135611	5.26362777249556	0.772630788942626
ZBTB40|ENSG00000184677.18|chr1	68	48	120	43	93	103	0.000185204693924631	0.0038706685144485	510	1.45728396599405	0.389816239208591	84.1318336865738	3.73838701269255
EPHA8|ENSG00000070886.12|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
EPHB2|ENSG00000133216.17|chr1	26	23	48	7	50	21	0.765287307409371	0.897507947903674	11454	-0.153921170062504	0.515571248177911	51.2243502788909	-0.298544906463422
TEX46|ENSG00000227868.7|chr1	0	4	4	0	0	0	0.206363976716595	1	5354	-1.69959918806745	1.34501663352491	9.44556674520005	-1.26362689182013
KDM1A|ENSG00000004487.18|chr1	148	126	175	72	179	129	0.524922122202441	0.754661149716995	9016	0.117108825855205	0.184198110958414	752.576563848488	0.635776475914265
LUZP1|ENSG00000169641.14|chr1	151	73	82	77	134	69	0.395008247163862	0.654213437243045	7592	-0.544771510819825	0.640478144935359	29.7036767656594	-0.850570023548277
HTR1D|ENSG00000179546.5|chr1	6	7	15	0	0	0	0.247461347875608	1	5858	1.62266547829264	1.40303743048092	7.88073487016887	1.15653755419514
HNRNPR|ENSG00000125944.21|chr1	1	10	0	0	5	5	0.317789252710709	1	6666	1.90489582259308	1.90678119652019	4.41048146497504	0.999011226914474
ZNF436|ENSG00000125945.15|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RPL11|ENSG00000142676.14|chr1	524	598	551	335	440	359	0.131332013512554	0.351590200904251	4352	-0.268057438463517	0.177654431786543	2275.95700097128	-1.50886997733665
ELOA|ENSG00000011007.13|chr1	585	444	692	561	513	463	0.374121128354532	0.63508290228206	7356	0.218110968155387	0.245404799471002	228.782204124139	0.88878036870326
PITHD1|ENSG00000057757.10|chr1	835	725	874	590	761	668	0.0307943191291174	0.142363265921522	2415	0.393559950443345	0.1822272670535	845.834410844118	2.15972042388036
LYPLA2|ENSG00000011009.11|chr1	84	31	88	63	18	27	0.501286100238242	0.738136119806061	8749	-0.472773883572511	0.703043430125484	251.002100604552	-0.672467536590346
GALE|ENSG00000117308.15|chr1	78	25	44	13	49	9	0.286851790699473	0.554447569181251	6310	-0.293155595870813	0.275249683498176	235.046953084323	-1.06505334409496
HMGCL|ENSG00000117305.15|chr1	46	17	27	43	115	54	0.284568070409315	0.551341360392731	6290	0.44913131630323	0.419704240542188	86.4619767845838	1.07011383950524
FUCA1|ENSG00000179163.12|chr1	74	101	117	68	96	54	0.967394024728908	0.987840762803277	13408	-0.00977982137950351	0.239250501941957	420.84444534189	-0.0408769106025789
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PNRC2|ENSG00000189266.13|chr1	699	509	672	644	1069	720	0.267374043409912	0.532336596011167	6096	0.400679669688976	0.361255775555745	121.265195802632	1.10913014213429
SRSF10|ENSG00000188529.15|chr1	949	829	1010	940	1753	1038	0.0950523949498668	0.289834583277349	3768	0.282560440317336	0.169265980728314	2102.32209972001	1.66932799551062
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
IL22RA1|ENSG00000142677.4|chr1	0	0	0	6	0	0	0.886115015684119	1	12685	-0.444697122121694	3.10495421170617	1.77954532166481	-0.143221797102552
IFNLR1|ENSG00000185436.12|chr1	60	36	59	43	66	48	0.648106353172001	1	10313	-0.99520516470445	2.18058119700262	2.7609502629439	-0.456394453952202
GRHL3|ENSG00000158055.17|chr1	1	0	10	6	1	0	1	1	16610.5	NA	NA	0	NA
STPG1|ENSG00000001460.18|chr1	21	15	11	11	12	44	0.0153734106069738	0.0905122806243779	1857	2.22510953014397	0.918153696861051	19.2966581077952	2.42346084076238
NIPAL3|ENSG00000001461.17|chr1	218	140	179	82	206	164	0.951090928647638	0.982046334043107	13248	0.011630729407329	0.189620525939019	492.570039274321	0.0613368692536451
RCAN3|ENSG00000117602.13|chr1	129	96	125	59	76	38	0.618188826410398	0.814211162789879	10014	0.155125147039161	0.311234487078681	209.779493228656	0.498418888263964
NCMAP|ENSG00000184454.7|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SRRM1|ENSG00000133226.18|chr1	290	191	292	104	316	180	0.00882135634814307	0.0609726626646601	1569	0.653634689489545	0.249583587965747	416.13525123148	2.6189009254056
CLIC4|ENSG00000169504.15|chr1	266	190	250	319	553	482	0.0875442343177207	0.274524624690905	3652	0.301156817418162	0.176270069914905	641.696080072369	1.70849661297319
RUNX3|ENSG00000020633.19|chr1	229	156	226	103	181	194	0.772789786883313	0.900822946294344	11520	0.080336527621753	0.278243258688186	170.584654513321	0.28872766945194
SYF2|ENSG00000117614.10|chr1	432	379	436	342	426	425	0.0192206351459046	0.104441974362054	2016	0.477633653316758	0.204010239242606	379.961281276199	2.34122392625972
RSRP1|ENSG00000117616.18|chr1	473	253	337	185	390	229	0.942540195409281	0.977595850886076	13183	0.0471256473178415	0.653818698216302	36.9011777707791	0.0720775460328775
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TMEM50A|ENSG00000183726.11|chr1	898	693	879	443	669	635	0.055707364504875	0.205269094933253	3054	-0.301868292599205	0.157772155290084	1992.51911550614	-1.91331792383886
RHCE|ENSG00000188672.19|chr1	3	3	0	0	0	0	0.35225335784269	1	7091	-3.49374931707615	3.75580134001932	1.04012980243284	-0.930227400434916
MACO1|ENSG00000204178.11|chr1	151	91	149	90	162	177	0.00439768687392663	0.0372485132822754	1271	1.16053316696615	0.407471887842249	106.5576351169	2.84813063573956
LDLRAP1|ENSG00000157978.12|chr1	128	67	103	55	43	29	0.0664910261489596	0.230015969008938	3272	-0.523019386384123	0.28500881652456	244.246741735949	-1.83509897259284
MAN1C1|ENSG00000117643.15|chr1	37	21	37	1	14	16	0.031491514972947	0.143520039850902	2451	-2.32110738384392	1.07918026031128	12.5506465425187	-2.15080600452645
SELENON|ENSG00000162430.18|chr1	46	10	64	102	22	27	0.122039484513297	0.337367695774302	4202	-0.64337228281314	0.41608029205662	201.468844183065	-1.54626954243146
MTFR1L|ENSG00000117640.18|chr1	134	86	195	59	79	107	0.615251213314053	0.812564110217588	9990	-0.133847057773018	0.2663135900646	246.158603760126	-0.502591917072467
AUNIP|ENSG00000127423.11|chr1	263	171	242	261	348	275	0.000123030358788042	0.00284015181202199	461	1.52561148721108	0.397293842327155	92.9124064598857	3.84000788503236
PAQR7|ENSG00000182749.6|chr1	0	5	0	0	8	1	0.479177817911667	1	8494	1.91432197040466	2.7052753434783	1.63626366468367	0.707625556496342
STMN1|ENSG00000117632.23|chr1	1664	1188	1653	1158	1572	1207	0.774711449286922	0.901674265887986	11542	-0.0366636594489176	0.128097143228551	10937.5104427493	-0.286217619884795
PAFAH2|ENSG00000158006.14|chr1	164	83	116	51	95	64	0.742989603854832	0.883681428044203	11266	0.138952612774328	0.423769193929344	63.0942424909651	0.327896918334031
EXTL1|ENSG00000158008.10|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TRIM63|ENSG00000158022.7|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PDIK1L|ENSG00000175087.10|chr1	206	151	178	92	328	164	0.987688167245039	0.996365641365365	13586	0.0147821045314537	0.95793576376022	17.0731840943609	0.0154312064448131
FAM110D|ENSG00000197245.6|chr1	0	0	7	0	0	0	1	1	16610.5	NA	NA	0	NA
C1orf232|ENSG00000282872.2|chr1	0	0	0	0	0	0	0.458514171224524	1	8302	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
ZNF593|ENSG00000142684.9|chr1	614	367	471	537	423	466	0.844805796158238	0.935572974089955	12324	0.0426345612563951	0.217801006873898	710.326163098899	0.195750065017282
CNKSR1|ENSG00000142675.18|chr1	3	4	0	0	4	5	0.699766616110713	1	10875	-0.610127425255281	1.58213488823675	5.43402320867318	-0.385635529430271
CATSPER4|ENSG00000188782.9|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CEP85|ENSG00000130695.16|chr1	167	88	125	105	104	68	0.309380962430949	0.57736902706325	6563	0.540912875880382	0.532121264351909	55.9551774263081	1.01652181958783
SH3BGRL3|ENSG00000142669.15|chr1	108	37	100	91	49	49	0.0679627578089373	0.233430593758023	3298	-0.550804972668914	0.301768998553049	668.43618223924	-1.82525367188136
UBXN11|ENSG00000158062.21|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CD52|ENSG00000169442.9|chr1	0	0	0	0	0	0	0.349139665509808	1	7058.5	-3.69214388985554	3.94350543862935	1.18389665190227	-0.936259362973981
CRYBG2|ENSG00000176092.17|chr1	30	12	21	21	27	19	0.0860098490176349	0.271804461733033	3618	-1.2021145475647	0.700193413460564	30.5811577194746	-1.71683212731679
ZNF683|ENSG00000176083.18|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
LIN28A|ENSG00000131914.11|chr1	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DHDDS|ENSG00000117682.18|chr1	116	71	100	83	174	114	0.770570516484751	0.899877407064445	11502	0.0836810816680722	0.286943900997436	176.827300920374	0.291628716892714
HMGN2|ENSG00000198830.11|chr1	295	161	238	136	175	125	0.0327514917746534	0.147674385891161	2477	-0.538507982202469	0.25221479562177	358.559054161285	-2.13511654173546
RPS6KA1|ENSG00000117676.14|chr1	0	0	0	0	0	0	0.409273045137867	1	7751	3.26611866608845	3.95809888597832	0.866901968214719	0.825173589689426
ARID1A|ENSG00000117713.21|chr1	923	664	854	626	867	633	0.682550872166894	0.850560998381325	10716	0.158013774043295	0.386356176707136	133.541666149973	0.408984723345245
PIGV|ENSG00000060642.12|chr1	20	57	26	34	37	48	0.591216974590515	0.797116192885427	9746	-0.304511677772955	0.56698344689456	48.9767358820463	-0.53707331217658
ZDHHC18|ENSG00000204160.12|chr1	124	114	168	38	67	38	0.015510556552254	0.0911030250707782	1863	-0.84265169299599	0.34816962787224	121.747374584871	-2.42023320111425
