rownames(nonTcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
KAZN|ENSG00000189337.17|chr1	0	0	0	1	0	0	1	1	16415.5	NA	NA	0	NA
TMEM51|ENSG00000171729.14|chr1	228	218	165	277	339	184	0.667578910642962	0.853164188095972	10290	-0.312405117082469	0.727414736221944	34.062445253848	-0.429473176066027
FHAD1|ENSG00000142621.21|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EFHD2|ENSG00000142634.13|chr1	78	77	40	35	30	3	0.316817576383372	0.596551776776483	6699	-0.367104756590814	0.366731022484212	120.401662111522	-1.00101909596867
CTRC|ENSG00000162438.12|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CELA2A|ENSG00000142615.8|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CELA2B|ENSG00000215704.10|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CASP9|ENSG00000132906.18|chr1	70	96	54	99	53	130	0.148642347177251	0.393797567376003	4565	0.512411959518132	0.354771509756887	164.455845702785	1.44434359982646
DNAJC16|ENSG00000116138.13|chr1	106	160	104	79	116	21	0.683944424704893	0.860450088246912	10463	0.24657844364472	0.605715040802549	50.1906378369669	0.4070865457097
AGMAT|ENSG00000116771.6|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RSC1A1|ENSG00000215695.2|chr1	12	40	13	8	3	45	0.106763390456639	0.324744314945175	3932	1.44174295620881	0.893875164985395	25.5618372503578	1.61291309198904
PLEKHM2|ENSG00000116786.13|chr1	89	80	67	81	45	0	0.396487300621804	0.669571836267936	7620	0.307667743208928	0.362853635059215	165.821889588132	0.847911426211065
SLC25A34|ENSG00000162461.8|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
FBLIM1|ENSG00000162458.13|chr1	92	99	81	96	63	96	0.87540001167051	0.95170422868077	12283	-0.0804291495763016	0.512930789556408	68.7774314101634	-0.156803122787498
SPEN|ENSG00000065526.12|chr1	740	947	618	1328	1228	812	2.98439225450358e-05	0.000799774692089598	422	1.32814792194849	0.318145625489254	220.780786871564	4.17465404374499
ZBTB17|ENSG00000116809.12|chr1	134	118	47	72	112	38	0.636800550038347	0.835449816749846	10005	0.425724011190242	0.901619797312402	30.4449806189683	0.472176867077745
SRARP|ENSG00000183888.4|chr1	0	6	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HSPB7|ENSG00000173641.18|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CLCNKB|ENSG00000184908.20|chr1	0	0	0	0	0	0	0.338857774953657	1	6942	-3.7655608169777	3.93712261711808	1.33806660426556	-0.956424572759188
FAM131C|ENSG00000185519.9|chr1	0	5	18	0	0	0	0.810881587520479	0.922375766774201	11626	0.184011288752516	0.768992227360089	31.8672470329387	0.239288879920435
EPHA2|ENSG00000142627.13|chr1	159	446	308	417	407	237	0.0548159336419254	0.21517299325114	2988	1.05429955054006	0.54901931685269	62.3296338759635	1.92033234200927
ARHGEF19|ENSG00000142632.17|chr1	31	22	35	18	15	17	0.249660822426408	0.527149783573609	5841	1.46059047508414	1.26878384875172	17.0882384893049	1.15117360338495
CPLANE2|ENSG00000132881.12|chr1	21	6	2	0	30	0	0.0674801786230747	0.247529464822689	3226	-3.63689765044155	1.98904696239754	6.99100822064568	-1.82846243411857
FBXO42|ENSG00000037637.11|chr1	105	85	32	68	96	5	0.0409868743660937	0.179468454039036	2645	1.49730824538026	0.732659161416662	36.7780599300498	2.04366276193842
SZRD1|ENSG00000055070.17|chr1	274	343	265	323	253	274	0.0907044390901869	0.295017688142342	3656	-0.357657793754792	0.211419979790554	536.124923794799	-1.69169344405912
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NECAP2|ENSG00000157191.20|chr1	208	275	188	272	267	212	0.463158437573449	0.719782708604939	8330	-0.243477421470799	0.331868655415002	242.989750883392	-0.733655973524617
NBPF1|ENSG00000219481.11|chr1	0	0	0	1	0	0	1	1	16415.5	NA	NA	0	NA
CROCC|ENSG00000058453.17|chr1	41	83	34	28	28	0	0.889135676237305	0.955254145029184	12424	0.129261893292628	0.92728676820936	50.6541489052128	0.139397970211782
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ATP13A2|ENSG00000159363.19|chr1	29	16	19	0	17	0	2.09399478701219e-08	1.50834312396948e-06	157	-2.36612870940439	0.42221758136855	128.505923521857	-5.60405064548702
SDHB|ENSG00000117118.10|chr1	485	518	371	414	229	236	0.803537861242456	0.918786673259751	11565	-0.0368464032193971	0.14811369122128	2190.81492807961	-0.248771081968034
PADI2|ENSG00000117115.13|chr1	0	0	0	0	0	0	0.196282413521207	0.457960529498139	5214	-1.5639483465842	1.21028416362409	15.1413275767691	-1.29221582301886
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RCC2|ENSG00000179051.14|chr1	33	16	20	20	7	0	0.530502934750056	0.769654610530903	8968	-1.00021161152081	1.59462735773852	7.75870574592011	-0.627238462119011
ARHGEF10L|ENSG00000074964.17|chr1	26	43	18	0	8	0	0.460980714035235	0.71817480300654	8309	0.796840005163699	1.08085243880331	13.2914723351227	0.73723292519554
ACTL8|ENSG00000117148.8|chr1	12	14	18	15	0	46	0.407178178421769	0.676476129847466	7757	-0.485704839738786	0.585984596743083	80.879043538417	-0.828869636571243
IGSF21|ENSG00000117154.12|chr1	0	5	0	0	0	0	0.195517201252996	0.457163678636429	5200	1.58847953304735	1.22716599881836	13.003456549226	1.29442922520417
KLHDC7A|ENSG00000179023.9|chr1	1	12	0	0	0	0	0.857221336264943	1	12046.5	-0.73412768554571	4.0804728567969	0.130227472799149	-0.179912405083853
PAX7|ENSG00000009709.12|chr1	0	2	0	1	0	0	0.529959467545545	1	8961	1.69643511800542	2.70103781398265	4.74675915030825	0.628067889025236
ALDH4A1|ENSG00000159423.17|chr1	20	10	47	105	32	18	0.492432843426695	0.740608208644256	8648	-0.331621208768777	0.483099803271154	83.6677023490753	-0.686444512134576
IFFO2|ENSG00000169991.11|chr1	48	44	83	69	23	25	0.643658475145893	0.839189957969207	10073	0.501432965336006	1.08396909491368	15.0831971969803	0.462589724826
UBR4|ENSG00000127481.15|chr1	31	26	36	49	49	34	0.358481526081109	0.637532250110279	7177	0.31094250183217	0.338620544757198	183.781305337937	0.918262363717846
EMC1|ENSG00000127463.16|chr1	75	91	97	105	29	31	0.166288231282296	0.417344342559141	4827	-0.351703814658944	0.254079143875397	293.718454765889	-1.38422937551861
MRTO4|ENSG00000053372.5|chr1	1704	1835	1536	1847	1876	1284	0.275132815685388	0.553152723156171	6201	0.0989146985737262	0.0906378019107484	2899.93450196611	1.09131837366409
AKR7L|ENSG00000211454.16|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
AKR7A3|ENSG00000162482.5|chr1	0	0	0	0	4	0	0.113973437756762	1	4045.5	5.27411725451036	3.33681785844921	3.23031798244091	1.58058290210707
AKR7A2|ENSG00000053371.13|chr1	204	282	254	258	282	180	0.209662944437803	0.477374305693686	5356	-0.133505631375877	0.10642199967084	1756.91500892702	-1.25449279085908
SLC66A1|ENSG00000040487.13|chr1	101	146	97	59	26	90	0.00393804441046892	0.0370510351397612	1202	0.964783610927088	0.334636158329458	156.516359065643	2.8830823774197
CAPZB|ENSG00000077549.19|chr1	522	657	418	565	390	354	0.726874243573369	0.882092587248763	10886	0.0412863572487694	0.11820198891528	2607.32903033115	0.349286485173788
MICOS10|ENSG00000173436.15|chr1	558	410	428	478	294	205	0.00170939697184246	0.0202213079022661	956	-0.313451341594744	0.0999345999246594	2510.65844708347	-3.13656473164504
NBL1|ENSG00000158747.15|chr1	81	52	58	55	36	27	0.0535653308872272	0.212382483963896	2957	-0.561770042449635	0.291022031861369	252.735930967562	-1.93033509819366
HTR6|ENSG00000158748.4|chr1	0	14	0	0	0	8	0.617948308970721	1	9829	1.25784647624787	2.52194622662241	4.43643743345256	0.498760228497211
TMCO4|ENSG00000162542.14|chr1	0	10	1	0	21	0	0.14332879843086	0.386113716401762	4483	1.81785067604439	1.24211987022054	12.4496924782635	1.46350663863194
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
OTUD3|ENSG00000169914.6|chr1	61	58	11	56	62	11	0.429214398065949	1	7979	-2.06230714703303	2.60874308260405	5.38391523040963	-0.790536699755975
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PLA2G2D|ENSG00000117215.15|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CAMK2N1|ENSG00000162545.6|chr1	200	232	175	182	78	1	0.0395033520315708	0.175193493382366	2606	-0.662843031956162	0.321939609799707	157.948792918696	-2.05890487463952
MUL1|ENSG00000090432.7|chr1	331	322	297	225	225	169	0.292250053338387	0.571729440247534	6405	0.497072174581503	0.471964404556738	92.6011830420636	1.05319843992969
FAM43B|ENSG00000183114.8|chr1	9	0	0	0	0	0	0.178106743237067	1	4964.5	4.91496790450131	3.64988955614846	2.53792865617429	1.34660729561577
CDA|ENSG00000158825.6|chr1	10	7	10	0	3	0	0.726469088447173	0.881979486983261	10882	0.358878415199598	1.02587613892012	19.6296895310928	0.349826262239971
PINK1|ENSG00000158828.8|chr1	200	270	217	207	161	175	0.25499833907432	0.531473685328324	5922	-0.166745908820449	0.146487743554988	996.677660520622	-1.13829256136952
DDOST|ENSG00000244038.11|chr1	209	298	232	480	432	269	0.877234190673111	0.95227134566542	12300	0.0170187136912937	0.110170381085897	1785.78008167142	0.154476307729431
KIF17|ENSG00000117245.13|chr1	2	7	0	0	0	0	0.0381994549761315	0.171973581339598	2568	3.36363081797863	1.62281936555159	9.1360643887076	2.07270808407893
SH2D5|ENSG00000189410.12|chr1	23	12	28	0	16	0	0.852452699368175	0.942409308520373	11958	-0.175976712997072	0.946162852010375	36.7316684922184	-0.185989877559833
HP1BP3|ENSG00000127483.19|chr1	209	239	177	121	168	114	0.201899147939274	0.465974992662295	5271	-0.307012610016391	0.240575424978909	443.906750244477	-1.27615948321948
EIF4G3|ENSG00000075151.24|chr1	441	453	361	326	289	187	0.00223914025548276	0.0247981324498718	1021	-0.387860332000168	0.126895582304378	1141.35068871835	-3.05653140130464
ECE1|ENSG00000117298.16|chr1	120	119	97	90	146	121	0.576525570549823	0.798434021399437	9453	-0.120533271772726	0.21582883815627	358.757446142188	-0.558466944465753
NBPF3|ENSG00000142794.19|chr1	11	25	2	0	0	0	0.492727975799151	0.740745897802496	8652	-0.546681198144417	0.796938756846214	32.6097779238792	-0.685976423468021
ALPL|ENSG00000162551.14|chr1	0	3	0	0	0	0	0.0581744644687036	0.224322634826905	3048	3.22892257878683	1.70447374679903	8.38659959907075	1.89438094007062
USP48|ENSG00000090686.16|chr1	59	64	19	35	54	28	0.138327478059014	0.378365347636205	4414	0.350076188695458	0.236211073014459	356.118582299121	1.48204817084942
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HSPG2|ENSG00000142798.20|chr1	18	6	0	0	3	0	1.20649777551158e-05	0.00037177883769102	367	-7.21060077084708	1.64760618489252	14.532537610181	-4.37641035640897
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ENSG00000289694|ENSG00000289694.1|chr1	55	53	54	64	65	18	0.886932184324701	0.954813524276825	12400	0.0439220383286961	0.308903015793475	266.476517338603	0.142187146395687
CDC42|ENSG00000070831.18|chr1	845	962	634	826	703	513	0.00394317535042799	0.0370575128789675	1203	-0.284723671635009	0.0987707415605513	3031.57863668488	-2.88267220774545
WNT4|ENSG00000162552.15|chr1	0	10	0	4	0	0	0.826195706465961	1	11741	-0.4414007769455	2.01017471312544	6.10729712609563	-0.219583289981399
ZBTB40|ENSG00000184677.18|chr1	34	54	35	38	31	15	0.0283031334277373	0.140017557276588	2319	1.26224802720514	0.575565028817708	52.8248233557849	2.19305893166924
EPHA8|ENSG00000070886.12|chr1	5	0	0	0	0	0	0.673079680304789	1	10346.5	-1.70123790788549	4.03208498857058	0.321018133541493	-0.421925111377328
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EPHB2|ENSG00000133216.17|chr1	28	25	5	1	22	0	0.497680321275351	0.744873842417012	8695	0.540446623165978	0.796949512900832	59.2893232085366	0.67814411630518
TEX46|ENSG00000227868.7|chr1	15	3	0	0	0	0	0.918076136364925	1	12631	-0.192791915173318	1.87436088468585	5.27643375972895	-0.102857414891919
KDM1A|ENSG00000004487.18|chr1	116	162	114	91	119	92	0.0111191891584312	0.0749209005341775	1683	0.493108820506325	0.194219105110301	566.918419965095	2.53893055591147
LUZP1|ENSG00000169641.14|chr1	105	113	96	97	57	89	0.752017534395373	0.895967056182426	11091	-0.260598637739729	0.824730900940069	24.2223136255982	-0.315980203291384
HTR1D|ENSG00000179546.5|chr1	1	0	6	2	0	0	0.0366499111731417	1	2537.5	5.97486785725175	2.85927731328744	5.28735136702977	2.08964266232091
HNRNPR|ENSG00000125944.21|chr1	6	0	0	0	2	0	0.179388995057818	1	4983	-4.56573572005747	3.40056915119233	2.32811803993983	-1.34263869283664
ZNF436|ENSG00000125945.15|chr1	1	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RPL11|ENSG00000142676.14|chr1	413	549	397	568	398	329	5.86227465036131e-07	2.9641268817541e-05	223	0.746308530884771	0.149390183071107	2152.86483716194	4.99569995526107
ELOA|ENSG00000011007.13|chr1	414	470	417	492	397	320	0.219337027204766	0.490407758137346	5463	0.495275938793824	0.403222985399106	167.685656488073	1.22829292160417
PITHD1|ENSG00000057757.10|chr1	519	648	539	665	530	429	4.18771768816884e-05	0.00106424492888767	445	0.748548667029632	0.182712277912106	774.383087851155	4.09687118776836
LYPLA2|ENSG00000011009.11|chr1	46	65	70	99	68	90	0.517008710245897	0.759331364178033	8857	-0.163827543123491	0.252834615795871	291.086977203976	-0.647963264870973
GALE|ENSG00000117308.15|chr1	37	28	27	70	56	12	0.411127610434748	0.678979224504755	7807	0.202472320141237	0.246343394159306	273.088956852198	0.821910897315565
HMGCL|ENSG00000117305.15|chr1	23	25	20	56	25	27	0.542101013809915	0.777208464145072	9075	0.283047922427489	0.464287803932223	82.6209943231976	0.609638935225636
FUCA1|ENSG00000179163.12|chr1	62	98	123	82	61	64	0.0746409291839551	0.262963946461479	3366	-0.412815814015115	0.231572350249121	364.696069225215	-1.78266452610174
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PNRC2|ENSG00000189266.13|chr1	528	549	439	547	478	575	0.0007131448972455	0.0106117837407228	760	1.66516424103756	0.492000737800469	91.9720121820419	3.38447508937043
SRSF10|ENSG00000188529.15|chr1	801	812	624	1120	786	472	0.00122032421694629	0.0157902134661849	874	0.374877913714008	0.11591461618619	1404.31223666241	3.23408665833696
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
IL22RA1|ENSG00000142677.4|chr1	0	0	0	0	0	0	0.489104528236632	1	8603.5	-2.74486462393061	3.96809393640492	0.651137363995746	-0.691733781488412
IFNLR1|ENSG00000185436.12|chr1	53	72	29	24	7	9	0.0552828674018108	0.216879770955438	2991	2.60882678228463	1.36114140048543	9.95567053098772	1.91664641260212
GRHL3|ENSG00000158055.17|chr1	0	5	0	1	0	0	0.261393689153852	1	5987.5	-4.40955168538419	3.92622146215909	2.08661786801971	-1.12310314837903
STPG1|ENSG00000001460.18|chr1	0	18	25	6	1	36	0.397995762298814	0.669766625695791	7646	1.3403923692701	1.5858763054352	17.4288746930361	0.845206126528433
NIPAL3|ENSG00000001461.17|chr1	111	122	91	64	107	65	0.593981386605757	0.811370395111065	9579	-0.140337176858078	0.263259525106137	292.930046940182	-0.533075400791287
RCAN3|ENSG00000117602.13|chr1	69	113	55	46	39	30	0.425914349900609	0.691376721238608	7950	-0.350495070158426	0.440208457131117	128.708377308368	-0.796202491071249
NCMAP|ENSG00000184454.7|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SRRM1|ENSG00000133226.18|chr1	216	155	134	222	114	194	0.619948655456471	0.826476405111073	9848	0.133493743844587	0.269182337368102	299.772799011339	0.495923117206746
CLIC4|ENSG00000169504.15|chr1	101	232	188	332	215	87	0.0766323857840759	0.266575100225197	3409	-0.387607881787101	0.218917117623284	380.043800789094	-1.77056909023488
RUNX3|ENSG00000020633.19|chr1	181	178	98	135	68	83	0.377156212334051	0.652979118996599	7401	-0.400024347100121	0.452952690726819	88.9328109524444	-0.88314818586955
SYF2|ENSG00000117614.10|chr1	469	441	347	407	352	237	0.214649820147911	0.483042122563366	5420	0.294069057991857	0.236984148324069	316.654864182973	1.2408807089904
RSRP1|ENSG00000117616.18|chr1	244	259	198	208	168	109	0.445401397155952	0.706339977307692	8154	-0.793335060323802	1.03961596249658	19.3374770778121	-0.763103962369579
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMEM50A|ENSG00000183726.11|chr1	631	965	696	650	472	485	0.000278162638971472	0.00500914217217894	628	-0.464333025049574	0.127745414297489	1852.4170069662	-3.6348312587429
RHCE|ENSG00000188672.19|chr1	0	10	0	0	0	0	0.0627805259933411	1	3139	-4.35912240850721	2.34267881082394	4.09787971495228	-1.86074266278699
MACO1|ENSG00000204178.11|chr1	178	179	68	168	110	243	1.08145267022562e-05	0.000341624252725741	358	2.51771477454337	0.572180359569257	95.2370916994181	4.40021180810668
LDLRAP1|ENSG00000157978.12|chr1	59	102	107	34	49	15	0.506149864147208	0.750202989992238	8776	-0.213884157443909	0.321705467696475	248.536913530276	-0.664844644933751
MAN1C1|ENSG00000117643.15|chr1	55	32	27	23	42	22	0.0905279924774835	0.294712522768118	3651	2.15177491179147	1.27126942365588	14.7138616559525	1.69261910319801
SELENON|ENSG00000162430.18|chr1	33	27	32	30	14	0	0.28322466658894	0.561131192629106	6302	-0.35033393949536	0.326467977358262	219.155321581376	-1.07310353171609
MTFR1L|ENSG00000117640.18|chr1	97	105	82	100	71	48	0.679472761586615	0.858574780780807	10419	0.117088862272969	0.283382779743257	212.923001102007	0.413182700723914
AUNIP|ENSG00000127423.11|chr1	150	199	150	329	227	269	0.0136360400530219	0.086150825117109	1799	1.20961182657036	0.490374378882299	75.8029483327491	2.46671090224453
PAQR7|ENSG00000182749.6|chr1	0	0	0	0	0	0	0.00624340069022263	0.0514250680303916	1373	6.75815887516724	2.47124653300468	9.0942443512912	2.73471658327439
STMN1|ENSG00000117632.23|chr1	1429	1560	1052	1243	1294	818	0.533836477632092	0.77183727697221	8998	0.0398148072013898	0.0639944531181172	9775.67299014357	0.622160285171935
PAFAH2|ENSG00000158006.14|chr1	53	116	38	33	103	42	0.0455150127459347	0.192638203272371	2758	-1.2665116520959	0.633299070121042	42.6493180477159	-1.99986343238091
EXTL1|ENSG00000158008.10|chr1	0	1	0	0	0	0	0.36274743684612	1	7214.5	-3.58696588191835	3.94110420030705	1.17204725519234	-0.910142361026359
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TRIM63|ENSG00000158022.7|chr1	0	1	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PDIK1L|ENSG00000175087.10|chr1	138	128	98	143	138	75	0.744413248845786	0.892582843314492	11022	-0.37016035345341	1.13541008084356	23.2529251700328	-0.326014679364479
FAM110D|ENSG00000197245.6|chr1	0	3	0	0	0	0	1	1	16415.5	NA	NA	0	NA
C1orf232|ENSG00000282872.2|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ZNF593|ENSG00000142684.9|chr1	491	790	471	657	689	438	0.000915086288593544	0.0127919787857903	809	0.509537980656662	0.153687748827561	880.434946372502	3.31541052910059
CNKSR1|ENSG00000142675.18|chr1	3	6	6	7	0	0	0.2313515288043	0.505780529483501	5607	2.0073187728708	1.67711969537959	10.3130591422527	1.19688462212977
CATSPER4|ENSG00000188782.9|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CEP85|ENSG00000130695.16|chr1	59	77	60	174	155	76	0.211506810123104	0.479875850194373	5375	1.22569488220431	0.981001028064385	35.4641275794778	1.24943282131185
SH3BGRL3|ENSG00000142669.15|chr1	96	179	71	39	120	40	0.00771524112068955	0.0591536690399173	1475	-0.450053316523536	0.168920928622342	797.945888854833	-2.6642839356497
UBXN11|ENSG00000158062.21|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CD52|ENSG00000169442.9|chr1	7	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CRYBG2|ENSG00000176092.17|chr1	1	24	9	0	21	0	0.940062292139169	0.976680292887817	12829	0.125696392405126	1.67168199410616	11.7168261899846	0.0751915692388229
ZNF683|ENSG00000176083.18|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LIN28A|ENSG00000131914.11|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
DHDDS|ENSG00000117682.18|chr1	54	105	122	68	45	9	0.0680205155572814	0.248690053104919	3237	0.653916970465029	0.358336020031166	122.289629499469	1.82487088629314
HMGN2|ENSG00000198830.11|chr1	102	193	77	109	106	31	0.0724109645252049	0.258245221638456	3324	-0.486063925598311	0.27055775031954	277.813720938154	-1.79652560321872
RPS6KA1|ENSG00000117676.14|chr1	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ARID1A|ENSG00000117713.21|chr1	623	679	548	538	428	340	0.325162623060683	0.606137715024101	6792	0.42831739380016	0.435324290612504	115.787323823236	0.983904190592063
PIGV|ENSG00000060642.12|chr1	37	25	23	19	42	1	0.643016798718976	0.839088194212631	10065	-0.331855373183664	0.71600031859581	35.5933487148438	-0.463484951842598
ZDHHC18|ENSG00000204160.12|chr1	97	82	80	16	11	1	0.306356072557666	0.58678180557555	6580	-0.568121258858393	0.555403623545762	82.4834245212461	-1.02289800565477
SFN|ENSG00000175793.12|chr1	0	16	0	0	4	0	0.877180015788291	0.95227134566542	12299	0.274805689430372	1.77815944675086	7.5476010945506	0.154545021219841
GPN2|ENSG00000142751.15|chr1	214	213	135	193	202	88	0.366933982589507	0.646599520310093	7266	0.257008567101253	0.284858829210972	219.660676446638	0.902231353731035
