rownames(tcReadCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
CELA2A|ENSG00000142615.8|chr1	0	0	0	4	0	0	0.494650202166298	1	7706	2.71480161302353	3.97521871281218	0.618046746827341	0.682931382938426
CELA2B|ENSG00000215704.10|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CASP9|ENSG00000132906.18|chr1	64	32	64	66	80	64	0.403705241115267	0.723502142939376	6620	0.308503698280382	0.369455709505305	60.8732222637178	0.835022142961233
DNAJC16|ENSG00000116138.13|chr1	226	189	214	216	292	257	0.307607019878408	0.645156884023128	5490	0.195856274473763	0.191967757298125	230.522619600162	1.02025609524415
AGMAT|ENSG00000116771.6|chr1	1	0	0	0	0	0	0.796339065306535	1	11281	-1.05312069398729	4.0804728567969	0.158710289933608	-0.258087905727174
RSC1A1|ENSG00000215695.2|chr1	32	57	36	53	47	31	0.917390939552738	0.976238212016731	12722	-0.0456871989679526	0.440482622616585	42.4899791310668	-0.103720774945805
PLEKHM2|ENSG00000116786.13|chr1	91	51	88	91	99	53	0.966915220426238	0.989490171838978	13262	-0.0142368486726476	0.343242592506321	77.7951856265814	-0.0414775117758308
SLC25A34|ENSG00000162461.8|chr1	0	0	0	1	8	2	0.0760901295016282	1	2342	4.22002254123293	2.37903636879403	1.75864033848196	1.77383691842094
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FBLIM1|ENSG00000162458.13|chr1	138	75	65	70	94	58	0.240234730560197	0.576268676906479	4662	-0.399639524952027	0.340292428004048	82.285790116636	-1.17440028653024
SPEN|ENSG00000065526.12|chr1	1648	1260	1345	2064	2258	2126	7.95195125155339e-10	6.14059527619954e-08	113	0.516162867949158	0.0839851337063124	1760.38999684053	6.14588374359357
ZBTB17|ENSG00000116809.12|chr1	54	56	58	94	99	47	0.255668293536734	0.59214405877621	4860	0.407666911890126	0.358644175951896	66.9609319158211	1.13668906182044
SRARP|ENSG00000183888.4|chr1	0	0	0	0	5	0	0.417925908444821	1	6785	3.06781755584656	3.78731301061047	0.790793867050157	0.810024824262428
HSPB7|ENSG00000173641.18|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CLCNKB|ENSG00000184908.20|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FAM131C|ENSG00000185519.9|chr1	4	6	0	0	0	3	0.412862663089071	1	6722	-1.76736816848077	2.15831086558402	2.21414244961615	-0.818866362887229
EPHA2|ENSG00000142627.13|chr1	414	254	247	594	440	513	0.000127686546772645	0.00347100562971371	325	0.680488582357086	0.177632514704539	402.981189237119	3.83087850492327
ARHGEF19|ENSG00000142632.17|chr1	16	16	5	31	29	23	0.0914442418977462	1	2575	1.07824169094721	0.638833850729541	19.5523139420482	1.68782804748977
CPLANE2|ENSG00000132881.12|chr1	3	0	8	7	1	14	0.492377090496782	1	7671	0.932302438440947	1.35798643298478	5.50159909561456	0.686532954818848
FBXO42|ENSG00000037637.11|chr1	135	95	129	158	113	121	0.883851819605293	0.967407033953392	12366	0.0371894149351429	0.25456836122358	123.965538465814	0.146088126412852
SZRD1|ENSG00000055070.17|chr1	432	309	267	390	341	334	0.988399043972259	0.995242332991222	13525	-0.00244862187018605	0.168404116156788	341.683959816602	-0.0145401545168072
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
NECAP2|ENSG00000157191.20|chr1	229	211	228	209	281	256	0.709370497920427	0.899562380200046	10331	0.0711577463926402	0.190924144648831	234.409049954254	0.372701663917477
NBPF1|ENSG00000219481.11|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CROCC|ENSG00000058453.17|chr1	83	48	58	71	42	72	0.777458963751801	0.929287098004497	11041	-0.104904077780165	0.371168465022954	61.8024241272668	-0.28263197891469
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ATP13A2|ENSG00000159363.19|chr1	14	10	0	8	15	14	0.568561450538263	1	8666	0.571049243812658	1.00153961022439	9.98745106057215	0.570171402092341
SDHB|ENSG00000117118.10|chr1	383	318	266	269	347	272	0.232381262622014	0.568178914098015	4557	-0.208138281254285	0.174284077362895	307.085387349908	-1.19424725656894
PADI2|ENSG00000117115.13|chr1	3	6	1	0	0	9	0.916640826543119	1	12714	-0.18615180748371	1.77853145512504	3.24872235241614	-0.104666019230243
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
RCC2|ENSG00000179051.14|chr1	6	4	10	12	12	15	0.307413124741004	1	5488	0.874694910829658	0.856985207596478	9.72690279929821	1.0206651212602
ARHGEF10L|ENSG00000074964.17|chr1	32	10	15	54	48	18	0.090526054051498	1	2561	0.992208154041045	0.586193424334258	28.4994523081468	1.6926292804596
ACTL8|ENSG00000117148.8|chr1	23	6	3	9	3	9	0.524008845869866	1	8060	-0.641039253228117	1.00605978258565	8.64143925017785	-0.637178092519115
IGSF21|ENSG00000117154.12|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
KLHDC7A|ENSG00000179023.9|chr1	0	2	0	4	0	5	0.380734632812282	1	6341	2.0547660824541	2.34416894907339	1.822197439111	0.876543511621172
PAX7|ENSG00000009709.12|chr1	0	0	2	0	8	0	0.492843207892323	1	7677	1.85345885690201	2.70264782170881	1.61869978577818	0.685793702758548
ALDH4A1|ENSG00000159423.17|chr1	64	50	39	42	20	47	0.208939819119614	0.540125831024403	4271	-0.56341609919065	0.448406189777629	43.5902892281395	-1.25648599871036
IFFO2|ENSG00000169991.11|chr1	44	51	71	45	71	56	0.901420460805514	0.971431511397034	12556	-0.0477161688049607	0.385220518027829	56.3039548652165	-0.123867152895302
UBR4|ENSG00000127481.15|chr1	139	124	112	152	210	171	0.0687512790549415	0.316582406877794	2206	0.420350015153057	0.230955108650195	149.658586251394	1.82005073457682
EMC1|ENSG00000127463.16|chr1	110	90	79	131	154	149	0.0284840356402078	0.189156541093191	1436	0.554841092118816	0.253287947427221	117.326242599065	2.19055465431589
MRTO4|ENSG00000053372.5|chr1	1147	951	969	1104	1246	1084	0.419131016511706	0.733080226514561	6806	0.0754808740290503	0.0934250444594168	1074.34101908816	0.807929763007377
AKR7L|ENSG00000211454.16|chr1	5	0	3	0	3	13	0.538509581839587	1	8235	1.00130627182671	1.6279593471474	4.00075218686174	0.61506835141876
AKR7A3|ENSG00000162482.5|chr1	14	0	10	11	0	10	0.855453204730002	1	12082	-0.238464819593095	1.30905915988422	7.38301292780973	-0.182165044102504
AKR7A2|ENSG00000053371.13|chr1	174	112	136	183	149	157	0.57329611071696	0.834845164615217	8714	0.129252644644838	0.229495331880395	150.082742253203	0.563203807178963
SLC66A1|ENSG00000040487.13|chr1	89	41	42	58	50	54	0.695003843907166	0.893430103408062	10184	-0.154050714639936	0.392912760068874	54.8846252998599	-0.392073585528076
CAPZB|ENSG00000077549.19|chr1	542	522	542	523	385	428	0.00983890241713432	0.0952877497135561	960	-0.359667708759602	0.139328311078809	489.195032252523	-2.58144023978128
MICOS10|ENSG00000173436.15|chr1	248	167	232	153	238	185	0.261669692427858	0.5972748477015	4947	-0.251244931447938	0.223835503473495	202.794347775184	-1.12245344259111
NBL1|ENSG00000158747.15|chr1	55	19	32	25	43	22	0.556986540164651	1	8488	-0.307681994435244	0.523871522373724	32.1665451010026	-0.587323382345924
HTR6|ENSG00000158748.4|chr1	0	1	1	0	0	0	0.620656728132869	1	9247.5	-1.99636672268484	4.03371756733785	0.355217064772197	-0.494919807685592
TMCO4|ENSG00000162542.14|chr1	1	6	0	5	13	2	0.345682820319641	1	5924	1.37706267158753	1.4603055627664	4.39720483543247	0.94299625140017
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
OTUD3|ENSG00000169914.6|chr1	148	119	130	126	105	126	0.323320143649278	0.658487581324396	5674	-0.238758818435588	0.241742389775419	125.127043406096	-0.987658054747443
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PLA2G2D|ENSG00000117215.15|chr1	0	2	0	0	0	0	0.619503544925188	1	9214.5	-2.00268770568795	4.0331714166679	0.357004531046467	-0.496554075884659
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CAMK2N1|ENSG00000162545.6|chr1	220	134	205	147	173	196	0.411916302954709	0.727641932261146	6711	-0.192964199650745	0.235171335533124	178.344916477883	-0.82052601867189
MUL1|ENSG00000090432.7|chr1	320	182	166	296	245	255	0.409925851486122	0.726631406672344	6690	0.1788744645502	0.217074305957663	240.298174753089	0.824024122804688
FAM43B|ENSG00000183114.8|chr1	10	4	3	0	0	2	0.0840490076080384	1	2468	-3.10511095878501	1.79729173697185	3.17011482367079	-1.72766106632005
CDA|ENSG00000158825.6|chr1	5	0	0	2	0	2	0.902124807304073	1	12563	-0.309924931060046	2.52017310464441	1.44143328757659	-0.122977636134949
PINK1|ENSG00000158828.8|chr1	148	140	127	130	141	65	0.149419670681806	0.465142127693146	3429	-0.407133812007499	0.282421085307855	124.322026006832	-1.44158433342078
DDOST|ENSG00000244038.11|chr1	154	151	119	160	207	177	0.226154682441747	0.561340541363289	4475	0.271559564019969	0.224369356466429	159.873997931177	1.21032376388975
KIF17|ENSG00000117245.13|chr1	8	9	0	10	3	8	0.850068483765059	1	12021	0.228155214054623	1.20697217816691	6.25122975445593	0.189031046598882
SH2D5|ENSG00000189410.12|chr1	29	22	30	17	38	21	0.738621102698365	1	10634	-0.181717205859196	0.54458537777357	26.0258381678483	-0.333679921047662
HP1BP3|ENSG00000127483.19|chr1	484	397	538	512	542	421	0.789492543905955	0.933695796462903	11154	-0.0390235669249013	0.146172307414812	478.915487294841	-0.266969630671281
EIF4G3|ENSG00000075151.24|chr1	359	358	433	346	451	344	0.515700577229746	0.801568086374558	7917	-0.107783169573128	0.16582356088432	380.472619519892	-0.649987064554226
ECE1|ENSG00000117298.16|chr1	145	141	70	115	159	85	0.800733417348478	0.93712443666615	11403	-0.0790075922522499	0.31302776049746	117.86942111109	-0.25239803692392
NBPF3|ENSG00000142794.19|chr1	51	37	9	47	35	26	0.8916135749013	1	12454	0.0767865531793364	0.563518323352064	33.4920081872201	0.136262744257498
ALPL|ENSG00000162551.14|chr1	0	2	0	4	6	0	0.348116499354612	1	5964	2.15780401575157	2.29982039075687	1.924003918334	0.938248927796243
USP48|ENSG00000090686.16|chr1	83	105	105	88	124	76	0.666355056272416	0.878743698904112	9862	-0.128612745038029	0.298297578826083	96.5560838494209	-0.431155846266571
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HSPG2|ENSG00000142798.20|chr1	4	8	1	11	0	2	0.930797559980589	1	12882	-0.129047896087175	1.4860177249382	4.27806110143933	-0.086841424514329
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000289694|ENSG00000289694.1|chr1	75	37	29	31	59	22	0.410409581720478	0.726631406672344	6697	-0.406739880495701	0.494112229997771	41.4812577761476	-0.823173068388807
CDC42|ENSG00000070831.18|chr1	971	842	767	748	814	742	0.0168813958282271	0.134773156447493	1175	-0.250262881053547	0.104744023655235	809.979323660129	-2.38928076581521
WNT4|ENSG00000162552.15|chr1	0	0	2	0	0	2	0.985825391183082	1	13494	-0.0653975110036627	3.68101301260705	0.692288062992805	-0.017766172186755
ZBTB40|ENSG00000184677.18|chr1	176	79	118	113	106	121	0.478184738059095	0.775295433724203	7514	-0.203780682489204	0.287328598366618	117.612623997304	-0.709225199467229
EPHA8|ENSG00000070886.12|chr1	0	0	0	0	2	5	0.22139213876883	1	4405	3.6196302506208	2.96003234897194	1.16346370805726	1.22283469364041
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
EPHB2|ENSG00000133216.17|chr1	11	37	21	26	8	4	0.191375743145942	1	4022	-1.00762458272037	0.771227760848716	18.0216987685053	-1.3065201149029
TEX46|ENSG00000227868.7|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
KDM1A|ENSG00000004487.18|chr1	129	132	133	137	134	78	0.292400037850326	0.630722421377474	5307	-0.278600771227292	0.264610502564432	123.115851581695	-1.05287117679485
LUZP1|ENSG00000169641.14|chr1	175	159	145	169	147	120	0.299652288597523	0.636505810686948	5411	-0.229785946304637	0.221548906075504	151.473129462098	-1.03717933153019
HTR1D|ENSG00000179546.5|chr1	8	5	1	7	0	0	0.519511485992549	1	8008	-1.10512551778596	1.71577066868405	3.42049025328184	-0.644098618746971
HNRNPR|ENSG00000125944.21|chr1	0	3	1	3	0	1	0.948143652343287	1	13066	-0.156613042497772	2.4080193623246	1.34518588818661	-0.0650381159504401
ZNF436|ENSG00000125945.15|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
RPL11|ENSG00000142676.14|chr1	263	183	219	178	191	178	0.0619164794330876	0.300324179840535	2068	-0.365598540261872	0.195832576973944	200.977071173991	-1.86689337346827
ELOA|ENSG00000011007.13|chr1	665	393	617	522	511	420	0.0688492132394493	0.316699122154683	2208	-0.291841740753697	0.160404783976708	517.361275510509	-1.81940795977802
PITHD1|ENSG00000057757.10|chr1	400	407	383	362	339	342	0.0479238198114026	0.258936997940742	1823	-0.282763640492895	0.142951186951832	371.310158356252	-1.978043320397
LYPLA2|ENSG00000011009.11|chr1	34	52	53	47	40	40	0.567943131018036	0.833217782866417	8657	-0.236343072753623	0.413850385550249	44.409721526666	-0.571083369753021
GALE|ENSG00000117308.15|chr1	26	32	43	45	30	23	0.748941561212059	1	10740	-0.156432533498518	0.488797726659767	33.0319378485223	-0.320035313108983
HMGCL|ENSG00000117305.15|chr1	42	24	18	46	26	53	0.311098520189832	1	5539	0.509899132308835	0.503395417027046	34.33016794254	1.01291969505841
FUCA1|ENSG00000179163.12|chr1	96	83	79	96	119	58	0.959030861131776	0.986037857221147	13172	-0.0161055673547959	0.313522187933617	87.4932564427243	-0.051369784897667
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PNRC2|ENSG00000189266.13|chr1	611	516	539	787	750	800	0.000333944076754123	0.00751029900452699	398	0.401558373885539	0.111934605964617	660.091596248369	3.58743724002991
SRSF10|ENSG00000188529.15|chr1	1052	934	894	1428	1451	1288	1.89259936383025e-07	1.01317926679649e-05	164	0.442847637170862	0.085006260830541	1160.02329150745	5.20958848023764
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
IL22RA1|ENSG00000142677.4|chr1	0	0	0	0	5	0	0.417925908444821	1	6785	3.06781755584656	3.78731301061047	0.790793867050157	0.810024824262428
IFNLR1|ENSG00000185436.12|chr1	57	42	77	54	25	72	0.49584521626807	0.787006559695206	7727	-0.30140733921974	0.442568226149116	54.6471263595972	-0.681041524020718
GRHL3|ENSG00000158055.17|chr1	10	0	5	8	0	0	0.583139470398714	1	8823	-0.995109013945475	1.81322969112592	3.70677038923558	-0.548804720557805
STPG1|ENSG00000001460.18|chr1	22	6	13	22	13	11	0.903323109217267	1	12576	0.0900334216014445	0.741232219061836	14.1789750785179	0.121464527965876
NIPAL3|ENSG00000001461.17|chr1	169	140	134	143	121	102	0.117889738031745	0.418676086403543	2963	-0.367056780104078	0.234737148305898	134.006303742324	-1.56369276338719
RCAN3|ENSG00000117602.13|chr1	113	80	107	114	79	54	0.230230418118567	0.564957994517046	4534	-0.379144544400669	0.316015536009643	90.3809814493289	-1.19976552162011
NCMAP|ENSG00000184454.7|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SRRM1|ENSG00000133226.18|chr1	318	190	270	331	242	341	0.448939576111274	0.755097675625863	7143	0.154391096777421	0.203901663124253	279.291458107089	0.757184097529108
CLIC4|ENSG00000169504.15|chr1	280	203	230	665	574	462	1.33381107009501e-13	1.55184471968654e-11	75	1.16319905880974	0.15713042313062	393.128957805609	7.40276157624036
RUNX3|ENSG00000020633.19|chr1	242	186	219	185	156	217	0.160121361504458	0.480268090218832	3589	-0.294940801860195	0.209972566273695	200.333426677201	-1.4046635095927
SYF2|ENSG00000117614.10|chr1	336	206	304	301	303	224	0.533431170226841	0.812821045553517	8173	-0.119748605960786	0.192281721937281	276.201697152587	-0.622776854473176
RSRP1|ENSG00000117616.18|chr1	515	394	395	423	441	448	0.595781199454908	0.845606172160625	8958	-0.0738728882702905	0.139257456581045	432.878796232971	-0.530477075224319
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMEM50A|ENSG00000183726.11|chr1	571	533	532	514	662	478	0.570389415494988	0.834292200962569	8681	-0.0772625816082978	0.136150777307801	544.884844255452	-0.567478079347484
RHCE|ENSG00000188672.19|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
MACO1|ENSG00000204178.11|chr1	115	119	142	140	136	147	0.752343898553621	0.920308903494725	10782	0.0760939850323947	0.241146959036413	132.634280896077	0.315550257554375
LDLRAP1|ENSG00000157978.12|chr1	154	111	157	84	58	110	0.00586346705486499	0.0668818477395449	809	-0.822297378174203	0.298439830395713	112.788765693316	-2.75532048481561
MAN1C1|ENSG00000117643.15|chr1	17	5	24	20	17	18	0.807036926787943	1	11466	0.171860168477495	0.70362299150063	16.6604005010238	0.244250359288239
SELENON|ENSG00000162430.18|chr1	34	30	18	32	29	46	0.533048083316741	1	8166	0.310794236483365	0.498579178720711	31.2568072968129	0.623359838814013
MTFR1L|ENSG00000117640.18|chr1	116	73	42	78	87	90	0.830453793203136	0.947058956660565	11712	0.0755504499099704	0.352842292891612	79.9234363360265	0.21411959799609
AUNIP|ENSG00000127423.11|chr1	188	121	153	272	220	208	0.0144606044183693	0.122507994324942	1107	0.512894941347605	0.2097203844677	190.537062162854	2.44561320373985
PAQR7|ENSG00000182749.6|chr1	3	8	0	2	0	0	0.241215037158483	1	4678	-2.60132629600377	2.21964650414476	2.21317236740036	-1.17195521500667
STMN1|ENSG00000117632.23|chr1	1232	1057	997	997	907	907	0.00075227665105609	0.0142703609937292	475	-0.313190894402218	0.092940994944803	1011.56309948552	-3.36978202770715
PAFAH2|ENSG00000158006.14|chr1	109	75	86	105	113	74	0.935902633247682	0.979472642587853	12938	0.0232128436090824	0.288642506795833	92.5179959382784	0.0804207386734682
EXTL1|ENSG00000158008.10|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TRIM63|ENSG00000158022.7|chr1	0	0	0	1	0	0	0.831080014846296	1	11784.5	0.870432657655198	4.0804728567969	0.154511686706835	0.213316615059773
PDIK1L|ENSG00000175087.10|chr1	248	178	165	308	281	292	0.00758231387090351	0.0798377086528594	877	0.494583255078002	0.185228540755454	241.797047692926	2.67012444767337
FAM110D|ENSG00000197245.6|chr1	1	1	0	0	0	0	0.63272446129397	1	9406	-1.93048352246092	4.03955011863798	0.337212555456842	-0.477895672974549
C1orf232|ENSG00000282872.2|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ZNF593|ENSG00000142684.9|chr1	431	287	231	418	373	457	0.0872460686576506	0.357590039974945	2513	0.322785446950649	0.188751596588696	361.463670455542	1.71010710788329
CNKSR1|ENSG00000142675.18|chr1	16	11	12	8	0	2	0.0562000976107993	1	1976	-2.06462225290358	1.08124798342994	8.19841910883042	-1.90948078936913
CATSPER4|ENSG00000188782.9|chr1	6	0	0	0	0	0	0.329387973933898	1	5746	-3.43273548484297	3.51950037805441	0.95226173960165	-0.975347383466002
CEP85|ENSG00000130695.16|chr1	187	112	118	192	119	146	0.840156275506053	0.950869476013724	11932	0.0523784766255706	0.259693315520456	143.747230059197	0.201693588148767
SH3BGRL3|ENSG00000142669.15|chr1	37	24	76	63	73	89	0.148003730469717	0.463807190160423	3404	0.624956830871497	0.432012117062784	59.9456882345073	1.44661875486393
UBXN11|ENSG00000158062.21|chr1	0	0	0	0	2	0	0.665314373133104	1	9842	1.7474463620196	4.03951989299798	0.316317546820063	0.432587636230877
CD52|ENSG00000169442.9|chr1	3	0	0	0	0	0	0.54259064791049	1	8300.5	-2.43606524396671	4.00076331628052	0.476130869800825	-0.608900115148901
CRYBG2|ENSG00000176092.17|chr1	10	0	12	11	27	10	0.280734927294867	1	5164	1.04461425508155	0.968428150231096	11.3718882486441	1.07866985778168
ZNF683|ENSG00000176083.18|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
LIN28A|ENSG00000131914.11|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
DHDDS|ENSG00000117682.18|chr1	139	121	67	112	127	135	0.68734805431544	0.890364769708773	10093	0.116655511019976	0.289858642090758	115.763815466407	0.402456556680652
HMGN2|ENSG00000198830.11|chr1	161	109	109	125	113	104	0.358638403795167	0.6890089633458	6102	-0.231280469547747	0.25194975161421	119.077559126902	-0.917962681312294
RPS6KA1|ENSG00000117676.14|chr1	0	0	7	0	0	0	0.235041197885062	1	4588	-3.80031924574837	3.20034227030434	1.23700359474274	-1.18747275283996
ARID1A|ENSG00000117713.21|chr1	1141	854	1009	912	866	768	0.00144706920949095	0.0238247658906001	548	-0.327305768033947	0.102761724659948	919.836414429047	-3.18509414976292
PIGV|ENSG00000060642.12|chr1	47	19	34	32	22	57	0.855906156959274	0.957773473062295	12087	0.0950964435911734	0.523693766609111	34.9405630740292	0.181587885238577
ZDHHC18|ENSG00000204160.12|chr1	112	86	108	101	155	68	0.962108950480309	0.98699302867284	13214	-0.014725302260636	0.309959039786063	103.853423655221	-0.0475072521543477
SFN|ENSG00000175793.12|chr1	2	0	0	1	11	1	0.202992938489769	1	4195	2.65861631518864	2.08834923159075	2.38110800633184	1.27307074648789
GPN2|ENSG00000142751.15|chr1	396	292	316	258	377	307	0.327265413202675	0.66104583231633	5728	-0.174278041041254	0.177900660650533	322.318459955075	-0.979636840043027
GPATCH3|ENSG00000198746.13|chr1	30	17	24	79	34	51	0.0184962250992162	0.143471180783194	1215	1.12142279115275	0.476080560168302	38.2617147842788	2.35553157380824
NUDC|ENSG00000090273.14|chr1	358	372	301	245	245	256	0.000824561619574838	0.0153414172546056	484	-0.556495374473001	0.16639540888994	296.390427328789	-3.34441543901663
NR0B2|ENSG00000131910.5|chr1	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
