rownames(tcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
CTRC|ENSG00000162438.12|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CELA2A|ENSG00000142615.8|chr1	0	0	0	0	0	2	0.63047879351527	1	9205.5	1.94059326373692	4.03405248854704	0.346760787285888	0.481053052543665
CELA2B|ENSG00000215704.10|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CASP9|ENSG00000132906.18|chr1	83	54	80	92	97	102	0.179161872796866	0.477904977742214	3824	0.48551408512577	0.361423056411616	83.582040557955	1.34334010106104
DNAJC16|ENSG00000116138.13|chr1	149	133	117	156	176	198	0.14299057578043	0.425515605920913	3394	0.434754584588344	0.296812526546782	154.468525657998	1.46474473178887
AGMAT|ENSG00000116771.6|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RSC1A1|ENSG00000215695.2|chr1	23	12	39	62	62	35	0.0389981631202632	0.205687882083792	1749	1.19369324842763	0.578281959869676	38.1013036807918	2.06420627179282
PLEKHM2|ENSG00000116786.13|chr1	145	75	108	104	23	59	0.200937897096365	0.509384361754122	4069	-0.657420091896454	0.514057628631262	85.4370718764041	-1.27888403027285
SLC25A34|ENSG00000162461.8|chr1	0	0	0	0	9	0	0.319408973700443	1	5455.5	3.81760134715655	3.83419126799536	1.2596792154742	0.995673162949044
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FBLIM1|ENSG00000162458.13|chr1	129	111	150	79	115	75	0.108738509448628	0.370209675540254	2907	-0.516874559512375	0.322263287102341	107.464601609609	-1.60388905655341
SPEN|ENSG00000065526.12|chr1	1319	509	1237	1254	1316	1303	0.0301139099605004	0.177943870533072	1547	0.441896809687066	0.203771592314843	1126.46187438961	2.16858888261668
ZBTB17|ENSG00000116809.12|chr1	42	42	49	33	76	46	0.682415378120199	0.879352012598624	9809	0.199482256875761	0.487529801271775	46.7202828116162	0.409169360222471
SRARP|ENSG00000183888.4|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
HSPB7|ENSG00000173641.18|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CLCNKB|ENSG00000184908.20|chr1	0	0	0	0	0	4	0.458514171224524	1	7192.5	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
FAM131C|ENSG00000185519.9|chr1	1	0	3	5	0	2	0.660705716909983	1	9528	1.10221094461812	2.51107984412627	1.88963365367443	0.438939027445234
EPHA2|ENSG00000142627.13|chr1	317	140	271	230	434	353	0.0340942437315383	0.19132205206902	1632	0.533584860016246	0.251815060421367	280.166553704626	2.11895531237642
ARHGEF19|ENSG00000142632.17|chr1	32	15	20	27	35	17	0.669016295774146	1	9618	0.286915810525634	0.671150489239702	23.6253819323268	0.427498474821437
CPLANE2|ENSG00000132881.12|chr1	11	4	30	37	7	37	0.233260621696412	1	4444	1.0604685094446	0.889653602861058	21.2951318927752	1.19200159032034
FBXO42|ENSG00000037637.11|chr1	147	71	154	147	147	170	0.195588229927306	0.502932452827415	4003	0.41111456376049	0.317653451714879	136.531488016709	1.29422350533594
SZRD1|ENSG00000055070.17|chr1	473	343	592	321	338	283	0.0118126007192146	0.100575168658211	1029	-0.5189482656248	0.206120494957867	383.010618066726	-2.51769367102907
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
NECAP2|ENSG00000157191.20|chr1	378	212	321	212	330	276	0.612956418953273	0.844542759302747	9008	-0.110883811036788	0.219199530614738	279.591667638065	-0.50585788539701
NBPF1|ENSG00000219481.11|chr1	0	0	3	0	0	0	0.568029290933681	1	8461.5	-2.2856996142383	4.00328319842482	0.44396124446335	-0.57095626288384
CROCC|ENSG00000058453.17|chr1	74	74	64	2	18	31	0.00178018686010267	0.0284588399398972	531	-2.0777596078118	0.664958236373173	43.4033322681493	-3.12464677352424
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ATP13A2|ENSG00000159363.19|chr1	4	6	27	26	20	6	0.545818092242411	1	8246	0.595525559491501	0.985906739779078	14.5841763312902	0.604038430272773
SDHB|ENSG00000117118.10|chr1	392	427	465	279	537	479	0.996303717812542	0.997939365377245	13241	0.0010485199976158	0.22633416037474	423.201733784753	0.00463261929122752
PADI2|ENSG00000117115.13|chr1	0	0	0	0	2	2	0.480377338264745	1	7475	2.80666541366382	3.97716047705354	0.62668950183571	0.705695792225895
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RCC2|ENSG00000179051.14|chr1	14	8	7	2	5	5	0.303564006497669	1	5293	-1.25828761903165	1.22303895915797	6.62915643646001	-1.02882055359704
ARHGEF10L|ENSG00000074964.17|chr1	13	42	16	1	47	36	0.957670518870191	1	12810	0.0490382423733454	0.923906743198496	25.7287428084709	0.0530770478020094
ACTL8|ENSG00000117148.8|chr1	20	15	25	24	3	7	0.487850105613177	1	7551	-0.650190001309047	0.937234724265111	15.8377033401226	-0.693732300431851
IGSF21|ENSG00000117154.12|chr1	0	0	11	0	0	0	0.233583495664811	1	4450.5	-4.15134015391575	3.48506958086733	1.62785789636562	-1.19117855686617
KLHDC7A|ENSG00000179023.9|chr1	2	8	0	0	0	0	0.144596288479463	1	3414	-4.35898442436406	2.98788409052043	1.90230912722714	-1.45888672127332
PAX7|ENSG00000009709.12|chr1	8	3	1	0	0	0	0.105520008204032	1	2858	-4.38041819752998	2.70619697633526	1.91425883885986	-1.61866199535185
ALDH4A1|ENSG00000159423.17|chr1	43	7	26	49	52	75	0.0246824652460795	0.157946241655559	1412	1.34752567726967	0.599877046329048	41.1306274979569	2.24633645430487
IFFO2|ENSG00000169991.11|chr1	75	52	74	35	38	64	0.293652253300362	0.608874709917253	5171	-0.488803232600849	0.465463382628778	55.4109869844754	-1.05014325689865
UBR4|ENSG00000127481.15|chr1	118	28	79	65	66	41	0.580802478356281	0.824335795588603	8659	-0.270705313776085	0.490219080912191	63.2135385041712	-0.552212927477978
EMC1|ENSG00000127463.16|chr1	103	88	105	73	132	114	0.728921494759671	0.90097981784413	10273	0.117105123227545	0.337906684475802	100.391978833001	0.346560540550451
MRTO4|ENSG00000053372.5|chr1	1903	1711	1960	1713	2231	1841	0.563553990820811	0.812743079535365	8410	0.0734638711948089	0.127194594052801	1869.3448888027	0.57757070370705
AKR7L|ENSG00000211454.16|chr1	0	2	0	0	0	0	0.601839648621496	1	8891	-2.09571444137125	4.01664972853586	0.402963086312862	-0.521756832935285
AKR7A3|ENSG00000162482.5|chr1	0	0	4	0	0	1	0.662729348903467	1	9552.5	-1.73568401879022	3.97957573007705	0.765328719594077	-0.436148005846999
AKR7A2|ENSG00000053371.13|chr1	304	144	244	196	178	238	0.767672898986943	0.915349654529364	10672	-0.0827400067026817	0.280075650900029	212.834192892549	-0.295420206779115
SLC66A1|ENSG00000040487.13|chr1	142	135	94	150	133	90	0.940206714266039	0.982445774628021	12632	0.0271927836522558	0.362521862186899	124.563217379793	0.07501005177513
CAPZB|ENSG00000077549.19|chr1	816	449	663	312	592	460	0.0161582574259845	0.121679751626313	1169	-0.466698568211883	0.194027546476368	529.210729142713	-2.4053211860241
MICOS10|ENSG00000173436.15|chr1	508	421	529	374	395	384	0.117152059601757	0.383791636082167	3029	-0.295024579089884	0.188292710499042	430.084416354315	-1.56684015174015
NBL1|ENSG00000158747.15|chr1	117	44	92	67	32	29	0.101709753882362	0.358089526152628	2794	-0.836946767772605	0.511387142392121	61.7579672843401	-1.63662067031566
HTR6|ENSG00000158748.4|chr1	5	0	5	0	0	3	0.568137337920494	1	8480	-1.51511497466049	2.65438552133943	1.98621854330699	-0.570796880287363
TMCO4|ENSG00000162542.14|chr1	6	4	1	5	12	20	0.150712580743614	1	3491	1.75236568583867	1.21944499349669	7.92614699113575	1.43701904980057
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
OTUD3|ENSG00000169914.6|chr1	106	63	105	51	83	60	0.22359111602959	0.541198097455424	4318	-0.458782464161694	0.376967530657149	75.3736244477394	-1.21703443095462
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PLA2G2D|ENSG00000117215.15|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CAMK2N1|ENSG00000162545.6|chr1	203	132	234	113	137	74	0.0135146851796157	0.109511432265865	1086	-0.761964736078454	0.308498923093972	144.264411230748	-2.46991052168552
MUL1|ENSG00000090432.7|chr1	338	180	265	217	185	241	0.460733940997844	0.745349671465825	7232	-0.196496964358279	0.266386409204919	233.638383702801	-0.737638849312026
FAM43B|ENSG00000183114.8|chr1	12	3	7	0	2	0	0.0801870750473282	1	2473	-3.49028990147072	1.99490547118591	3.66302360628777	-1.74960164874171
CDA|ENSG00000158825.6|chr1	3	0	1	1	5	0	0.827146912750869	1	11471	0.600994584878236	2.75228302906618	1.47423068701335	0.218362202771765
PINK1|ENSG00000158828.8|chr1	271	292	207	102	196	272	0.178883162116535	0.477852073931119	3820	-0.450706081476989	0.335296459695658	222.870449435241	-1.34420173086851
DDOST|ENSG00000244038.11|chr1	315	202	268	307	466	403	0.00240145853875579	0.0355648680183061	574	0.618593912516992	0.203787224868521	319.758592225265	3.03548916236577
KIF17|ENSG00000117245.13|chr1	0	0	0	3	0	0	0.505506517892105	1	7842	2.65339178539479	3.98496491871047	0.572209938562404	0.665850726297843
SH2D5|ENSG00000189410.12|chr1	39	13	14	16	27	19	0.961690276362561	1	12856	-0.0354761071915465	0.738584230890771	20.4800379150267	-0.0480325814007164
HP1BP3|ENSG00000127483.19|chr1	283	234	281	190	364	225	0.875054618341243	0.959867150185889	11955	-0.0368383974358917	0.234279282723011	256.028263039582	-0.157241378783995
EIF4G3|ENSG00000075151.24|chr1	408	335	498	148	421	380	0.156958960132178	0.443865088148897	3578	-0.386975458479462	0.273408684803615	353.485634694164	-1.41537368777229
ECE1|ENSG00000117298.16|chr1	254	133	204	33	129	126	0.00906520441574879	0.0849217551199121	934	-1.0197493050902	0.390770636116172	140.070062185887	-2.60958529337153
NBPF3|ENSG00000142794.19|chr1	8	10	26	25	18	16	0.533560918149879	1	8125	0.511305329589464	0.821269202888887	17.0861675620717	0.622579451160353
ALPL|ENSG00000162551.14|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
USP48|ENSG00000090686.16|chr1	122	71	116	59	116	90	0.590664797527203	0.831175929564013	8750	-0.190184205159346	0.353585771791924	92.2831177140221	-0.537872901942628
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
HSPG2|ENSG00000142798.20|chr1	14	0	14	0	5	0	0.197632983390905	1	4024	-2.50477706653619	1.94421267060036	4.80483840103339	-1.28832462847942
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ENSG00000289694|ENSG00000289694.1|chr1	83	57	62	50	54	65	0.62556914087116	0.850868702320517	9132	-0.207637838549706	0.425511132262892	61.0782366531604	-0.487972752781994
CDC42|ENSG00000070831.18|chr1	916	742	864	819	911	876	0.574945212492322	0.821315832438276	8575	0.0859948896886569	0.153347783667801	845.991417108584	0.560783388137832
WNT4|ENSG00000162552.15|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZBTB40|ENSG00000184677.18|chr1	68	48	120	43	93	103	0.881984564662211	0.963130880844397	12013	0.0655230540256503	0.441369702750267	76.3816359950674	0.148453900703565
EPHA8|ENSG00000070886.12|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
EPHB2|ENSG00000133216.17|chr1	26	23	48	7	50	21	0.61070093418179	1	8990	-0.362960744326637	0.712983442486618	27.4877562232552	-0.50907317435138
TEX46|ENSG00000227868.7|chr1	0	4	4	0	0	0	0.23681288264721	1	4488	-3.91989301756556	3.31354543273987	1.39787449857686	-1.18299057524143
KDM1A|ENSG00000004487.18|chr1	148	126	175	72	179	129	0.444901973437867	0.733999275777792	7000	-0.24620305828664	0.322279895940454	133.93094482192	-0.763941720808207
LUZP1|ENSG00000169641.14|chr1	151	73	82	77	134	69	0.787849018717548	0.923603098393443	10883	-0.102319744601235	0.380222633254038	94.177773164219	-0.269104823470285
HTR1D|ENSG00000179546.5|chr1	6	7	15	0	0	0	0.00451737503244619	1	708	-5.61354053036702	1.97689498917973	4.50154737033885	-2.83957446454768
HNRNPR|ENSG00000125944.21|chr1	1	10	0	0	5	5	0.829750351137984	1	11499	-0.431049701039862	2.00467941226156	3.72676757714143	-0.215021762783296
ZNF436|ENSG00000125945.15|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RPL11|ENSG00000142676.14|chr1	524	598	551	335	440	359	0.00673433824627284	0.0702295274254168	837	-0.564570234846146	0.208351296784259	465.851176576526	-2.7097034842588
ELOA|ENSG00000011007.13|chr1	585	444	692	561	513	463	0.61512378733861	0.844988529851156	9033	-0.0978309417926992	0.194582677528537	535.903570328774	-0.502773129835012
PITHD1|ENSG00000057757.10|chr1	835	725	874	590	761	668	0.111569103296577	0.375034039565387	2948	-0.243565717425339	0.153072398065974	731.546134573888	-1.59117986327203
LYPLA2|ENSG00000011009.11|chr1	84	31	88	63	18	27	0.221751208768044	0.539594608002239	4293	-0.725890207756161	0.594074196281541	50.6850136208719	-1.22188476170096
GALE|ENSG00000117308.15|chr1	78	25	44	13	49	9	0.116497158705098	1	3021	-1.05996647251738	0.675289530199106	33.7745381111196	-1.56964742546039
HMGCL|ENSG00000117305.15|chr1	46	17	27	43	115	54	0.0171214607523434	0.126668098426978	1194	1.25206197809956	0.525174175361342	47.7614615486654	2.38408900673398
FUCA1|ENSG00000179163.12|chr1	74	101	117	68	96	54	0.275040128370545	0.594027779056589	4935	-0.431641549175478	0.395446666251812	84.1802368218292	-1.09152911381637
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PNRC2|ENSG00000189266.13|chr1	699	509	672	644	1069	720	0.0128499401055043	0.105826698805336	1067	0.389774801112814	0.156668114662943	700.806251021448	2.48790126792155
SRSF10|ENSG00000188529.15|chr1	949	829	1010	940	1753	1038	0.0112331615469465	0.0976420965234577	1008	0.414412817271027	0.163453203248286	1058.93570894733	2.53536063555471
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
IL22RA1|ENSG00000142677.4|chr1	0	0	0	6	0	0	0.353495642927273	1	5856	3.66109889311244	3.94587155549471	1.14441987712481	0.927830224989022
IFNLR1|ENSG00000185436.12|chr1	60	36	59	43	66	48	0.894917375862671	0.96731030315588	12144	0.0595354749271684	0.450737440284572	50.4598590817482	0.132084600936592
GRHL3|ENSG00000158055.17|chr1	1	0	10	6	1	0	0.867793998560717	1	11892	-0.368604136645329	2.21435439774798	2.9094834402654	-0.166461220941057
STPG1|ENSG00000001460.18|chr1	21	15	11	11	12	44	0.496690764534652	1	7640	0.567283860889897	0.83460206337477	19.1062899701075	0.679705797270673
NIPAL3|ENSG00000001461.17|chr1	218	140	179	82	206	164	0.434190534727288	0.727382472061852	6873	-0.241036253915066	0.308214381772551	159.264340007011	-0.782040904544617
RCAN3|ENSG00000117602.13|chr1	129	96	125	59	76	38	0.00847122324264811	0.081539230488453	909	-0.989424953259484	0.375823156439188	85.0542840028084	-2.63268757208574
NCMAP|ENSG00000184454.7|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SRRM1|ENSG00000133226.18|chr1	290	191	292	104	316	180	0.20182775373372	0.510541901425775	4078	-0.37393704726376	0.292971107843056	219.085254881885	-1.27636151570303
CLIC4|ENSG00000169504.15|chr1	266	190	250	319	553	482	4.26696294643812e-06	0.000255059256124406	138	0.96260276825911	0.209355392164096	335.723645017162	4.59793635267156
RUNX3|ENSG00000020633.19|chr1	229	156	226	103	181	194	0.256207341895652	0.573526629590419	4732	-0.319493324400729	0.281392499283451	176.748722275659	-1.13540099758984
SYF2|ENSG00000117614.10|chr1	432	379	436	342	426	425	0.854127842611339	0.950920245097622	11757	-0.0354726344767717	0.192938949806262	402.165953785188	-0.183854190729199
RSRP1|ENSG00000117616.18|chr1	473	253	337	185	390	229	0.114062956859707	0.378938917090505	2983	-0.385900786374881	0.244211363876035	299.115994843343	-1.58019176605873
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TMEM50A|ENSG00000183726.11|chr1	898	693	879	443	669	635	0.0035691547554443	0.046296017680946	659	-0.472420491923706	0.16212512956608	688.351488383489	-2.91392514650947
RHCE|ENSG00000188672.19|chr1	3	3	0	0	0	0	0.347991582365587	1	5802.5	-3.49363872909943	3.722608621774	1.04012980243284	-0.93849208554042
MACO1|ENSG00000204178.11|chr1	151	91	149	90	162	177	0.579328363038639	0.82323508470383	8650	0.177620556218752	0.320403025507431	132.843236318289	0.554366039263984
LDLRAP1|ENSG00000157978.12|chr1	128	67	103	55	43	29	0.00867985128463324	0.082870478295069	918	-1.14412413344472	0.435954332071402	68.8681811499443	-2.62441280949889
MAN1C1|ENSG00000117643.15|chr1	37	21	37	1	14	16	0.0565493869244157	1	2061	-1.60494509002833	0.841705424488747	20.0044088342067	-1.90677764849048
SELENON|ENSG00000162430.18|chr1	46	10	64	102	22	27	0.423845314109929	0.719450581619952	6750	0.569354137035894	0.711899256582495	45.3821190317527	0.799767848851402
MTFR1L|ENSG00000117640.18|chr1	134	86	195	59	79	107	0.0629795022336267	0.271572354378038	2190	-0.687571116896439	0.369793868152757	106.507846463516	-1.85933617647876
AUNIP|ENSG00000127423.11|chr1	263	171	242	261	348	275	0.0466260535149391	0.22611306022618	1919	0.429320990012089	0.215773746883418	254.630753668005	1.98968130374104
PAQR7|ENSG00000182749.6|chr1	0	5	0	0	8	1	0.873884710649109	1	11942	0.409702361705113	2.58119163554346	2.30050296762439	0.158726053526379
STMN1|ENSG00000117632.23|chr1	1664	1188	1653	1158	1572	1207	0.189085944718667	0.492527198774722	3936	-0.158514379240825	0.120700400746429	1375.80990262121	-1.31328792829642
PAFAH2|ENSG00000158006.14|chr1	164	83	116	51	95	64	0.0362400039734695	0.197192475446669	1688	-0.756620870304318	0.36128931838218	91.8274537463995	-2.09422430115674
EXTL1|ENSG00000158008.10|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TRIM63|ENSG00000158022.7|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PDIK1L|ENSG00000175087.10|chr1	206	151	178	92	328	164	0.788157411356974	0.92368709730341	10885	0.089468331216973	0.332962309349857	178.572927257804	0.268704080626029
FAM110D|ENSG00000197245.6|chr1	0	0	7	0	0	0	0.375379223756067	1	6141	-3.50029279129505	3.94869775313447	1.03590957041448	-0.886442318487539
C1orf232|ENSG00000282872.2|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZNF593|ENSG00000142684.9|chr1	614	367	471	537	423	466	0.800257021138376	0.930143233665157	11001	0.0554897908852659	0.219314681684373	475.241639353264	0.253014483385678
CNKSR1|ENSG00000142675.18|chr1	3	4	0	0	4	5	0.917119013032122	1	12367	0.224842096917416	2.16062549598342	2.66837074290363	0.104063428546685
CATSPER4|ENSG00000188782.9|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CEP85|ENSG00000130695.16|chr1	167	88	125	105	104	68	0.267262133934706	0.585678249895469	4853	-0.387558812503087	0.349344181685465	106.855410052704	-1.10938963011563
SH3BGRL3|ENSG00000142669.15|chr1	108	37	100	91	49	49	0.639296700380152	0.854055625579096	9328	-0.225031169679292	0.480135782245906	70.6491190702883	-0.46868235611742
UBXN11|ENSG00000158062.21|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CD52|ENSG00000169442.9|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CRYBG2|ENSG00000176092.17|chr1	30	12	21	21	27	19	0.820166867529245	1	11405	0.158490763771216	0.697182567689809	20.9610936543314	0.227330359530348
ZNF683|ENSG00000176083.18|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
LIN28A|ENSG00000131914.11|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
DHDDS|ENSG00000117682.18|chr1	116	71	100	83	174	114	0.250870619034936	0.567182217728504	4669	0.385540500740153	0.33576727045204	105.900695742165	1.14823729013583
HMGN2|ENSG00000198830.11|chr1	295	161	238	136	175	125	0.0181379937092393	0.132174212640403	1214	-0.617980337276399	0.261546985381592	182.608324793666	-2.36278898942298
RPS6KA1|ENSG00000117676.14|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ARID1A|ENSG00000117713.21|chr1	923	664	854	626	867	633	0.247863538111025	0.564813902176201	4624	-0.169089011923136	0.146327197244126	744.710544574907	-1.15555423125501
PIGV|ENSG00000060642.12|chr1	20	57	26	34	37	48	0.817936799873631	0.938670097684694	11254	0.144058750645904	0.625799754199553	38.2226659827628	0.230199436287997
ZDHHC18|ENSG00000204160.12|chr1	124	114	168	38	67	38	5.08905045931657e-05	0.00182519901038706	231	-1.49835202678298	0.36982656550754	89.0531055432485	-4.05149917969436
SFN|ENSG00000175793.12|chr1	6	5	6	0	7	12	0.916409376646424	1	12361	0.15212855653719	1.44942735772315	5.82701577527564	0.104957696380289
GPN2|ENSG00000142751.15|chr1	338	251	388	282	278	231	0.275094513621305	0.594027779056589	4936	-0.245497141016798	0.224936699855804	289.826747582228	-1.09140545395293
GPATCH3|ENSG00000198746.13|chr1	82	50	88	64	54	53	0.504748998737292	0.77219482392135	7809	-0.280771631316703	0.420924116807645	63.9600499016692	-0.667036218894084
NUDC|ENSG00000090273.14|chr1	634	284	650	316	357	281	0.00570342542351394	0.0635777788088737	777	-0.630597354916065	0.228116791970563	404.447107465831	-2.76436184056735
NR0B2|ENSG00000131910.5|chr1	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
KDF1|ENSG00000175707.10|chr1	0	0	6	9	0	0	0.732280373045586	1	10306	0.924987573973483	2.70390116690109	2.60455230461391	0.342093707157795
TENT5B|ENSG00000158246.8|chr1	3	6	7	0	3	3	0.391228175594992	1	6352	-1.48799459734153	1.73548886893288	3.62051825507018	-0.857392187284074
SLC9A1|ENSG00000090020.11|chr1	125	72	83	91	76	76	0.729341364906105	0.901166728962445	10278	-0.131262880692896	0.379370518200967	86.1143836170466	-0.346001796121019
