rownames(readCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
PDPN|ENSG00000162493.17|chr1	746	591	605	309	402	355	1.43285399542425e-05	0.000661914863486208	225	-0.84181006318919	0.194020647014832	493.701491022181	-4.33876536410497
KAZN|ENSG00000189337.17|chr1	0	0	1	0	0	0	0.819760673018696	1	12325.5	-0.929747190088228	4.0804728567969	0.147987081487783	-0.227852805965744
TMEM51|ENSG00000171729.14|chr1	232	189	331	323	376	347	0.0247895164563763	0.134760582660866	2014	0.528685026110058	0.235529377083436	295.154253986223	2.24466702479654
FHAD1|ENSG00000142621.21|chr1	0	0	0	0	8	0	0.35523603072372	1	7039	3.64820536050314	3.94622069413697	1.11971485819929	0.924480824380502
EFHD2|ENSG00000142634.13|chr1	211	212	287	216	226	178	0.5471374508646	0.776413038421907	9394	-0.159831888376605	0.265477170491293	219.52234042366	-0.602055114874171
CTRC|ENSG00000162438.12|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CELA2A|ENSG00000142615.8|chr1	0	0	0	0	0	2	0.63047879351527	1	10319	1.94059326373692	4.03405248854704	0.346760787285888	0.481053052543665
CELA2B|ENSG00000215704.10|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CASP9|ENSG00000132906.18|chr1	317	217	321	232	369	337	0.450476261044138	0.712241000052349	8196	0.169021073115248	0.22398132825021	291.589690373279	0.75462126435126
DNAJC16|ENSG00000116138.13|chr1	184	187	150	202	334	267	0.0267211017122462	0.142234213971639	2060	0.609248879256909	0.274985410637897	218.166597697539	2.21556801083957
AGMAT|ENSG00000116771.6|chr1	0	0	0	13	8	0	0.0248179101592958	1	2015	5.31986456990503	2.37046815787933	3.59929125863638	2.2442252819225
RSC1A1|ENSG00000215695.2|chr1	26	18	59	93	110	52	0.0071666259672941	0.0615110737440586	1249	1.37794793059571	0.512438657424021	58.2842116153869	2.68900074307922
PLEKHM2|ENSG00000116786.13|chr1	331	253	353	328	220	149	0.261217801118735	0.544544288974755	5832	-0.34699712631672	0.308848902815317	270.472324803511	-1.1235174324845
SLC25A34|ENSG00000162461.8|chr1	0	0	3	0	9	0	0.630339667249254	1	10301	1.4973831369018	3.11145310983142	1.70364045993755	0.481248819778269
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
FBLIM1|ENSG00000162458.13|chr1	190	206	201	137	213	182	0.538196937307655	0.7718197615367	9290	-0.171406133218365	0.278463815201013	186.342555827215	-0.61554185449421
SPEN|ENSG00000065526.12|chr1	1542	667	1441	1523	1591	1526	0.0257406936795977	0.138339591574839	2039	0.442478524144807	0.198411816451148	1349.33343787953	2.23010167468403
ZBTB17|ENSG00000116809.12|chr1	81	79	107	129	143	96	0.153632144391274	0.407096025732554	4416	0.494510160514847	0.34658232487272	104.779607536785	1.42681875279258
SRARP|ENSG00000183888.4|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HSPB7|ENSG00000173641.18|chr1	2	0	0	0	0	0	0.676455533601468	1	10817	-1.69032344789168	4.0505734793182	0.290456781975695	-0.417304724015573
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CLCNKB|ENSG00000184908.20|chr1	0	0	0	0	0	4	0.458514171224524	1	8305.5	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
FAM131C|ENSG00000185519.9|chr1	19	1	35	33	1	16	0.887021022628965	1	13074	0.15964876090812	1.12369612874318	17.3487288037464	0.142074673770285
EPHA2|ENSG00000142627.13|chr1	358	156	313	256	504	388	0.0416990936743051	0.189763738901369	2436	0.522498074917224	0.256565339601018	316.385051435738	2.0365107606887
ARHGEF19|ENSG00000142632.17|chr1	66	22	20	57	50	55	0.226243994554508	0.504306257645198	5388	0.683447360974916	0.564790076037201	44.3835377311882	1.21009095232385
CPLANE2|ENSG00000132881.12|chr1	24	14	40	68	21	49	0.128587178551432	0.368090094702171	4040	0.984880419596344	0.648076888770939	36.6306889794349	1.51969687032683
FBXO42|ENSG00000037637.11|chr1	172	86	191	201	254	222	0.0179765303177018	0.110889054078453	1760	0.665812422773497	0.28139642787532	182.951688545772	2.36610118970132
SZRD1|ENSG00000055070.17|chr1	1737	1213	1859	1057	1027	946	0.000308051846238746	0.00649470768723231	499	-0.600877035697681	0.1665202063611	1281.13669380814	-3.60843316753209
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
NECAP2|ENSG00000157191.20|chr1	802	375	644	450	715	542	0.847211592446911	0.939296166801016	12663	-0.0392473503360866	0.203694580352929	567.210608324446	-0.192677440254351
NBPF1|ENSG00000219481.11|chr1	0	0	3	0	0	0	0.568029290933681	1	9625	-2.2856996142383	4.00328319842482	0.44396124446335	-0.57095626288384
CROCC|ENSG00000058453.17|chr1	162	117	137	71	126	107	0.174036819335371	0.434632075966326	4712	-0.435336662442113	0.320254376800615	117.104083068904	-1.35934648822347
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ATP13A2|ENSG00000159363.19|chr1	181	139	199	116	49	63	0.00727061026013731	0.0620449286074443	1257	-1.07772034207718	0.401506952965495	123.648371747336	-2.68418849067802
SDHB|ENSG00000117118.10|chr1	3362	2787	2980	1989	3489	2896	0.439892451992324	0.703530104017267	8080	-0.121397855697293	0.157174793449622	2860.60886590072	-0.772374838438732
PADI2|ENSG00000117115.13|chr1	14	38	17	39	76	21	0.211828271606703	0.485483963940814	5214	0.851199142935557	0.681747998637458	33.9222851197729	1.24855392995178
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RCC2|ENSG00000179051.14|chr1	27	15	23	3	11	16	0.213139660913336	1	5238	-1.07973324730681	0.867270611539402	15.2329967451109	-1.24497847954319
ARHGEF10L|ENSG00000074964.17|chr1	25	56	26	20	57	44	0.915805382469458	0.966874671954042	13351	0.0659423768609603	0.623752000624434	38.1827789188475	0.105718902376178
ACTL8|ENSG00000117148.8|chr1	143	71	161	115	80	120	0.71927269348513	0.876378954915948	11253	-0.134819927564636	0.375092662066855	112.836279725607	-0.359430991856105
IGSF21|ENSG00000117154.12|chr1	2	0	17	0	0	0	0.058445195473071	1	2826	-4.93794970814441	2.60943589674593	2.80623716726801	-1.89234374919967
KLHDC7A|ENSG00000179023.9|chr1	5	8	0	0	5	0	0.459002126069982	1	8326	-1.6878747780684	2.27939947979291	3.03781608656524	-0.740490990294406
PAX7|ENSG00000009709.12|chr1	13	17	7	7	8	5	0.371443429139941	1	7232	-0.925965698717636	1.03601902972126	9.67083823664211	-0.893772867248169
ALDH4A1|ENSG00000159423.17|chr1	104	59	97	175	158	171	0.00132496157929254	0.0190671725364731	730	1.03631119354741	0.322786330762887	126.487239458467	3.21051759254535
IFFO2|ENSG00000169991.11|chr1	82	66	78	43	50	79	0.423811295210713	0.691179783470352	7881	-0.347910329765076	0.434982219041445	65.6464470129743	-0.799826555052649
UBR4|ENSG00000127481.15|chr1	419	135	261	242	292	175	0.713141284201968	0.872559212241937	11202	-0.11368654680005	0.309232892755717	244.044762007494	-0.367640537159346
EMC1|ENSG00000127463.16|chr1	487	342	543	371	591	439	0.746596817119526	0.89301057032552	11491	0.0618517205227664	0.191414375250393	449.586123112723	0.323129965771154
MRTO4|ENSG00000053372.5|chr1	5609	4831	5426	4715	6641	5658	0.373331693199839	0.649006459126798	7270	0.117335490986721	0.131800616198992	5400.73413486064	0.890249942455267
AKR7L|ENSG00000211454.16|chr1	14	2	0	0	0	0	0.0827892386736504	1	3298	-4.73146226805001	2.72749735300968	2.43616056014273	-1.73472662139489
AKR7A3|ENSG00000162482.5|chr1	0	5	7	0	0	4	0.509168985038664	1	8978	-1.56209725688134	2.3663399756079	2.73683886076841	-0.660132218101943
AKR7A2|ENSG00000053371.13|chr1	2481	1517	2512	1629	1569	1534	0.0201551329689835	0.119300940819826	1842	-0.383300453503616	0.164970578561015	1833.98228475846	-2.32344734950329
SLC66A1|ENSG00000040487.13|chr1	255	215	255	347	298	287	0.0950266533310406	0.307570298427591	3503	0.416022343441986	0.249196057019441	275.743644930418	1.66945796983268
CAPZB|ENSG00000077549.19|chr1	4247	2759	4420	2102	3101	2746	0.000474288853226049	0.00912918211191029	546	-0.478742596320151	0.136984293880997	3137.83591740907	-3.49487216933098
MICOS10|ENSG00000173436.15|chr1	4362	3915	4333	2453	3540	2763	0.000185248338256715	0.00455194143697469	428	-0.51611165747033	0.138059498857977	3505.91535251948	-3.7383277625921
NBL1|ENSG00000158747.15|chr1	596	209	454	258	132	237	0.01142920874754	0.083306588865309	1478	-0.853819092337887	0.33757203768861	304.628401713938	-2.5292944823987
HTR6|ENSG00000158748.4|chr1	11	2	5	0	0	4	0.310629556948061	1	6491	-2.00109331431197	1.97365571792621	3.43393236918988	-1.01390191619367
TMCO4|ENSG00000162542.14|chr1	25	4	11	5	25	37	0.366608801950757	1	7190	0.831492370797848	0.920970351588284	16.9323605712866	0.902843798786655
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OTUD3|ENSG00000169914.6|chr1	108	70	128	73	98	84	0.550174533540859	0.778184349071181	9428	-0.20999697218404	0.351460184232037	90.9349559287077	-0.597498611806902
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PLA2G2D|ENSG00000117215.15|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CAMK2N1|ENSG00000162545.6|chr1	514	378	594	315	406	277	0.00856277349513867	0.0692079842212063	1326	-0.533944002565474	0.203095110468784	403.64568432639	-2.62903425559102
MUL1|ENSG00000090432.7|chr1	468	246	375	358	289	336	0.824665711303914	0.931470751733868	12408	-0.0552484240056837	0.249374430614377	340.015733008306	-0.221548070784842
FAM43B|ENSG00000183114.8|chr1	21	3	9	0	2	5	0.14701395697526	1	4322	-2.12241979037537	1.46357647070372	6.13295525636868	-1.45015981936008
CDA|ENSG00000158825.6|chr1	35	9	13	58	17	4	0.463793367716169	1	8377	0.667537649308045	0.911171325557288	22.9558007594421	0.732614855828313
PINK1|ENSG00000158828.8|chr1	1496	1292	1323	1022	1438	1235	0.377352294131934	0.652720876220223	7320	-0.140747582581144	0.159435805597136	1283.68911979822	-0.882785281850593
DDOST|ENSG00000244038.11|chr1	2515	1380	2428	1918	3047	2196	0.142340735436129	0.390882326056306	4243	0.226032046975162	0.154064104833414	2175.65419518677	1.46712984974382
KIF17|ENSG00000117245.13|chr1	5	0	8	12	2	0	0.828419996772438	1	12453	0.399436802711347	1.84302916453214	4.47880707564094	0.216728422098923
SH2D5|ENSG00000189410.12|chr1	102	29	81	66	59	48	0.71795678772381	0.875771630157992	11239	-0.172277366270553	0.476970471658075	61.8119888552614	-0.361190842006784
HP1BP3|ENSG00000127483.19|chr1	1031	745	1127	688	1383	913	0.776193433293799	0.908428616783667	11757	0.0511142470370128	0.179800509847405	949.709479680932	0.284283103982258
EIF4G3|ENSG00000075151.24|chr1	1836	1303	2112	917	1899	1265	0.0466997475405489	0.203606197959927	2547	-0.350047366483958	0.175990470515429	1501.742509666	-1.98901318610469
ECE1|ENSG00000117298.16|chr1	719	571	778	339	586	481	0.00380056471745283	0.0399624465720865	1006	-0.53876203555807	0.186148625213703	564.673929422986	-2.89425739749384
NBPF3|ENSG00000142794.19|chr1	96	39	103	68	110	58	0.907500173986483	0.963587374442282	13265	0.0487606175814911	0.419654624609227	75.4646091834547	0.116192256017424
ALPL|ENSG00000162551.14|chr1	7	0	2	16	0	0	0.570891763398792	1	9663	1.18800666576244	2.09621610168358	4.36435923888999	0.566738641501843
USP48|ENSG00000090686.16|chr1	555	460	565	332	700	533	0.941523232035533	0.976860897761762	13592	-0.0155013897168395	0.211318725768739	510.607334329178	-0.0733554949304578
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HSPG2|ENSG00000142798.20|chr1	78	40	84	0	8	1	3.23127928735374e-08	3.90533917590171e-06	86	-4.51151937051523	0.816059464588768	33.1110863201254	-5.52841988394644
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ENSG00000289694|ENSG00000289694.1|chr1	374	313	410	381	278	247	0.427182452447375	0.694204879727644	7914	-0.207887433193938	0.261815612250297	332.459555397067	-0.794022294572704
CDC42|ENSG00000070831.18|chr1	5330	3868	4735	4283	4526	3966	0.584337861144863	0.796225449493931	9855	-0.0764926692930751	0.139825138747685	4392.14714157405	-0.547059491434559
WNT4|ENSG00000162552.15|chr1	1	1	8	0	18	7	0.434310055912412	1	8021	1.28335542608765	1.64146048277122	5.26362777249556	0.781837540140479
ZBTB40|ENSG00000184677.18|chr1	112	82	182	173	223	211	0.0140717963293886	0.0957542908986432	1585	0.751692869488417	0.306135496951061	160.513469681641	2.45542538181576
EPHA8|ENSG00000070886.12|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
EPHB2|ENSG00000133216.17|chr1	97	60	110	67	112	45	0.57855360470047	0.793650015475345	9793	-0.226856677843047	0.408383820165475	78.7121065021461	-0.555498691772671
TEX46|ENSG00000227868.7|chr1	7	26	16	0	1	12	0.125907925069816	1	4005	-1.95589717989537	1.27799688023555	10.8434412437769	-1.53043971401156
KDM1A|ENSG00000004487.18|chr1	920	720	1049	633	1188	955	0.730445637508174	0.883615298827794	11341	0.0617963166832342	0.179362654806361	886.507508670408	0.344532794465767
LUZP1|ENSG00000169641.14|chr1	208	93	118	94	176	86	0.559043672847814	0.783746956512029	9515	-0.207706831038515	0.355502547775955	123.881449929878	-0.584262566718413
HTR1D|ENSG00000179546.5|chr1	16	7	18	19	2	12	0.909899774921108	1	13281	-0.11568608947579	1.02227835648289	12.3822822405077	-0.113164960152148
HNRNPR|ENSG00000125944.21|chr1	2	14	0	13	12	5	0.600801173094126	1	9999	0.721900765088139	1.37965124623167	8.13724904211647	0.523248731924038
ZNF436|ENSG00000125945.15|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RPL11|ENSG00000142676.14|chr1	3098	2931	3252	2357	3185	1873	0.0579244779006899	0.230412178836498	2814	-0.318197818231069	0.167802042551256	2741.80817754781	-1.89626904055041
ELOA|ENSG00000011007.13|chr1	807	641	921	792	798	688	0.98528577393916	0.994293048635301	14006	-0.00332228573057779	0.18014200805304	764.685774452913	-0.0184425929658761
PITHD1|ENSG00000057757.10|chr1	1555	1416	1699	1377	2061	1521	0.51764619680404	0.758522574562509	9054	0.0967321553091322	0.149513830023564	1577.38054541801	0.646977977180349
LYPLA2|ENSG00000011009.11|chr1	484	210	437	412	102	182	0.46451910984148	0.72267199127704	8391	-0.512389956213599	0.700535795543639	301.687114225424	-0.731425802183267
GALE|ENSG00000117308.15|chr1	402	242	305	243	312	153	0.148786027309811	0.4004355173118	4344	-0.386059334595743	0.267385079517184	268.821491195442	-1.44383274972878
HMGCL|ENSG00000117305.15|chr1	94	98	117	149	214	145	0.0183157765004124	0.112452214108352	1767	0.72410802068407	0.306933151310555	134.223438333249	2.35917175317246
FUCA1|ENSG00000179163.12|chr1	454	575	527	438	588	458	0.722289412143348	0.878170095896358	11277	-0.0801993814241362	0.225659031325116	505.02468216372	-0.355400716528778
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PNRC2|ENSG00000189266.13|chr1	781	618	797	736	1229	887	0.0172414858365284	0.108086853911264	1730	0.390914023094147	0.164144950965471	822.07144682408	2.38151719437523
SRSF10|ENSG00000188529.15|chr1	2980	2714	2863	2817	4896	3088	0.0396905387532269	0.184665828021952	2381	0.325944868874172	0.158459880085238	3161.25780866734	2.05695516555257
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
IL22RA1|ENSG00000142677.4|chr1	7	0	0	10	0	0	0.734104914120288	1	11371	0.880336489484929	2.59173904055074	2.92396519878961	0.3396701889006
IFNLR1|ENSG00000185436.12|chr1	60	43	62	43	70	50	0.986056924923574	0.994293048635301	14019	0.00769849310778583	0.440519477255475	53.2208093446921	0.0174759426206282
GRHL3|ENSG00000158055.17|chr1	1	0	10	6	1	0	0.867020804398143	1	12881	-0.368900498216019	2.20312923349752	2.9094834402654	-0.167443876013747
STPG1|ENSG00000001460.18|chr1	25	17	27	63	34	61	0.0227840889343676	0.128148171203364	1942	1.30029985913034	0.571049374479964	38.4029480779027	2.27703578226398
NIPAL3|ENSG00000001461.17|chr1	806	549	703	469	807	679	0.781330492825356	0.911293051801779	11798	-0.0503484786192998	0.181380013576144	651.834379281332	-0.277585592958198
RCAN3|ENSG00000117602.13|chr1	272	300	378	297	313	222	0.517088469975919	0.758310389277049	9047	-0.165335158073193	0.255209881283761	294.833777231465	-0.647839955261611
NCMAP|ENSG00000184454.7|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SRRM1|ENSG00000133226.18|chr1	762	371	675	577	968	602	0.148128608932222	0.399182981913797	4337	0.293394170310122	0.202876222630977	635.220506113365	1.44617327011157
CLIC4|ENSG00000169504.15|chr1	943	642	913	909	1488	1121	0.000819328821939814	0.0135391156999085	638	0.521274957201697	0.155782054532543	977.419725089532	3.34618103969609
RUNX3|ENSG00000020633.19|chr1	403	292	430	279	366	357	0.553084064552901	0.779759438542916	9457	-0.122662707502413	0.206800514731032	347.333376788979	-0.59314507829901
SYF2|ENSG00000117614.10|chr1	801	657	769	747	973	813	0.188945060397946	0.456083362233221	4908	0.21197260597739	0.161354639270485	782.127235061387	1.31370629896827
RSRP1|ENSG00000117616.18|chr1	504	296	371	197	428	293	0.161934771044105	0.419188935198222	4534	-0.338361453303933	0.241929721473797	336.017172614122	-1.39859398523955
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TMEM50A|ENSG00000183726.11|chr1	3745	2384	3216	2135	2909	2113	0.00999429414897852	0.0764390679797518	1403	-0.345536603637451	0.134135492337329	2680.87060388963	-2.57602665496231
RHCE|ENSG00000188672.19|chr1	6	6	0	0	0	0	0.113920878353976	1	3817	-4.49404395533487	2.84286940585748	2.08025960486567	-1.58081266275379
MACO1|ENSG00000204178.11|chr1	216	157	218	292	290	276	0.0141480839728882	0.0959890240301563	1590	0.595479540574267	0.242707986503285	239.400871435189	2.45348144143665
LDLRAP1|ENSG00000157978.12|chr1	548	246	419	278	246	199	0.0135046030944855	0.0930338764088817	1562	-0.652669580957213	0.264219710931627	313.114922885894	-2.47017748469987
MAN1C1|ENSG00000117643.15|chr1	42	42	74	7	16	20	0.00292365938001487	0.0333207407849502	928	-1.85326317079952	0.622809002552799	32.5550553767254	-2.97565250855924
SELENON|ENSG00000162430.18|chr1	312	136	460	341	111	147	0.551082202936391	0.778552646091062	9438	-0.410561734029763	0.688701057038439	246.850963214818	-0.596139253503204
MTFR1L|ENSG00000117640.18|chr1	496	271	457	309	313	321	0.182968116670134	0.447491877029492	4834	-0.298164052343265	0.223902083905661	352.666450223642	-1.33167162691034
AUNIP|ENSG00000127423.11|chr1	302	224	294	410	476	405	0.000630712355722155	0.0112833463431602	589	0.698165091764195	0.204258229647824	347.543160127891	3.41805122353185
PAQR7|ENSG00000182749.6|chr1	0	6	1	0	11	6	0.615952517923987	1	10176	0.97215423910529	1.93812629979209	3.93676663230806	0.501594885333105
STMN1|ENSG00000117632.23|chr1	13270	11250	13989	10832	13937	11723	0.678553192851109	0.85272420342092	10849	-0.0502596241436507	0.121271687816637	12313.3203453705	-0.414438234088433
PAFAH2|ENSG00000158006.14|chr1	224	145	176	109	175	126	0.170626908487999	0.430507158569799	4663	-0.385610412707583	0.281427969800652	154.921696237365	-1.37019221288036
EXTL1|ENSG00000158008.10|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM63|ENSG00000158022.7|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PDIK1L|ENSG00000175087.10|chr1	214	160	215	117	332	183	0.782115648123889	0.911836302623043	11805	0.0836543772211743	0.302478513846367	195.646111352165	0.276563039659945
FAM110D|ENSG00000197245.6|chr1	0	0	7	0	0	0	0.375379223756067	1	7295.5	-3.50029279129505	3.94869775313447	1.03590957041448	-0.886442318487539
C1orf232|ENSG00000282872.2|chr1	0	0	0	0	0	4	0.458514171224524	1	8305.5	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
ZNF593|ENSG00000142684.9|chr1	1634	806	1235	1160	1155	1270	0.798358145956849	0.919053557323678	11961	0.0486022806038345	0.190244632979791	1185.56780245216	0.255472545230736
CNKSR1|ENSG00000142675.18|chr1	18	8	2	0	7	15	0.80706655549037	1	12047	-0.333154174571869	1.36420010786951	8.10239395157681	-0.244212101032715
CATSPER4|ENSG00000188782.9|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CEP85|ENSG00000130695.16|chr1	187	137	193	171	185	121	0.809165214362788	0.923599809119518	12160	-0.0694630306579461	0.287627905169449	162.810587479013	-0.241503099697589
SH3BGRL3|ENSG00000142669.15|chr1	1144	434	1225	810	459	493	0.0801579135933645	0.279524405653708	3239	-0.518211371725507	0.296159613868452	739.085301309528	-1.74977055431901
UBXN11|ENSG00000158062.21|chr1	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CD52|ENSG00000169442.9|chr1	0	0	8	0	0	0	0.344695787510293	1	6894.5	-3.69226094481472	3.90745338067608	1.18389665190227	-0.944927702291837
CRYBG2|ENSG00000176092.17|chr1	79	30	92	50	43	28	0.227770220553656	0.50533819592269	5410	-0.618643528615339	0.512919272684729	51.542251373806	-1.20612260361602
