rownames(readCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
KAZN|ENSG00000189337.17|chr1	0	0	0	0	0	1	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.140414946223367	0.184188018334376
TMEM51|ENSG00000171729.14|chr1	285	248	200	232	189	331	0.434208364170351	0.731637207845209	7250	-0.194793281704574	0.249092902598225	243.257291414194	-0.782010565827989
FHAD1|ENSG00000142621.21|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
EFHD2|ENSG00000142634.13|chr1	210	254	181	211	212	287	0.797954676299	0.93451596175767	11689	-0.0609162041859574	0.237958543945192	221.656658657355	-0.255995028276808
CTRC|ENSG00000162438.12|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CELA2A|ENSG00000142615.8|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CELA2B|ENSG00000215704.10|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CASP9|ENSG00000132906.18|chr1	217	290	167	317	217	321	0.544645989047913	0.803899372208844	8683	0.135907480791704	0.224342929730617	245.955091044674	0.605802380110205
DNAJC16|ENSG00000116138.13|chr1	136	226	161	184	187	150	0.534816823895823	1	8555	-0.17530123127091	0.282438741221451	172.10222566941	-0.620669921246612
AGMAT|ENSG00000116771.6|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RSC1A1|ENSG00000215695.2|chr1	25	70	18	26	18	59	0.625528406864563	1	9647	-0.311333828810185	0.637939598642985	34.0028925898932	-0.488030260972119
PLEKHM2|ENSG00000116786.13|chr1	230	309	196	331	253	353	0.484772525694424	0.764138292075494	7928	0.146031113069641	0.209019815387109	270.01054744974	0.698647220595754
SLC25A34|ENSG00000162461.8|chr1	0	0	0	0	0	3	0.59589929695711	1	9289	2.1223710053548	4.0021575735204	0.421244838670102	0.530306707411298
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
FBLIM1|ENSG00000162458.13|chr1	179	205	126	190	206	201	0.855837031038005	0.955440629263163	12435	0.0489127179484856	0.269230542292411	181.632168006688	0.181675962660141
SPEN|ENSG00000065526.12|chr1	836	1130	759	1542	667	1441	0.337866205576085	0.657574350584345	5957	0.177506180187002	0.185212915197277	1013.40823637109	0.958389861732553
ZBTB17|ENSG00000116809.12|chr1	145	148	91	81	79	107	0.0277609143637904	1	1260	-0.724939356123501	0.329420778702609	108.096224213676	-2.200648541293
SRARP|ENSG00000183888.4|chr1	0	6	0	0	0	0	0.384067072332683	1	6593	-3.44511821256752	3.95796320108631	0.91150060944246	-0.870427044804753
HSPB7|ENSG00000173641.18|chr1	0	0	0	2	0	0	0.708548033362949	1	10664	1.51434437831573	4.05114148076564	0.274506519341473	0.37380683580311
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CLCNKB|ENSG00000184908.20|chr1	0	0	8	0	0	0	0.221536104795603	1	4452.5	-4.20171165829256	3.43711314260217	1.55903033335278	-1.22245369412295
FAM131C|ENSG00000185519.9|chr1	12	66	48	19	1	35	0.0749896950029247	1	2251	-1.47490933202446	0.828355329494221	29.3304429939442	-1.78052736489909
EPHA2|ENSG00000142627.13|chr1	211	500	337	358	156	313	0.0374131883621707	0.216274483602373	1494	-0.567763848816522	0.272802540509183	303.061571497056	-2.08122639824687
ARHGEF19|ENSG00000142632.17|chr1	52	31	35	66	22	20	0.497440007127063	1	8070	-0.406609432630424	0.599256475463594	37.1911425327606	-0.67852321882023
CPLANE2|ENSG00000132881.12|chr1	21	39	15	24	14	40	0.820766273177479	1	11944	-0.150825049518984	0.665719323602991	24.2775613121171	-0.226559518661246
FBXO42|ENSG00000037637.11|chr1	136	94	53	172	86	191	0.276761599027442	1	5171	0.411346600793441	0.378206991963837	116.388395748692	1.08762294070114
SZRD1|ENSG00000055070.17|chr1	950	1193	754	1737	1213	1859	0.000155651108804299	0.00866282035126048	126	0.518108359966552	0.136997724544354	1229.98194434936	3.78187566026916
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NECAP2|ENSG00000157191.20|chr1	414	557	559	802	375	644	0.991836857208154	0.998034040842206	13984	-0.00209490999702189	0.204757802830102	540.928765777393	-0.0102311607570831
NBPF1|ENSG00000219481.11|chr1	0	0	0	0	0	3	0.59589929695711	1	9289	2.1223710053548	4.0021575735204	0.421244838670102	0.530306707411298
CROCC|ENSG00000058453.17|chr1	99	150	71	162	117	137	0.541776774256548	1	8652	0.192344288626845	0.315252162999464	118.282607971871	0.610128370878686
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ATP13A2|ENSG00000159363.19|chr1	204	334	246	181	139	199	0.00071854256693779	0.0201497681537023	251	-0.800975103086819	0.236806420820327	215.348889490599	-3.38240449862863
SDHB|ENSG00000117118.10|chr1	3028	3261	2425	3362	2787	2980	0.265117247481363	0.586282772114827	5008	-0.135607165087365	0.121688708002343	2930.27150949423	-1.11437755658277
PADI2|ENSG00000117115.13|chr1	31	31	14	14	38	17	0.741992744058954	1	11047	-0.2361044891547	0.717172880464592	24.5828728918347	-0.329215584674297
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RCC2|ENSG00000179051.14|chr1	39	42	25	27	15	23	0.113992389493947	1	2895	-0.929191104579659	0.587909560181095	28.2552416056698	-1.58050007605496
ARHGEF10L|ENSG00000074964.17|chr1	33	60	27	25	56	26	0.674000721963761	1	10237	-0.249836709269071	0.593910884634311	38.0060054472765	-0.420663631081459
ACTL8|ENSG00000117148.8|chr1	117	109	126	143	71	161	0.59037299704793	1	9218	-0.178132739862994	0.330919933100217	118.369844175148	-0.538295587679355
IGSF21|ENSG00000117154.12|chr1	7	6	12	2	0	17	0.582638192034612	1	9121	-0.755568557585699	1.37492286519735	7.21946004522507	-0.549535233365438
KLHDC7A|ENSG00000179023.9|chr1	1	13	0	5	8	0	0.988875014744594	1	13950	-0.0258946256543906	1.85710381368323	4.33110013432573	-0.0139435531086619
PAX7|ENSG00000009709.12|chr1	7	2	0	13	17	7	0.152805582089609	1	3479	1.87589089643691	1.31209488327602	7.53042814124135	1.4296914959025
ALDH4A1|ENSG00000159423.17|chr1	91	138	158	104	59	97	0.0171633757767105	1	984	-0.819759136254219	0.343975700441311	107.589757671655	-2.38318908923651
IFFO2|ENSG00000169991.11|chr1	70	57	89	82	66	78	0.653591681252528	1	10001	-0.178719235932356	0.398235128624366	73.5245418375842	-0.448778179237252
UBR4|ENSG00000127481.15|chr1	155	259	226	419	135	261	0.768923862225182	0.920473796923515	11314	0.0884757733545012	0.301160472059101	231.533045362988	0.293782821993778
EMC1|ENSG00000127463.16|chr1	363	549	449	487	342	543	0.256216560276567	0.576662271933941	4894	-0.208522613641964	0.183659039069462	445.213728896168	-1.13537898650933
MRTO4|ENSG00000053372.5|chr1	4761	5221	4338	5609	4831	5426	0.584652522342709	0.827244391271052	9133	-0.0588698984056564	0.107701672788605	4955.40850688601	-0.546601523276295
AKR7L|ENSG00000211454.16|chr1	0	0	0	14	2	0	0.094175402350333	1	2592	4.55780785504407	2.7230755735883	2.29231555008004	1.67377207568208
AKR7A3|ENSG00000162482.5|chr1	0	0	0	0	5	7	0.134194619597023	1	3202	4.28695545715272	2.86223725806636	1.90982941028788	1.49776383668797
AKR7A2|ENSG00000053371.13|chr1	1944	2763	2147	2481	1517	2512	0.0177005483249587	0.146710435625813	1008	-0.301324121046183	0.127043236017527	2175.83701234087	-2.37182340824986
SLC66A1|ENSG00000040487.13|chr1	193	273	227	255	215	255	0.532336263433214	0.796984793866651	8520	-0.139368160661315	0.223187728298244	232.433306457608	-0.624443654335146
CAPZB|ENSG00000077549.19|chr1	2739	4403	3055	4247	2759	4420	0.690143977741634	0.882841548608653	10414	-0.0503590086565685	0.126320796040229	3491.01431720553	-0.398659684194287
MICOS10|ENSG00000173436.15|chr1	3659	4062	2927	4362	3915	4333	0.695843503726103	0.886107959334304	10476	0.046398124938607	0.118684280938606	3804.02854401406	0.390937406130542
NBL1|ENSG00000158747.15|chr1	367	485	347	596	209	454	0.445123247644191	0.739440938234237	7405	-0.18456844296562	0.241717625590065	394.168239502249	-0.763570478218391
HTR6|ENSG00000158748.4|chr1	0	24	0	11	2	5	0.760172095279493	1	11226	-0.505305362563655	1.65535597095498	6.2286329399545	-0.305254804060146
TMCO4|ENSG00000162542.14|chr1	6	11	11	25	4	11	0.821509716985827	1	11958	0.22352333211102	0.990778967981981	10.6532040291364	0.225603630410416
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OTUD3|ENSG00000169914.6|chr1	61	58	37	108	70	128	0.0564698943325703	1	1898	0.741154827655235	0.388569825760725	73.1921076202282	1.90739161540461
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PLA2G2D|ENSG00000117215.15|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CAMK2N1|ENSG00000162545.6|chr1	402	470	375	514	378	594	0.862927024190962	0.95864617151356	12529	0.0299156601627164	0.173274052708026	443.618743768004	0.172649393808116
MUL1|ENSG00000090432.7|chr1	427	406	369	468	246	375	0.0569247543730946	0.267379993812326	1910	-0.389646067326418	0.20465806769537	375.862365065505	-1.90388813748793
FAM43B|ENSG00000183114.8|chr1	9	0	0	21	3	9	0.341355037186476	1	6017	1.50186778183839	1.57843565701413	6.38373355192072	0.951491291497695
CDA|ENSG00000158825.6|chr1	33	42	12	35	9	13	0.253228562794349	1	4867	-0.838030073977189	0.733478207251555	23.1823670445077	-1.14254256730736
PINK1|ENSG00000158828.8|chr1	1447	1573	1158	1496	1292	1323	0.111929276067009	0.384463088696055	2863	-0.221948682763198	0.139627158792974	1365.60389946255	-1.58958102909106
DDOST|ENSG00000244038.11|chr1	2137	2621	1878	2515	1380	2428	0.0242463878465788	0.174945092655666	1166	-0.303781886213749	0.134822278403367	2105.37583716849	-2.25320243665429
KIF17|ENSG00000117245.13|chr1	2	13	0	5	0	8	0.836000952019756	1	12108	-0.37713480719569	1.82180691134253	4.15817623544159	-0.207011404363248
SH2D5|ENSG00000189410.12|chr1	36	35	114	102	29	81	0.793130696646839	1	11637	-0.146303104329262	0.557881959327103	65.0089788753617	-0.262247419697399
HP1BP3|ENSG00000127483.19|chr1	675	882	698	1031	745	1127	0.29856223297057	0.620083553506478	5445	0.144992529650429	0.139480059119641	833.997962818535	1.03952156720883
EIF4G3|ENSG00000075151.24|chr1	1845	2030	1653	1836	1303	2112	0.0156950165575788	0.139206136089427	935	-0.302902003191939	0.12537690391886	1765.34840346865	-2.41593143333613
ECE1|ENSG00000117298.16|chr1	467	625	487	719	571	778	0.242964033616734	0.564824801880685	4721	0.17889461105262	0.153214326946009	590.889184973073	1.16761020081144
NBPF3|ENSG00000142794.19|chr1	67	75	25	96	39	103	0.558304738532897	1	8857	0.277962270661013	0.474855826396113	63.6528178714891	0.585361398575626
ALPL|ENSG00000162551.14|chr1	0	9	0	7	0	2	0.950925085828486	1	13513	-0.1452723682651	2.36042077485602	2.60885362430558	-0.0615451150966765
USP48|ENSG00000090686.16|chr1	353	429	389	555	460	565	0.204820964110585	0.519961332389777	4245	0.2186310322943	0.17243071281641	447.720402747512	1.26793555929378
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HSPG2|ENSG00000142798.20|chr1	38	39	42	78	40	84	0.266913033269847	1	5029	0.503227126472046	0.453276271268364	51.1254464656899	1.11019958107207
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ENSG00000289694|ENSG00000289694.1|chr1	336	419	283	374	313	410	0.514956526941519	0.788664197129742	8247	-0.122888668116886	0.188728672511323	348.509122521971	-0.651139365744828
CDC42|ENSG00000070831.18|chr1	4161	5191	4111	5330	3868	4735	0.0919758757268029	0.344191380488149	2555	-0.163590007797281	0.0970822665222692	4480.66570286563	-1.68506580714981
WNT4|ENSG00000162552.15|chr1	2	23	9	1	1	8	0.147898369452261	1	3392	-1.94852866262865	1.34660374181829	7.06762496152948	-1.44699483754411
ZBTB40|ENSG00000184677.18|chr1	67	79	77	112	82	182	0.15482548299794	1	3515	0.509836293377434	0.358360292227754	95.6545681834507	1.42269192328209
EPHA8|ENSG00000070886.12|chr1	7	0	0	0	0	0	0.281225344552526	1	5242.5	-3.95107500458897	3.66665007008449	1.30785333061472	-1.07757078779485
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
EPHB2|ENSG00000133216.17|chr1	77	86	55	97	60	110	0.859152311893176	1	12478	0.0652071687897245	0.367460924474309	78.0518699605611	0.177453341149158
TEX46|ENSG00000227868.7|chr1	19	17	2	7	26	16	0.76813391244734	1	11305	0.284992981175873	0.966678571126944	14.5496511033292	0.294816694698871
KDM1A|ENSG00000004487.18|chr1	656	790	514	920	720	1049	0.105508881149371	0.371820067793771	2754	0.247475642445768	0.152884135613392	749.791933299139	1.61871368440461
LUZP1|ENSG00000169641.14|chr1	124	146	131	208	93	118	0.564638377845371	1	8931	-0.181078544260322	0.314391203874817	133.235100141584	-0.575965682336403
HTR1D|ENSG00000179546.5|chr1	1	0	6	16	7	18	0.102357431420474	1	2712	2.19037668595075	1.34088493031465	7.37732482826883	1.63353069039023
HNRNPR|ENSG00000125944.21|chr1	8	0	12	2	14	0	0.792784013183153	1	11631	-0.430076687735811	1.63715779476748	6.70313094290125	-0.26269715058034
ZNF436|ENSG00000125945.15|chr1	1	0	0	0	0	0	0.773946551284644	1	11409	-1.17197914228186	4.0804728567969	0.186836190087818	-0.287216502452572
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RPL11|ENSG00000142676.14|chr1	1821	2391	2419	3098	2931	3252	0.052626271621254	0.258589659550742	1810	0.278541620477808	0.143728179791095	2600.07680561641	1.93797500867722
ELOA|ENSG00000011007.13|chr1	600	581	568	807	641	921	0.198511886532395	0.513856567932987	4149	0.207896234572872	0.161685937900409	669.973813752478	1.28580281793539
PITHD1|ENSG00000057757.10|chr1	1005	1347	1256	1555	1416	1699	0.248662364498267	0.570005668164737	4799	0.164958275927702	0.142993790391546	1351.6689322163	1.1536044710474
LYPLA2|ENSG00000011009.11|chr1	339	472	391	484	210	437	0.129095059973109	0.414386967960442	3137	-0.338069190753179	0.222753917629334	377.96254081453	-1.51768011243569
GALE|ENSG00000117308.15|chr1	308	320	299	402	242	305	0.336150258306011	0.656065792659732	5931	-0.200543334619974	0.208508431508053	307.293199756259	-0.961799641240065
HMGCL|ENSG00000117305.15|chr1	131	105	77	94	98	117	0.515917498508062	1	8263	-0.22437887938213	0.345383569567366	102.930549462247	-0.649651283826822
FUCA1|ENSG00000179163.12|chr1	468	639	558	454	575	527	0.185091518073286	0.496736748334592	3964	-0.274433818023612	0.207082332559939	536.164524641602	-1.32524013338597
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PNRC2|ENSG00000189266.13|chr1	554	632	481	781	618	797	0.212429566665702	0.532083179143662	4327	0.185973329413847	0.149147051480612	626.92875721142	1.2469125441479
SRSF10|ENSG00000188529.15|chr1	2035	2400	1858	2980	2714	2863	0.0419300657233462	0.229679545097245	1587	0.246935314238571	0.121391045862521	2421.05416461713	2.03421358209759
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
IL22RA1|ENSG00000142677.4|chr1	0	5	0	7	0	0	0.913064753934295	1	13090	0.328835640597951	3.01204199926383	1.72035665889721	0.109173657166242
IFNLR1|ENSG00000185436.12|chr1	57	74	32	60	43	62	0.691533369403027	1	10431	-0.177831177361777	0.448191459065407	53.0401004301291	-0.396775024969463
GRHL3|ENSG00000158055.17|chr1	13	5	0	1	0	10	0.566789312548152	1	8957	-1.03212507490639	1.8019370437152	4.72985703424809	-0.572786423646841
STPG1|ENSG00000001460.18|chr1	16	36	25	25	17	27	0.571673742539895	1	9002	-0.362637712798964	0.641169148537277	23.7044318044493	-0.565588212761426
NIPAL3|ENSG00000001461.17|chr1	434	545	369	806	549	703	0.0129110617095909	0.124532633724227	854	0.399372268923275	0.160634767997527	546.905995387003	2.4862131274683
RCAN3|ENSG00000117602.13|chr1	238	265	206	272	300	378	0.326695108373169	0.645540812013029	5824	0.224161670480882	0.228551589429264	270.895211414775	0.980792437456485
NCMAP|ENSG00000184454.7|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SRRM1|ENSG00000133226.18|chr1	424	576	461	762	371	675	0.727457983769949	0.901064395853946	10893	0.0658901076530261	0.189062878301256	524.706617807983	0.348508962970698
CLIC4|ENSG00000169504.15|chr1	549	776	623	943	642	913	0.343781981091297	0.662467337562404	6037	0.140168819150023	0.14805746764679	718.515780109458	0.94671900970516
RUNX3|ENSG00000020633.19|chr1	262	327	207	403	292	430	0.150820528887811	0.450804712714288	3446	0.288594545462894	0.200881709370148	308.79167296118	1.43663923593523
SYF2|ENSG00000117614.10|chr1	792	789	617	801	657	769	0.214098946320697	0.533829760216947	4349	-0.192425889601485	0.154885753728579	727.793678768672	-1.24237307156532
RSRP1|ENSG00000117616.18|chr1	272	292	219	504	296	371	0.0900498545370904	0.340208921930224	2517	0.354710273200851	0.209251958047778	314.001130702618	1.69513478636056
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TMEM50A|ENSG00000183726.11|chr1	2829	3582	2968	3745	2384	3216	0.0361695493895399	0.21281904506881	1465	-0.229844507720259	0.109710132069466	3058.67136210087	-2.09501623400404
RHCE|ENSG00000188672.19|chr1	16	14	5	6	6	0	0.183068431430114	1	3930	-1.67423664258924	1.25753245574965	8.0264370572099	-1.33136654639357
MACO1|ENSG00000204178.11|chr1	210	236	77	216	157	218	0.966382279073535	0.989813369458284	13703	-0.0137720956941474	0.326770820596848	179.456224850416	-0.042146038832331
LDLRAP1|ENSG00000157978.12|chr1	277	388	474	548	246	419	0.488667094814726	0.767290005915903	7978	-0.173559329273488	0.250652390593007	382.723226256747	-0.692430376837308
MAN1C1|ENSG00000117643.15|chr1	58	40	34	42	42	74	0.956355917356424	1	13572	0.0268833006230448	0.491225083232068	47.4805598066435	0.0547270518967868
SELENON|ENSG00000162430.18|chr1	245	280	366	312	136	460	0.390361761065463	0.699281567432317	6674	-0.263059614241146	0.306253093277068	292.26344590864	-0.858961493013084
MTFR1L|ENSG00000117640.18|chr1	314	333	307	496	271	457	0.573939033828462	0.818670613188217	9035	0.113453377303089	0.201781063495617	351.569207215266	0.562259784628172
AUNIP|ENSG00000127423.11|chr1	187	252	210	302	224	294	0.570200809409318	0.815633456480878	8989	0.122568552107638	0.215882526010584	238.404648448997	0.567755780760268
PAQR7|ENSG00000182749.6|chr1	0	0	0	0	6	1	0.280714411252093	1	5227	3.67011655932081	3.40230145867769	1.25272469029254	1.0787158645099
STMN1|ENSG00000117632.23|chr1	11625	14010	10390	13270	11250	13989	0.258066031689996	0.578650952309315	4916	-0.107579432473779	0.0951210476604365	12196.31148694	-1.13097400753844
PAFAH2|ENSG00000158006.14|chr1	110	199	99	224	145	176	0.428737098366934	1	7160	0.229093059881452	0.289494825099097	152.414997681305	0.791354594345621
EXTL1|ENSG00000158008.10|chr1	0	10	0	0	0	0	0.226924143873941	1	4524	-4.17995029862474	3.459306978552	1.5191676824041	-1.20832014173382
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRIM63|ENSG00000158022.7|chr1	0	1	0	0	0	0	0.773946551284644	1	11409	-1.17197914228186	4.0804728567969	0.15191676824041	-0.287216502452572
PDIK1L|ENSG00000175087.10|chr1	185	144	119	214	160	215	0.546595412025194	1	8715	0.1658160211072	0.27504456877873	168.854290184227	0.602869643430759
FAM110D|ENSG00000197245.6|chr1	0	3	0	0	0	7	0.736642092953008	1	10990	1.0865022170753	3.23072037246404	1.4386549282848	0.336303391137078
C1orf232|ENSG00000282872.2|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZNF593|ENSG00000142684.9|chr1	1265	1700	1192	1634	806	1235	0.00876048988291904	0.100332522550893	699	-0.408923995710138	0.156002715738165	1274.00636664715	-2.62126203236408
CNKSR1|ENSG00000142675.18|chr1	3	14	12	18	8	2	0.824532801390979	1	11990	-0.249142589171323	1.12368730010743	9.26035705093725	-0.221718790581244
CATSPER4|ENSG00000188782.9|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CEP85|ENSG00000130695.16|chr1	82	130	60	187	137	193	0.0173525390416607	1	995	0.736570613343907	0.309593815451946	124.926658294384	2.37915157403471
SH3BGRL3|ENSG00000142669.15|chr1	1133	1369	905	1144	434	1225	0.0123863715045834	0.1229310063482	831	-0.539782025997013	0.215831547553168	1005.50787522577	-2.5009412762703
UBXN11|ENSG00000158062.21|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CD52|ENSG00000169442.9|chr1	7	0	0	0	0	8	0.939536001262326	1	13383	-0.203459167571045	2.68228025874904	2.43117290040166	-0.0758530608080207
CRYBG2|ENSG00000176092.17|chr1	11	34	25	79	30	92	0.0235474118345478	1	1153	1.2782988646846	0.564511332111152	41.4150692897512	2.26443437353867
ZNF683|ENSG00000176083.18|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
LIN28A|ENSG00000131914.11|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
DHDDS|ENSG00000117682.18|chr1	156	221	218	272	213	334	0.330494185377414	0.650330451369709	5865	0.235340740620558	0.241841698716624	228.922102602194	0.973118952891233
HMGN2|ENSG00000198830.11|chr1	354	645	452	684	530	790	0.152668811182604	0.452174141884656	3478	0.263926515794497	0.184542318292887	555.274605164605	1.43016798659492
RPS6KA1|ENSG00000117676.14|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
