rownames(readCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
PRAMEF20|ENSG00000204478.11|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
LRRC38|ENSG00000162494.6|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PDPN|ENSG00000162493.17|chr1	436	348	404	366	339	283	0.0153829649153788	0.0739597863574547	2263	-0.357969420104575	0.14772376408568	360.824827956447	-2.4232351668006
KAZN|ENSG00000189337.17|chr1	0	0	5	2	0	8	0.657803169506165	1	10895	0.916682909911131	2.0695034206719	2.548031227638	0.44294824582291
TMEM51|ENSG00000171729.14|chr1	235	196	209	313	206	253	0.35240106640239	0.594830488062148	7383	0.180756937425134	0.194374400785545	233.025216240293	0.929942094713209
FHAD1|ENSG00000142621.21|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EFHD2|ENSG00000142634.13|chr1	131	162	143	147	86	144	0.25958210750436	0.501678673265545	6276	-0.304080210194275	0.269723051385304	135.691313191467	-1.12737939390983
CTRC|ENSG00000162438.12|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CELA2A|ENSG00000142615.8|chr1	0	0	0	6	0	0	0.351422478976906	1	7370.5	3.29923529197364	3.54058381361523	0.927070120241012	0.931833693439626
CELA2B|ENSG00000215704.10|chr1	0	0	0	0	0	1	0.831080014846296	1	12767	0.870432657655199	4.0804728567969	0.169429232247439	0.213316615059773
CASP9|ENSG00000132906.18|chr1	180	149	201	252	185	215	0.323820155425569	0.567502728934033	7042	0.206639749197517	0.20943827236988	195.307967464231	0.986637957137935
DNAJC16|ENSG00000116138.13|chr1	306	252	284	304	344	350	0.323689528605834	0.567430922919811	7040	0.159781117755624	0.161901319807398	304.413324716777	0.986904355972534
AGMAT|ENSG00000116771.6|chr1	3	3	4	0	0	3	0.359392532972883	1	7480	-1.78115181938617	1.9433788203887	2.2267845601087	-0.916523222698248
RSC1A1|ENSG00000215695.2|chr1	42	74	72	74	68	65	0.932908325370176	0.973073935043749	13755	0.0300756514731723	0.357251217113714	65.8000268761277	0.0841862813405033
PLEKHM2|ENSG00000116786.13|chr1	337	222	255	304	307	217	0.733044635449472	0.867877719432651	11708	-0.063173562204805	0.185217182837209	270.467584055721	-0.341078301899934
SLC25A34|ENSG00000162461.8|chr1	0	0	0	1	10	2	0.0485667522373548	1	3233	4.45884144600513	2.26064527799511	2.07495788530203	1.97237553781968
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
FBLIM1|ENSG00000162458.13|chr1	176	130	107	136	172	140	0.879965129686993	0.95076048542215	13260	0.0365264635663399	0.241875613236353	141.983779999271	0.15101341998727
SPEN|ENSG00000065526.12|chr1	1919	1730	1696	2607	2791	2629	3.11799067492207e-13	2.68375343702439e-11	123	0.49796517241428	0.0683154692314013	2202.74482067466	7.2892007918082
ZBTB17|ENSG00000116809.12|chr1	90	90	76	170	146	140	0.00280772319749799	0.0203042114015787	1479	0.739861104947918	0.247607453115288	116.857714906705	2.98804052801848
SRARP|ENSG00000183888.4|chr1	0	0	0	0	5	0	0.415407438064589	1	8069.5	3.06783479046576	3.76691986043737	0.790793867050157	0.81441466878182
HSPB7|ENSG00000173641.18|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CLCNKB|ENSG00000184908.20|chr1	0	1	0	0	0	0	0.796339065306535	1	12334.5	-1.05312069398729	4.0804728567969	0.178502265523233	-0.258087905727174
FAM131C|ENSG00000185519.9|chr1	15	20	0	24	16	5	0.794076794992295	1	12253	0.253936509579847	0.972860872758805	13.0366666762305	0.261020374742529
EPHA2|ENSG00000142627.13|chr1	488	317	328	740	547	627	1.3595091472235e-05	0.000269030342834677	536	0.675862266357375	0.15535989322609	499.081919649616	4.35030079078271
ARHGEF19|ENSG00000142632.17|chr1	27	23	10	48	37	29	0.115515551612053	0.302040786593433	4399	0.838200588738044	0.53257008876373	28.3397612410064	1.57387845547951
CPLANE2|ENSG00000132881.12|chr1	4	3	15	26	7	40	0.0524809963096867	1	3329	1.6425130975994	0.847019894009452	15.7226545031841	1.93916708357864
FBXO42|ENSG00000037637.11|chr1	174	169	173	252	247	189	0.101763108641528	0.276888061714584	4206	0.317954843162605	0.194305512503673	198.378420569111	1.63636553109421
SZRD1|ENSG00000055070.17|chr1	1402	1190	1137	1143	1073	1035	0.000812108336879198	0.00798309281572894	1083	-0.285968839725134	0.0853986406491696	1157.52472635661	-3.3486345631652
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
NECAP2|ENSG00000157191.20|chr1	457	433	482	467	547	466	0.902016565584099	0.960729313867088	13470	0.016511461200297	0.134114862860191	472.622445683905	0.123114327884073
NBPF1|ENSG00000219481.11|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CROCC|ENSG00000058453.17|chr1	184	156	122	157	74	136	0.144861379298556	0.35121028821504	4798	-0.414921463719675	0.284597377381255	137.612711908749	-1.4579244107504
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ATP13A2|ENSG00000159363.19|chr1	149	162	149	64	53	74	5.49151831995267e-07	1.68517983922721e-05	345	-1.35796151351004	0.271142640657736	109.704631429247	-5.00829198320082
SDHB|ENSG00000117118.10|chr1	1916	1957	1650	1760	1913	1503	0.0344892639861618	0.131771143205159	2900	-0.188206260262977	0.0890156814181083	1774.14770610787	-2.11430455021704
PADI2|ENSG00000117115.13|chr1	15	9	18	19	26	9	0.708400754571101	1	11459	0.260499682820586	0.696514300738565	15.7407543715122	0.374004787187226
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RCC2|ENSG00000179051.14|chr1	11	5	20	14	19	19	0.547964329626925	1	9613	0.442194643930622	0.735993406495006	14.5599562232528	0.600813322549272
ARHGEF10L|ENSG00000074964.17|chr1	34	12	26	62	71	21	0.0609433536369711	0.194750161471359	3514	1.00438167669282	0.535982896207302	36.4997731896268	1.87390620820175
ACTL8|ENSG00000117148.8|chr1	66	65	72	75	68	53	0.646145767889938	0.820429988564497	10699	-0.149775422245328	0.326220618525209	66.1239143445627	-0.459123101790557
IGSF21|ENSG00000117154.12|chr1	0	3	2	4	3	6	0.42640775772133	1	8206	1.26049204253507	1.58481939490672	2.9980348556097	0.795353746039473
KLHDC7A|ENSG00000179023.9|chr1	0	2	6	4	0	5	0.976408590061191	1	14178	0.0526755289592484	1.78127829383704	2.88248623460478	0.0295717570586798
PAX7|ENSG00000009709.12|chr1	0	4	2	14	8	5	0.114039473775831	1	4372	2.02431620638769	1.28097414874651	5.343018623004	1.58029434736725
ALDH4A1|ENSG00000159423.17|chr1	135	147	91	131	125	163	0.750095877179175	0.879139272854636	11845	0.0841406872786812	0.264167245655321	131.37461139579	0.318512944592933
IFFO2|ENSG00000169991.11|chr1	57	69	87	64	78	76	0.846993918620518	0.933473526735072	12957	-0.0642417421030363	0.332935751909092	71.8390843080039	-0.192955372724818
UBR4|ENSG00000127481.15|chr1	605	461	474	657	713	701	0.00474625522995936	0.0306955431396333	1661	0.344373529654728	0.121955268926219	595.12336007325	2.82376917936254
EMC1|ENSG00000127463.16|chr1	438	442	443	537	495	481	0.434760483249058	0.667808386190723	8290	0.0995714699157378	0.127480619404078	469.454593730035	0.781071431729747
MRTO4|ENSG00000053372.5|chr1	3269	2870	2896	3454	3256	2777	0.725985085261047	0.86447014932614	11636	-0.022093146738417	0.0630384050772744	3062.04480852925	-0.350471220065523
AKR7L|ENSG00000211454.16|chr1	5	0	3	11	17	20	0.013383984450598	1	2167	2.53409245567859	1.02454425078231	9.10060819410944	2.47338507218565
AKR7A3|ENSG00000162482.5|chr1	23	0	10	18	16	22	0.412677920593413	1	8038	0.728659156998897	0.889487179925946	14.4566785056898	0.819190173218192
AKR7A2|ENSG00000053371.13|chr1	1342	1079	1169	1134	1296	1217	0.500368139545462	0.719342111231739	9039	-0.0628168066928757	0.0932123708658452	1198.55815262259	-0.673910620547181
SLC66A1|ENSG00000040487.13|chr1	168	133	134	170	199	189	0.194003403752585	0.417631971437294	5515	0.275439166008593	0.212067678069537	163.846620666322	1.29882671662146
CAPZB|ENSG00000077549.19|chr1	3540	2756	2761	2946	2494	2806	0.00574910857338909	0.0356357215845845	1734	-0.219006456777572	0.0792996570246664	2866.75406648266	-2.76175793180857
MICOS10|ENSG00000173436.15|chr1	1718	1495	1411	1309	1475	1145	0.00025795397105705	0.00319410373284326	861	-0.325421076344623	0.0890532312371032	1418.40620640582	-3.6542309787524
NBL1|ENSG00000158747.15|chr1	271	209	226	238	257	249	0.95867625480873	0.98264989972321	14017	-0.00907243760838679	0.175093522984584	239.863471728847	-0.0518148099012525
HTR6|ENSG00000158748.4|chr1	0	4	1	2	0	3	0.956457333501846	1	13990	-0.118978721656341	2.17910722178548	1.70803493149789	-0.0545997555635902
TMCO4|ENSG00000162542.14|chr1	12	22	0	25	24	14	0.366834398524297	1	7550	0.784454306255724	0.869279586841805	15.8621853016902	0.902418874352887
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OTUD3|ENSG00000169914.6|chr1	167	143	160	151	154	149	0.512190800958473	0.728839248621957	9148	-0.13921795135987	0.212406977057634	153.237481671315	-0.655430218387293
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PLA2G2D|ENSG00000117215.15|chr1	0	2	0	0	0	0	0.619503544925188	1	10388	-2.00268770568795	4.0331714166679	0.357004531046467	-0.496554075884659
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CAMK2N1|ENSG00000162545.6|chr1	489	390	468	497	448	435	0.677478991334277	0.838297110946235	11150	-0.054966469001712	0.132160886282446	451.276896188738	-0.415905723303347
MUL1|ENSG00000090432.7|chr1	434	272	267	434	482	352	0.0859047138450806	0.247156510876855	3943	0.300419846115422	0.174926346180122	367.545424018479	1.71740765571173
FAM43B|ENSG00000183114.8|chr1	10	12	8	3	0	13	0.394719874314627	1	7836	-0.957748788821744	1.12532144764624	7.80896355894381	-0.851089073993041
CDA|ENSG00000158825.6|chr1	19	7	18	7	17	11	0.596175636101071	1	10141	-0.405393371262949	0.765025777248152	13.0798802635227	-0.529908119856007
PINK1|ENSG00000158828.8|chr1	967	773	874	781	856	635	0.00855884340590272	0.0480530238560448	1923	-0.293918846199232	0.111790629503236	809.548935993002	-2.62919036689676
DDOST|ENSG00000244038.11|chr1	1022	967	853	958	1067	896	0.6048990054052	0.792190223926875	10238	-0.0512230321633348	0.0990068796214552	954.137530019838	-0.517368412772748
KIF17|ENSG00000117245.13|chr1	18	20	10	20	22	9	0.982531613373067	1	14250	-0.014849737655956	0.678221180374335	16.2885683611436	-0.0218951251975939
SH2D5|ENSG00000189410.12|chr1	49	81	84	47	56	50	0.110015144636085	0.291620014086688	4327	-0.590118406291468	0.369256709833328	61.6699330495966	-1.59812507281947
HP1BP3|ENSG00000127483.19|chr1	1206	1069	1294	1397	1310	1191	0.723540133121517	0.862921297803271	11614	0.0330889341368236	0.093542521955499	1235.72351683572	0.353731473613305
EIF4G3|ENSG00000075151.24|chr1	1543	1521	1525	1409	1637	1290	0.0494259809990512	0.169563467542759	3258	-0.176390822747943	0.0897709569068719	1481.05858032441	-1.9648985465414
ECE1|ENSG00000117298.16|chr1	526	510	453	462	459	422	0.0572019524418251	0.186842125431983	3435	-0.240290203094064	0.126351189205926	470.047984243889	-1.9017644756983
NBPF3|ENSG00000142794.19|chr1	128	73	63	93	119	85	0.761551335270277	0.885509934164319	11944	0.0947512330685663	0.312252534617867	92.0705804879444	0.303444240042831
ALPL|ENSG00000162551.14|chr1	2	14	12	7	6	2	0.327571379243196	1	7103	-1.04788379353615	1.0703423525948	7.30642280008296	-0.979017405969026
USP48|ENSG00000090686.16|chr1	426	416	389	462	476	315	0.637494951070226	0.814918986595083	10616	-0.0729476159113899	0.154811062186098	410.647766436905	-0.471204156093832
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
HSPG2|ENSG00000142798.20|chr1	30	48	26	15	0	17	0.0178331807426547	1	2352	-1.78879920266274	0.755065888291222	23.1219744724055	-2.36906372066541
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ENSG00000289694|ENSG00000289694.1|chr1	294	249	202	198	232	179	0.0492844536228038	0.169358210858435	3251	-0.377926872396163	0.192219385397182	224.418260775429	-1.96612257195211
CDC42|ENSG00000070831.18|chr1	4843	4421	4190	3646	4225	3480	3.45864913144969e-07	1.10291320345355e-05	332	-0.335631237981583	0.0658543525179823	4119.41161449143	-5.09656879383842
WNT4|ENSG00000162552.15|chr1	0	3	2	20	0	13	0.0715158639495529	1	3702	2.59258646194091	1.43857730366995	6.18175014842104	1.80218779715693
ZBTB40|ENSG00000184677.18|chr1	238	145	210	248	191	247	0.54499763476308	0.751875157575805	9586	0.129728816447899	0.214331089860916	211.142229737079	0.605272975246301
EPHA8|ENSG00000070886.12|chr1	0	6	0	5	2	13	0.298192719893478	1	6739	1.63164153609004	1.56840826086589	4.36246959271035	1.04031684657746
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EPHB2|ENSG00000133216.17|chr1	59	73	93	84	87	54	0.744744710308831	0.87519283472523	11807	-0.109916771168704	0.337606472198151	74.7170223308411	-0.325576611292543
TEX46|ENSG00000227868.7|chr1	7	5	1	0	5	10	0.898633379100053	1	13435	0.178129391967909	1.3983225100826	4.66528434592494	0.127387917081723
KDM1A|ENSG00000004487.18|chr1	737	563	676	823	719	520	0.806232122126229	0.911251805305185	12486	-0.0338158532685261	0.137860874335731	665.907940473155	-0.24528970551989
LUZP1|ENSG00000169641.14|chr1	207	248	184	231	189	169	0.293307193759039	0.537985923629373	6689	-0.216976345739798	0.206468310405383	203.85486298142	-1.05089417990481
HTR1D|ENSG00000179546.5|chr1	9	5	1	7	9	0	0.997603437114124	1	14409	0.00406534205362549	1.35346700090115	5.00262950390574	0.00300365066227602
HNRNPR|ENSG00000125944.21|chr1	7	3	3	7	2	1	0.731288764452207	1	11687	-0.471275723236096	1.37233452889469	3.7439518098672	-0.343411692494303
ZNF436|ENSG00000125945.15|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RPL11|ENSG00000142676.14|chr1	1118	1023	831	826	919	745	0.00180995307370276	0.0145386746519659	1328	-0.344656898395502	0.110475271822727	906.095263959938	-3.11976510859871
ELOA|ENSG00000011007.13|chr1	964	649	973	833	735	703	0.0351827192309445	0.13379299446798	2913	-0.276056328637099	0.1310653745777	804.851873242935	-2.10624911061803
PITHD1|ENSG00000057757.10|chr1	754	840	869	963	870	909	0.606285693627714	0.793319322511013	10250	0.0584416718127305	0.113394733478044	863.578681475138	0.515382593355153
LYPLA2|ENSG00000011009.11|chr1	271	305	294	207	172	169	3.26319076077272e-05	0.000554532914675775	624	-0.765156270064953	0.184185226509114	237.228598960447	-4.15427602184527
GALE|ENSG00000117308.15|chr1	231	220	201	215	302	266	0.356436198819883	0.598558168444968	7442	0.177065139520924	0.192007735725889	237.504388028434	0.922177113601834
HMGCL|ENSG00000117305.15|chr1	112	97	90	123	132	106	0.472201638169254	0.699427820672651	8684	0.181670985061045	0.252706380107749	108.835998334018	0.718901457824628
FUCA1|ENSG00000179163.12|chr1	455	383	440	417	547	341	0.689187710191932	0.845668786254286	11266	-0.0643549249378419	0.160904348457048	427.053651893148	-0.399957649093746
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PNRC2|ENSG00000189266.13|chr1	693	667	731	1049	990	1018	9.12222681981682e-06	0.000192002018571373	503	0.455742621584729	0.10271418929467	849.364663738274	4.43699769928845
SRSF10|ENSG00000188529.15|chr1	2414	2254	2292	3303	3078	2887	1.49028138694687e-07	5.17298657167428e-06	305	0.320544829351484	0.0610125057464752	2676.80806551483	5.25375618374767
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	3	0	0.559565301256222	1	9719.5	2.33150829867172	3.99581667367999	0.474476320230094	0.583487304117107
IL22RA1|ENSG00000142677.4|chr1	0	3	0	0	17	0	0.542305672082947	1	9508	2.33364235837582	3.82984925620686	3.22420594454023	0.609330081228079
IFNLR1|ENSG00000185436.12|chr1	62	57	85	67	30	78	0.444910621919757	0.676762752049492	8402	-0.308222347512983	0.403470833271416	63.3479513738291	-0.763927208848927
GRHL3|ENSG00000158055.17|chr1	10	13	5	8	14	0	0.666570222150771	1	10999	-0.467815394023095	1.085771416682	8.24152266877806	-0.430859927638072
STPG1|ENSG00000001460.18|chr1	37	8	14	43	42	44	0.0526338198890209	0.17695593876312	3334	1.07549545694507	0.554976088258692	30.5158632717174	1.93791314562682
NIPAL3|ENSG00000001461.17|chr1	649	551	509	591	488	458	0.055387242985677	0.182902289921822	3400	-0.24326152980952	0.126974749102368	537.402035925098	-1.91582603257125
RCAN3|ENSG00000117602.13|chr1	326	261	347	331	250	259	0.160151724211067	0.373113366090608	5043	-0.24611400264614	0.175224801431129	294.213913963868	-1.40456145840104
NCMAP|ENSG00000184454.7|chr1	0	0	0	3	0	0	0.564902906233595	1	9806.5	2.30097353756438	3.99769976039966	0.463535060120506	0.575574374133175
SRRM1|ENSG00000133226.18|chr1	819	592	650	799	647	730	0.964836924017089	0.98540695683667	14078	-0.00537442136506244	0.121911383951246	699.988591772888	-0.0440846555167623
CLIC4|ENSG00000169504.15|chr1	903	875	882	1350	1329	1112	6.04325678740732e-06	0.000137039806605813	466	0.416009721967404	0.0919384862929426	1062.55642025578	4.52487025555193
RUNX3|ENSG00000020633.19|chr1	425	447	410	433	350	401	0.152909612327532	0.362484116818537	4936	-0.207591566526929	0.145237048250624	409.895706771538	-1.42932928634507
SYF2|ENSG00000117614.10|chr1	596	455	552	682	613	509	0.543053688403241	0.750562584742181	9552	0.0783774057718743	0.128867449906727	561.924210447287	0.608201728431833
RSRP1|ENSG00000117616.18|chr1	580	513	463	526	533	524	0.610863555611701	0.796160588854005	10294	-0.0622646541935091	0.122365597097577	519.795273560182	-0.508841174892138
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TMEM50A|ENSG00000183726.11|chr1	2210	2168	1948	1724	1947	1538	6.31298234329445e-06	0.000141533091373508	472	-0.373646361530624	0.0827451860379853	1916.8785202531	-4.51562658109314
RHCE|ENSG00000188672.19|chr1	0	0	0	1	0	0	0.831080014846296	1	12767	0.870432657655198	4.0804728567969	0.154511686706835	0.213316615059773
MACO1|ENSG00000204178.11|chr1	152	184	187	266	254	259	0.0146913742731639	0.071529748123419	2233	0.477312791494392	0.195628105134592	215.168656647992	2.43989886405126
LDLRAP1|ENSG00000157978.12|chr1	440	289	424	411	203	416	0.514255608920841	0.730026674969372	9172	-0.241751137913607	0.37065566836957	362.439852042243	-0.652225659942057
MAN1C1|ENSG00000117643.15|chr1	32	37	48	36	41	31	0.619178414087154	0.802094161404759	10367	-0.218385216200228	0.43939353765694	37.4648600971133	-0.49701508439283
SELENON|ENSG00000162430.18|chr1	259	303	213	220	216	191	0.0373248202399419	0.139483894062924	2972	-0.401256211582248	0.192708437960953	233.348253277705	-2.08219326474719
MTFR1L|ENSG00000117640.18|chr1	285	223	243	272	311	261	0.630258153604571	0.810381993193822	10529	0.0810121131529732	0.16829715689146	263.415720991618	0.481363527758346
AUNIP|ENSG00000127423.11|chr1	234	156	202	412	308	364	1.94697161285454e-05	0.000354168186688849	583	0.78829307475622	0.184573625814111	274.724908385953	4.27088686847455
PAQR7|ENSG00000182749.6|chr1	7	9	0	3	0	8	0.700569235047853	1	11388	-0.586874391405038	1.52612423981667	4.53646133734438	-0.384552172158368
STMN1|ENSG00000117632.23|chr1	9324	8081	7895	8292	8137	7580	0.000158367333864834	0.0021250126281711	794	-0.164541824531844	0.0435576086851567	8169.87731695087	-3.77756790372001
PAFAH2|ENSG00000158006.14|chr1	161	134	142	133	137	128	0.315185791921738	0.559314780267421	6937	-0.223103540342189	0.222126158457945	138.469909769633	-1.00440012059376
EXTL1|ENSG00000158008.10|chr1	1	0	0	1	0	0	0.982141113506497	1	14236	-0.0913400145584324	4.0804728567969	0.313221976640444	-0.0223846641710375
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TRIM63|ENSG00000158022.7|chr1	0	0	0	1	0	0	0.831080014846296	1	12767	0.870432657655198	4.0804728567969	0.154511686706835	0.213316615059773
PDIK1L|ENSG00000175087.10|chr1	277	206	193	345	339	346	0.00191855529565117	0.015214790198546	1345	0.525618332072027	0.169414471050625	280.385043721918	3.10255864692314
FAM110D|ENSG00000197245.6|chr1	1	1	0	0	0	0	0.63272446129397	1	10564	-1.93048352246092	4.03955011863798	0.337212555456842	-0.477895672974549
C1orf232|ENSG00000282872.2|chr1	0	3	0	0	0	0	0.516402097553284	1	9198.5	-2.58999478384208	3.99135324474711	0.5355067965697	-0.648901418898638
ZNF593|ENSG00000142684.9|chr1	960	749	674	1142	1030	1163	0.000343205467653091	0.00402828856545818	908	0.403553810027471	0.112715214839063	941.567929842277	3.5802957977206
CNKSR1|ENSG00000142675.18|chr1	17	17	18	11	17	7	0.335077958875114	1	7191	-0.673747370381169	0.698954384991008	14.4878121567254	-0.963936109206663
CATSPER4|ENSG00000188782.9|chr1	6	0	0	0	0	0	0.326909415641274	1	7088.5	-3.4328133290446	3.50159145775671	0.95226173960165	-0.980358037326214
