rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
AGMAT|ENSG00000116771.6|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RSC1A1|ENSG00000215695.2|chr1	12	40	13	23	12	39	0.997280695066894	1	13146	-0.00247785784711734	0.727038982876717	21.7097566656451	-0.00340814991420826
PLEKHM2|ENSG00000116786.13|chr1	89	80	67	145	75	108	0.501343872122064	1	6984	0.23124671173258	0.343924306263465	90.8090500641232	0.672376762913153
SLC25A34|ENSG00000162461.8|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FBLIM1|ENSG00000162458.13|chr1	92	99	81	129	111	150	0.312218545540862	1	4624	0.305790328417384	0.30258959616973	107.359514365387	1.01057780005714
SPEN|ENSG00000065526.12|chr1	740	947	618	1319	509	1237	0.420675565923652	0.783188929705371	5965	0.159352312224075	0.19789178434091	851.650334712697	0.805249761908039
ZBTB17|ENSG00000116809.12|chr1	134	118	47	42	42	49	0.00190002815230713	1	173	-1.35550974357142	0.436496684336477	72.5526688121837	-3.10542964520325
SRARP|ENSG00000183888.4|chr1	0	6	0	0	0	0	0.384067072332683	1	5509.5	-3.44511821256752	3.95796320108631	0.91150060944246	-0.870427044804753
HSPB7|ENSG00000173641.18|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CLCNKB|ENSG00000184908.20|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FAM131C|ENSG00000185519.9|chr1	0	5	18	1	0	3	0.110149926506745	1	2074	-2.88985854210755	1.80896590911484	4.82590018958664	-1.59751962574111
EPHA2|ENSG00000142627.13|chr1	159	446	308	317	140	271	0.0606402478734124	0.371157098539157	1349	-0.549220726260914	0.292744496726927	265.000128463705	-1.87610948250627
ARHGEF19|ENSG00000142632.17|chr1	31	22	35	32	15	20	0.288767592056142	1	4363	-0.667618593747373	0.629336636285627	25.9360260965336	-1.06082906230867
CPLANE2|ENSG00000132881.12|chr1	21	6	2	11	4	30	0.768039933899873	1	10262	0.318074039774881	1.07843747578957	11.6885922570834	0.294939713164182
FBXO42|ENSG00000037637.11|chr1	105	85	32	147	71	154	0.225249519433995	1	3588	0.505195676822148	0.416591985369801	93.7293094545489	1.2126869804605
SZRD1|ENSG00000055070.17|chr1	274	343	265	473	343	592	0.0151401341856333	0.208350016521901	534	0.450873781030684	0.185620424563803	366.576927740613	2.42900953432366
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
NECAP2|ENSG00000157191.20|chr1	208	275	188	378	212	321	0.307063586876463	0.7046565473225	4559	0.217455480755352	0.212898826189408	253.532792488519	1.02140291070412
NBPF1|ENSG00000219481.11|chr1	0	0	0	0	0	3	0.59589929695711	1	8149	2.1223710053548	4.0021575735204	0.421244838670102	0.530306707411298
CROCC|ENSG00000058453.17|chr1	41	83	34	74	74	64	0.524201521721401	1	7263	0.279136205809029	0.438285397133394	59.7570390917537	0.636882286370296
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ATP13A2|ENSG00000159363.19|chr1	29	16	19	4	6	27	0.216522661699767	1	3474	-1.07311515312837	0.86833727654213	17.0041411768892	-1.23582757773765
SDHB|ENSG00000117118.10|chr1	485	518	371	392	427	465	0.12730647093143	0.502643181949846	2313	-0.287973768334545	0.188858775948146	439.86407442141	-1.52481009626798
PADI2|ENSG00000117115.13|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RCC2|ENSG00000179051.14|chr1	33	16	20	14	8	7	0.0568763652692348	1	1300	-1.50552941476919	0.790611378311239	16.8813683158393	-1.90425973628792
ARHGEF10L|ENSG00000074964.17|chr1	26	43	18	13	42	16	0.61615361929767	1	8424	-0.35343465846615	0.705023459402263	26.7150799504423	-0.501309075255171
ACTL8|ENSG00000117148.8|chr1	12	14	18	20	15	25	0.783240066752384	1	10524	0.203688559609635	0.7404187242493	16.9129004956351	0.275099147196948
IGSF21|ENSG00000117154.12|chr1	0	5	0	0	0	11	0.710755810684908	1	9636	1.00500493075312	2.71006814610745	2.30414824965909	0.370841202719066
KLHDC7A|ENSG00000179023.9|chr1	1	12	0	2	8	0	0.905551670731875	1	12119	-0.232214966295699	1.95712216800698	3.76742358707311	-0.118651237051887
PAX7|ENSG00000009709.12|chr1	0	2	0	8	3	1	0.295204989871196	1	4419	2.49029970242278	2.37902900881923	2.09842943210467	1.04677147407243
ALDH4A1|ENSG00000159423.17|chr1	20	10	47	43	7	26	0.613964285489275	1	8394	-0.393486553268565	0.780072863128654	25.2655681616713	-0.504422819799679
IFFO2|ENSG00000169991.11|chr1	48	44	83	75	52	74	0.885610527885097	1	11853	-0.0634970468632971	0.441378913137605	62.1521329130956	-0.143860626263088
UBR4|ENSG00000127481.15|chr1	31	26	36	118	28	79	0.0653627833959388	1	1430	0.965708242235829	0.524052868707274	49.2368385655096	1.84276873556293
EMC1|ENSG00000127463.16|chr1	75	91	97	103	88	105	0.885521644611793	1	11852	-0.0479037944024593	0.332727198789106	91.9349143042534	-0.143973184569208
MRTO4|ENSG00000053372.5|chr1	1704	1835	1536	1903	1711	1960	0.526195524179853	0.844117848503376	7295	-0.0712808136822942	0.112461480399311	1750.0698714028	-0.633824251905642
AKR7L|ENSG00000211454.16|chr1	0	0	0	0	2	0	0.637612825571267	1	8704	1.89280019873528	4.01835063776712	0.370769914689725	0.47103908278822
AKR7A3|ENSG00000162482.5|chr1	0	0	0	0	0	4	0.524104846284139	1	7246	2.5345511369932	3.97869542933534	0.561659784893469	0.63703070064265
AKR7A2|ENSG00000053371.13|chr1	204	282	254	304	144	244	0.154242556631069	0.54469793053852	2660	-0.34140184249784	0.239629884829701	233.135996181727	-1.42470478062645
SLC66A1|ENSG00000040487.13|chr1	101	146	97	142	135	94	0.851564444010518	1	11292	-0.0606745569530956	0.324250144693524	117.669483213669	-0.187122682737564
CAPZB|ENSG00000077549.19|chr1	522	657	418	816	449	663	0.768017869693861	0.938313087780377	10261	0.0492268397651916	0.166888409258571	567.12875796273	0.294968595985126
MICOS10|ENSG00000173436.15|chr1	558	410	428	508	421	529	0.384955165619901	0.758916761435113	5529	-0.169486456127539	0.195080534619204	471.999821389026	-0.868802499738765
NBL1|ENSG00000158747.15|chr1	81	52	58	117	44	92	0.77298712570776	1	10332	0.121467360651579	0.421074754802834	71.4701178196221	0.28846982457653
HTR6|ENSG00000158748.4|chr1	0	14	0	5	0	5	0.770483578027911	1	10290	-0.617307581074118	2.1159336211307	3.51517578483626	-0.291742413329698
TMCO4|ENSG00000162542.14|chr1	0	10	1	6	4	1	0.985452922891429	1	13022	-0.0332679987332124	1.82459690674889	3.41952080770043	-0.0182330675943599
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OTUD3|ENSG00000169914.6|chr1	61	58	11	106	63	105	0.0880970171269138	1	1758	0.871531313817276	0.511005458460857	63.3235140529387	1.70552251328649
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PLA2G2D|ENSG00000117215.15|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CAMK2N1|ENSG00000162545.6|chr1	200	232	175	203	132	234	0.175403611742699	0.567300006949696	2949	-0.322515237102258	0.238010936596654	191.90604029038	-1.35504377115581
MUL1|ENSG00000090432.7|chr1	331	322	297	338	180	265	0.0140658365459122	0.200709192853728	512	-0.523920183089992	0.213359241762984	285.609834258178	-2.45557763873197
FAM43B|ENSG00000183114.8|chr1	9	0	0	12	3	7	0.581324144849046	1	7972	0.938200422223423	1.70132871594327	4.86762432243736	0.551451588062601
CDA|ENSG00000158825.6|chr1	10	7	10	3	0	1	0.03899869249048	1	1016	-3.08130046335729	1.49273299053226	5.4327419204876	-2.06420068619144
PINK1|ENSG00000158828.8|chr1	200	270	217	271	292	207	0.976110314008767	0.995495465541388	12916	-0.00756910715019781	0.252760594665415	241.067398018375	-0.029945756221286
DDOST|ENSG00000244038.11|chr1	209	298	232	315	202	268	0.533670893503745	0.84707430551989	7429	-0.130172918969342	0.209142638138573	247.845584099033	-0.622412149564132
KIF17|ENSG00000117245.13|chr1	2	7	0	0	0	0	0.194878539847247	1	3201	-4.09832827388172	3.16160375474671	1.43708975785851	-1.29628144188804
SH2D5|ENSG00000189410.12|chr1	23	12	28	39	13	14	0.747267319760314	1	10035	-0.238957126571717	0.741539342853671	21.3055305774085	-0.322244704714029
HP1BP3|ENSG00000127483.19|chr1	209	239	177	283	234	281	0.489537776193694	0.823687771417621	6848	0.146276958807412	0.211675262757199	231.529769857525	0.691044182027063
EIF4G3|ENSG00000075151.24|chr1	441	453	361	408	335	498	0.182090687612742	0.580018067728636	3030	-0.236155441275931	0.176982243587776	409.594233509604	-1.33434539244502
ECE1|ENSG00000117298.16|chr1	120	119	97	254	133	204	0.0376224931742869	0.298358415738083	984	0.573236643733892	0.275734521741874	147.56485733585	2.07894405137461
NBPF3|ENSG00000142794.19|chr1	11	25	2	8	10	26	0.942411800892877	1	12550	0.0710082560082887	0.98296446320528	12.8455391329365	0.0722388841777075
ALPL|ENSG00000162551.14|chr1	0	3	0	0	0	0	0.540106360104161	1	7501.5	-2.4553532029839	4.00774428907155	0.45575030472123	-0.612652161885487
USP48|ENSG00000090686.16|chr1	59	64	19	122	71	116	0.0377301053998611	1	986	0.915075832208735	0.440411458376079	70.644068837506	2.07777480536696
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HSPG2|ENSG00000142798.20|chr1	18	6	0	14	0	14	0.931865793112607	1	12421	-0.124917703759209	1.46106656602063	8.16190691354063	-0.0854976129523217
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ENSG00000289694|ENSG00000289694.1|chr1	55	53	54	83	57	62	0.824064513855276	1	10997	0.0902134377596513	0.40578129265022	59.51572370888	0.222320346929878
CDC42|ENSG00000070831.18|chr1	845	962	634	916	742	864	0.271593284800238	0.668835331222277	4141	-0.154163832345519	0.140225323877433	812.17180333496	-1.0994007935419
WNT4|ENSG00000162552.15|chr1	0	10	0	0	0	0	0.223796277677985	1	3575.5	-4.18009111243058	3.43617513988042	1.5191676824041	-1.21649535959801
ZBTB40|ENSG00000184677.18|chr1	34	54	35	68	48	120	0.111319214971289	1	2089	0.715069493202017	0.449082017497326	56.4581868133539	1.59229153103703
EPHA8|ENSG00000070886.12|chr1	5	0	0	0	0	0	0.381239284347363	1	5468	-3.46504196926073	3.95726587578282	0.934180950439089	-0.875615154004602
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
EPHB2|ENSG00000133216.17|chr1	28	25	5	26	23	48	0.450175882438129	1	6341	0.539991730726211	0.71510543734667	24.5760826759072	0.755121835920866
TEX46|ENSG00000227868.7|chr1	15	3	0	0	4	4	0.454521299846909	1	6388	-1.33575815685158	1.78601496380299	4.56149277031142	-0.747898636866585
KDM1A|ENSG00000004487.18|chr1	116	162	114	148	126	175	0.978895751299174	1	12943	-0.00717019537915519	0.271050682926269	136.744299401221	-0.0264533381792128
LUZP1|ENSG00000169641.14|chr1	105	113	96	151	73	82	0.419953082864454	1	5945	-0.274685413754697	0.340588360201536	101.265128457393	-0.806502646162532
HTR1D|ENSG00000179546.5|chr1	1	0	6	6	7	15	0.259240754058743	1	3987	1.67134818855321	1.48144544364148	5.58354739289136	1.12818747104512
HNRNPR|ENSG00000125944.21|chr1	6	0	0	1	10	0	0.719372001795706	1	9726	0.82121219064958	2.28560046427802	3.11211997364627	0.359298225339215
ZNF436|ENSG00000125945.15|chr1	1	0	0	0	0	0	0.773946551284644	1	10379	-1.17197914228186	4.0804728567969	0.186836190087818	-0.287216502452572
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RPL11|ENSG00000142676.14|chr1	413	549	397	524	598	551	0.501910942103029	0.829492534221294	6992	0.125412627920054	0.186768775850347	498.082080491654	0.671486051932705
ELOA|ENSG00000011007.13|chr1	414	470	417	585	444	692	0.273663818739886	0.668835331222277	4163	0.177049838864933	0.161738964196607	489.786740650433	1.09466410734345
PITHD1|ENSG00000057757.10|chr1	519	648	539	835	725	874	0.0281110990308528	0.274944051939631	793	0.306343761838147	0.139517800409827	672.18294608432	2.19573245090072
LYPLA2|ENSG00000011009.11|chr1	46	65	70	84	31	88	0.807939203020764	1	10790	-0.10775136413959	0.443265380443845	61.743292854192	-0.243085449244194
GALE|ENSG00000117308.15|chr1	37	28	27	78	25	44	0.465236514132909	1	6525	0.397985421927939	0.544997802749077	37.9469717408135	0.730251424722121
HMGCL|ENSG00000117305.15|chr1	23	25	20	46	17	27	0.809174686148555	1	10806	0.150725068618591	0.624143944055846	25.2491251791595	0.241490877311315
FUCA1|ENSG00000179163.12|chr1	62	98	123	74	101	117	0.684845669040557	1	9288	-0.156341156062762	0.385209827123828	95.7509490639034	-0.405859729047113
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PNRC2|ENSG00000189266.13|chr1	528	549	439	699	509	672	0.547488095066028	0.854520456885086	7593	0.0898853411988983	0.149428255888593	552.263419333569	0.601528410168372
SRSF10|ENSG00000188529.15|chr1	801	812	624	949	829	1010	0.43821762724478	0.796420373574671	6210	0.109031171188337	0.140647899962769	820.373138825092	0.775206535022554
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IL22RA1|ENSG00000142677.4|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IFNLR1|ENSG00000185436.12|chr1	53	72	29	60	36	59	0.676048903077508	1	9190	-0.193262059807878	0.462503458549285	49.6853462182056	-0.417860788358373
GRHL3|ENSG00000158055.17|chr1	0	5	0	1	0	10	0.6877498944705	1	9324	0.999022932592115	2.4856850739472	2.30098656310646	0.401910500675652
STPG1|ENSG00000001460.18|chr1	0	18	25	21	15	11	0.939986881716001	1	12517	-0.078236863500512	1.0391905493602	14.8141288417702	-0.0752863500814936
NIPAL3|ENSG00000001461.17|chr1	111	122	91	218	140	179	0.0612598781782644	1	1360	0.507842012609852	0.271338921713791	138.01601287745	1.87161506134946
RCAN3|ENSG00000117602.13|chr1	69	113	55	129	96	125	0.265005466260521	1	4065	0.375020782241171	0.336450662376212	93.8311201495788	1.11463826402527
NCMAP|ENSG00000184454.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SRRM1|ENSG00000133226.18|chr1	216	155	134	290	191	292	0.152544087203498	0.542908322593656	2641	0.371644914552123	0.259782042200472	206.230610674497	1.43060279072457
CLIC4|ENSG00000169504.15|chr1	101	232	188	266	190	250	0.394757775797381	0.768085706709326	5620	0.23434740878817	0.275372114888314	197.588603788217	0.851020840956307
RUNX3|ENSG00000020633.19|chr1	181	178	98	229	156	226	0.454846006327397	0.804341848194244	6397	0.203619128540756	0.272451032056319	172.041484393138	0.74736045961707
SYF2|ENSG00000117614.10|chr1	469	441	347	432	379	436	0.225381354402425	0.625630114297042	3592	-0.221087742923331	0.182364115839108	413.019632219233	-1.21234236190626
RSRP1|ENSG00000117616.18|chr1	244	259	198	473	253	337	0.0880705417242904	0.435799120095167	1757	0.367564270413323	0.215496216264287	282.663497015958	1.70566461344517
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TMEM50A|ENSG00000183726.11|chr1	631	965	696	898	693	879	0.489965877154874	0.8239801552313	6854	-0.0942586027201254	0.13653482209452	775.278896653751	-0.69036309766363
RHCE|ENSG00000188672.19|chr1	0	10	0	3	3	0	0.776107531273794	1	10437	-0.67962013962047	2.38970320736711	2.4870823334509	-0.284395207540961
MACO1|ENSG00000204178.11|chr1	178	179	68	151	91	149	0.333886779401315	1	4887	-0.332759727974431	0.344359617253738	132.218801500109	-0.96631460630658
LDLRAP1|ENSG00000157978.12|chr1	59	102	107	128	67	103	0.80760316304085	1	10784	-0.0880378405924346	0.361523104363035	91.8228251252633	-0.243519264826927
MAN1C1|ENSG00000117643.15|chr1	55	32	27	37	21	37	0.351057282741222	1	5106	-0.519744679491904	0.557342760986089	34.5658621359127	-0.932540468584064
SELENON|ENSG00000162430.18|chr1	33	27	32	46	10	64	0.914043970161556	1	12219	0.0678313143957255	0.628421859926947	33.6575244253982	0.107939138851107
MTFR1L|ENSG00000117640.18|chr1	97	105	82	134	86	195	0.346120033669417	1	5050	0.305633754143099	0.324403127177685	111.770389661721	0.942141824593739
AUNIP|ENSG00000127423.11|chr1	150	199	150	263	171	242	0.342539729906386	0.726301511901204	5003	0.218905407294143	0.230630903658467	189.267536128809	0.949159040794949
PAQR7|ENSG00000182749.6|chr1	0	0	0	0	5	0	0.41313749027814	1	5858	3.23364168141147	3.95124839334337	0.926924786724312	0.818384813989205
STMN1|ENSG00000117632.23|chr1	1429	1560	1052	1664	1188	1653	0.628551515000492	0.886986941641456	8582	-0.0586329424980865	0.121200887796996	1389.72422245145	-0.483766609006139
PAFAH2|ENSG00000158006.14|chr1	53	116	38	164	83	116	0.112718855823613	1	2105	0.627793921104959	0.395812250730046	89.1146770815025	1.58609017266909
EXTL1|ENSG00000158008.10|chr1	0	1	0	0	0	0	0.773946551284644	1	10379	-1.17197914228186	4.0804728567969	0.15191676824041	-0.287216502452572
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TRIM63|ENSG00000158022.7|chr1	0	1	0	0	0	0	0.773946551284644	1	10379	-1.17197914228186	4.0804728567969	0.15191676824041	-0.287216502452572
PDIK1L|ENSG00000175087.10|chr1	138	128	98	206	151	178	0.214074348949509	1	3450	0.337689331415058	0.271795332788614	145.588022629468	1.24243977242131
FAM110D|ENSG00000197245.6|chr1	0	3	0	0	0	7	0.735025166420883	1	9906.5	1.08623476617158	3.20945282144374	1.4386549282848	0.338448585040409
C1orf232|ENSG00000282872.2|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZNF593|ENSG00000142684.9|chr1	491	790	471	614	367	471	0.0070359969592483	0.133155435497121	341	-0.475163604086229	0.176304148206333	521.98394757379	-2.69513570111881
CNKSR1|ENSG00000142675.18|chr1	3	6	6	3	4	0	0.460078676794924	1	6456	-1.22027174071443	1.65187919127809	3.79458153811215	-0.738717302789121
CATSPER4|ENSG00000188782.9|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CEP85|ENSG00000130695.16|chr1	59	77	60	167	88	125	0.0311068538588471	1	843	0.724533896636985	0.336100962870439	91.2006927591204	2.15570312696867
SH3BGRL3|ENSG00000142669.15|chr1	96	179	71	108	37	100	0.0700418602022044	1	1503	-0.719632374756161	0.397227057486199	94.689860060506	-1.81163986992795
UBXN11|ENSG00000158062.21|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CD52|ENSG00000169442.9|chr1	7	0	0	0	0	0	0.277949223449026	1	4223.5	-3.95102473491556	3.64170636177904	1.30785333061472	-1.0849377578552
CRYBG2|ENSG00000176092.17|chr1	1	24	9	30	12	21	0.442104518323954	1	6249	0.724006034524142	0.941926017834448	14.8776789018307	0.768644268037824
ZNF683|ENSG00000176083.18|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LIN28A|ENSG00000131914.11|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
DHDDS|ENSG00000117682.18|chr1	54	105	122	116	71	100	0.584882122948985	1	8011	-0.205353688609821	0.375921532762327	92.9408322292424	-0.546267427409258
HMGN2|ENSG00000198830.11|chr1	102	193	77	295	161	238	0.0171990158024862	0.220328724345137	583	0.706993528433401	0.296753688485557	167.138341554429	2.38242541159791
RPS6KA1|ENSG00000117676.14|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ARID1A|ENSG00000117713.21|chr1	623	679	548	923	664	854	0.17930212157436	0.574368682041287	3002	0.180546978135094	0.13444489561719	696.038744322448	1.34290690104868
PIGV|ENSG00000060642.12|chr1	37	25	23	20	57	26	0.816762866763105	1	10896	0.149755495609121	0.646304282042576	32.1558668115282	0.231710511240673
ZDHHC18|ENSG00000204160.12|chr1	97	82	80	124	114	168	0.187762826051927	1	3090	0.421562388821413	0.320037970792712	107.913589069771	1.31722616468675
SFN|ENSG00000175793.12|chr1	0	16	0	6	5	6	0.966753690066551	1	12826	0.0703359612268239	1.68751759093658	5.02360231393549	0.0416801351313838
GPN2|ENSG00000142751.15|chr1	214	213	135	338	251	388	0.0112417575601434	0.175329781799126	452	0.579592250792024	0.228627636638082	246.054078386264	2.535092691832
GPATCH3|ENSG00000198746.13|chr1	8	48	31	82	50	88	0.0377896805784495	1	987	1.14402853568508	0.550774020518739	47.7084673658841	2.07712871897551
NUDC|ENSG00000090273.14|chr1	515	577	602	634	284	650	0.0662303722007436	0.384154404045911	1445	-0.379346975800515	0.206519117011229	532.131255317116	-1.83686130993815
NR0B2|ENSG00000131910.5|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KDF1|ENSG00000175707.10|chr1	0	12	0	0	0	6	0.665982653991058	1	9081	-1.1125321089619	2.57728589058241	2.66549089622512	-0.43166810210197
TENT5B|ENSG00000158246.8|chr1	12	0	0	3	6	7	0.924780998380541	1	12345	0.164764214623399	1.74514118389871	4.74900842769877	0.0944131146199358
SLC9A1|ENSG00000090020.11|chr1	90	101	123	125	72	83	0.233747305015122	1	3695	-0.409119119900436	0.34357777625892	98.2877569996956	-1.19076130113877
WDTC1|ENSG00000142784.16|chr1	40	39	40	80	51	70	0.229728812003395	1	3636	0.518329166279845	0.43156057987298	51.4572930655352	1.20105772040719
TMEM222|ENSG00000186501.15|chr1	50	68	77	61	36	69	0.254047408018087	1	3930	-0.481668509778561	0.422303750702333	59.4127552970016	-1.14057360129409
SYTL1|ENSG00000142765.18|chr1	14	0	2	0	0	3	0.203119751646947	1	3306	-2.79611763519334	2.19697347274776	3.42670908323775	-1.27271342593692
MAP3K6|ENSG00000142733.18|chr1	0	0	0	0	8	12	0.0366886745906908	1	963	5.01766846187218	2.40170422458688	3.1680590134393	2.08921165666654
FCN3|ENSG00000142748.14|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CD164L2|ENSG00000174950.11|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GPR3|ENSG00000181773.7|chr1	2	2	15	9	11	11	0.712821388909868	1	9652	0.43160989942191	1.17263142550836	8.41976606798007	0.368069531510976
WASF2|ENSG00000158195.11|chr1	479	729	590	885	515	1074	0.210215513037407	0.609854798892654	3407	0.223824955554396	0.178635090923391	682.968386269193	1.25297305471961
FGR|ENSG00000000938.13|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IFI6|ENSG00000126709.16|chr1	30	36	31	33	1	9	0.0706203608490979	1	1510	-1.49685173770276	0.827945500068876	23.0938089435208	-1.80791095256661
FAM76A|ENSG00000009780.16|chr1	80	101	87	201	125	125	0.0860639907031318	1	1731	0.532610980718548	0.310282447133786	115.557836814365	1.71653596791732
