rownames(count)	DMSO.GFP.1	DMSO.GFP.2	DMSO.GFP.3	TPG.GFP.1	TPG.GFP.2	TPG.GFP.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ACTN2	7	20	11	61	34	15	0.0493718327017461	0.207011304574668	2807	1.54233897572369	0.784758958528563	25.852917684772	1.96536651026655
ACTN3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ACTN4	1	3	0	0	1	2	0.839702278167014	1	13135	-0.596867930175292	2.95078457463185	1.2287687014385	-0.202274315552079
ACTR10	605	450	702	438	811	610	0.587758073429444	0.794580192312039	10338	0.101611881669476	0.187445457095457	585.742192654101	0.542087726445831
ACTR1A	1371	839	1430	1435	995	1141	0.717099215884582	0.873039280782382	11711	0.0790658790591988	0.218210086653843	1194.41292968642	0.362338333079097
ACTR1B	600	602	654	405	554	518	0.101107670152141	0.315716303733435	3872	-0.315441098744197	0.192399945941657	550.220466615698	-1.63950721087963
ACTR2	2687	1797	2613	1510	2984	1956	0.426300551556593	0.691176702473241	8280	-0.123730870104686	0.15553104061112	2185.9527529941	-0.79553811006804
ACTR3	1525	1046	1415	1268	1509	1221	0.71273821244929	0.870843375244261	11663	0.053762771187566	0.14602263185311	1309.02687419667	0.368181086077453
ACTR3B	109	69	89	122	115	88	0.325614646567151	0.603974929763084	6980	0.350447001212939	0.356512942412052	97.8359313504318	0.982985354870785
ACTR3C	3	13	9	0	8	0	0.252405589688872	1	6044	-1.91336893815444	1.67175673730999	5.49319626592911	-1.1445259321839
ACTR5	209	118	210	134	164	106	0.238885882479103	0.515805889715278	5877	-0.348753158611199	0.296111596332891	152.478926040511	-1.17777609161624
ACTR6	419	329	312	363	771	435	0.0186087119023024	0.112961915299395	1896	0.5481494747731	0.232930174960056	426.233859265563	2.35327807943775
ACTR8	169	133	206	294	281	237	0.00503443924903552	0.0473476009644686	1207	0.740945067560325	0.264168314247641	218.995033252582	2.80482187907568
ACTRT1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ACTRT2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ACTRT3	23	16	9	0	15	17	0.555188017800266	1	9936	-0.644275619313452	1.09198530983919	12.9045367702894	-0.590003925426736
ACVR1	117	116	90	103	146	174	0.252952994693008	0.532822864669561	6052	0.393584547314375	0.344281331125793	123.931392017141	1.14320618555575
ACVR1B	314	301	417	226	419	242	0.35767837222036	0.633004091818283	7418	-0.219675001207037	0.238829635519933	312.008992577823	-0.919797916740122
ACVR1C	17	25	22	36	18	30	0.5136636235808	0.749833275486974	9454	0.448340333365184	0.686434415442451	25.418841486461	0.653143728343224
ACVR2A	50	72	123	65	130	106	0.477583256838352	0.72744339463845	8955	0.296344984482029	0.417272732944576	88.9605731337989	0.710194942264275
ACVR2B	595	376	569	389	509	423	0.351895689544341	0.627560744072329	7341	-0.170856272752257	0.183535143528077	465.950609865759	-0.930918566700112
ACVRL1	14	18	18	0	7	7	0.088100742085595	1	3649	-1.90841256695803	1.11897375754843	10.4972790188994	-1.70550252325773
ACY1	327	107	244	213	89	105	0.173396530131052	0.43038118761322	5015	-0.559420219470972	0.410924200718288	177.293115941554	-1.36137082822846
ACY3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ACYP1	737	411	622	306	573	403	0.0312122331194315	0.155194100179189	2344	-0.435016671598788	0.201924190398183	490.897510974631	-2.15435639851254
ACYP2	204	153	189	139	224	97	0.439848882671738	0.701421613759511	8453	-0.236851912658538	0.306624889341982	163.436914276185	-0.772448424414675
ADA	252	124	302	110	104	159	0.0217333239091362	0.123521217717965	2034	-0.758165109646241	0.33035566897941	169.667530417285	-2.29499651690099
ADA2	4	0	0	0	8	0	0.763314660561361	1	12152	0.93303901099705	3.09844966233868	1.700422604849	0.301130924390361
ADAD1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAD2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAL	593	468	512	397	571	404	0.343709967534396	0.621255589555142	7217	-0.178229628341144	0.188232231749924	482.550543100664	-0.946860304870267
ADAM10	481	538	449	350	681	475	0.984704227955504	0.994891318724697	14597	0.00442948252150204	0.231044187767139	489.227313912591	0.0191715816974646
ADAM11	61	53	79	69	53	40	0.695596744278919	0.860547230864998	11507	-0.179656996407152	0.459162267569932	58.938909439401	-0.391271254404173
ADAM12	1	18	18	34	17	57	0.0748670840166327	0.26408850804319	3383	1.55852461275056	0.874947544887595	25.1895663327766	1.78127777128717
ADAM15	51	17	123	55	98	39	0.876951896465764	0.951666313047899	13552	0.0887001100453938	0.572870942023164	60.1985949544872	0.154834367636345
ADAM17	583	481	600	498	837	609	0.179315606518564	0.438322670084421	5098	0.236347248744962	0.176002206193355	588.716208056993	1.34286526207127
ADAM18	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAM19	51	37	26	12	24	20	0.103919268326432	0.320086332030417	3928	-1.03041414058067	0.63365536094935	27.8263668852525	-1.62614285948263
ADAM2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAM20	2	0	0	0	0	0	0.676569386484693	1	11282.5	-1.68978917039404	4.05080427161518	0.291886030404585	-0.417149054135925
ADAM21	11	14	13	10	0	0	0.230725116222824	1	5776	-1.7373820210013	1.44963876145018	8.28562818993984	-1.19849307786395
ADAM22	88	91	93	121	106	116	0.287748133846219	0.569297008056274	6497	0.376857465544361	0.35449767562476	103.118119481651	1.06307457412857
ADAM23	110	80	106	24	87	58	0.0557137733141343	0.222835030680623	2957	-0.828537161439381	0.433048184123114	74.5759175810755	-1.91326783442609
ADAM28	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAM29	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAM30	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAM32	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAM33	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAM7	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAM8	20	17	9	13	11	7	0.549921151431817	1	9884	-0.540976454115395	0.904827068388262	12.9248180588884	-0.597878283061335
ADAM9	88	70	114	77	84	121	0.762505048412992	0.898011194223635	12146	0.113531852526577	0.375693367782053	91.2565917793974	0.302192857959736
ADAMDEC1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAMTS1	1372	1070	1601	1872	3586	2922	4.14023679429734e-11	8.06765089022115e-09	57	1.06690206442851	0.16167705590457	2018.33453296411	6.59897014118226
ADAMTS10	2	0	0	0	10	15	0.0784622898565958	1	3453	3.70421315610168	2.10505079097644	4.25986581650277	1.75967875548668
ADAMTS12	0	1	0	0	1	0	0.993303137698204	1	14695	0.0342489215132663	4.0804728567969	0.339677591591014	0.00839337074775963
ADAMTS13	0	0	7	0	0	0	0.375019339958464	1	7628.5	-3.50278370542579	3.94853085436419	1.04025064862752	-0.887110632947003
ADAMTS14	0	0	0	1	0	0	0.807157515949566	1	12631.5	0.996021593726898	4.0804728567969	0.194701313077331	0.244094649978571
ADAMTS15	56	16	32	21	68	39	0.584658929572565	0.792797794013244	10306	0.328133940277868	0.600326789830329	36.3976711399762	0.546592199176399
ADAMTS16	7	0	0	0	10	11	0.408108261902379	1	8046	1.663747320182	2.01123366558903	4.30366979756799	0.827227262872382
ADAMTS17	242	140	110	112	245	207	0.549827029033302	0.77244229844079	9883	0.202004812886249	0.337789766325602	171.178353027352	0.598019339317499
ADAMTS18	8	7	10	14	5	10	0.75343057963797	1	12062	0.331099094927868	1.0540558965305	9.19279310237588	0.314119105085134
ADAMTS19	162	56	141	101	171	90	0.837934524139699	0.934619276925049	13122	0.0758457709580087	0.370818365621985	114.76801762761	0.204536177248908
ADAMTS2	172	98	181	86	94	87	0.0349865604674207	0.167066090761669	2447	-0.682499841681519	0.32368761573414	116.393066187222	-2.10851391436023
ADAMTS20	10	4	45	11	13	23	0.837037878230108	1	13108	-0.190566441442874	0.926501743685191	16.8474012185431	-0.205683845434429
ADAMTS3	17	11	27	20	21	11	0.995375125981362	1	14711	-0.00450272946589214	0.776807798380248	17.4059750776306	-0.00579645244973203
ADAMTS4	6	0	0	0	0	0	0.410412407451484	1	8070.5	-3.25665289371981	3.95624283664953	0.875658091213755	-0.823168098669546
ADAMTS5	0	0	0	0	0	5	0.411629325810742	1	8098	3.25028332931208	3.95878876636187	0.857388868682798	0.821029744483967
ADAMTS6	18	32	39	38	18	45	0.703701598626078	0.865833485482617	11584	0.248282312591454	0.652810207417124	32.4533506527782	0.380328477971867
ADAMTS7	7	2	0	0	0	0	0.22858201032807	1	5742.5	-3.94881308419908	3.27969174749092	1.42179365358812	-1.2040195811756
ADAMTS8	104	89	103	44	46	27	0.00204410292971516	0.0250034583401625	918	-1.30239254250735	0.422340708922034	67.9106854830906	-3.08374853523242
ADAMTS9	27	16	49	31	55	18	0.732468100123653	0.882760762594772	11841	0.217403896676752	0.635973520354095	31.2230694511603	0.341844258791949
ADAMTSL1	8	5	2	1	6	11	0.858457515784371	1	13347	0.25216951851633	1.41399746286578	5.38368469279431	0.178338027569903
ADAMTSL2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAMTSL3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAMTSL4	0	0	0	0	0	4	0.46099053251372	1	8762	2.92799697359373	3.97169064094497	0.685911094946238	0.737216777008866
ADAMTSL5	10	11	25	6	29	6	0.80909048190223	1	12699	-0.226994042616957	0.939546684044875	13.6206027924525	-0.241599535682162
ADAP1	35	31	46	17	12	19	0.0747956242781634	0.26408850804319	3379	-1.1477380721535	0.644175805946866	26.3898986864543	-1.7817155837861
ADAP2	353	240	292	196	283	194	0.113578853763291	0.337846901111106	4084	-0.365160888381863	0.230777106605771	253.863961261835	-1.58230984759531
ADAR	2365	1810	1984	1692	2547	1899	0.927887003581949	0.974233532695545	14038	0.0127245788259292	0.14059743000404	2012.75077242354	0.0905036374104673
ADARB1	167	130	223	233	222	226	0.0939603184750916	0.302147439867644	3745	0.459314300421298	0.274239258916029	198.630848034116	1.67486705673289
ADARB2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADAT1	654	659	652	665	812	681	0.419830983589339	0.686758147637782	8200	0.15093810075263	0.187102251478205	683.794861124439	0.806714508030455
ADAT2	157	175	212	179	143	233	0.795653628517483	0.915690068588093	12461	0.0826676482347652	0.319209481192595	184.200619990351	0.258976168019545
ADAT3	152	40	53	51	39	31	0.0973116921275735	0.308547235073068	3803	-0.888985026148801	0.536169895732449	58.7526220916268	-1.65802860851481
ADCK1	84	42	81	44	61	55	0.474833549502065	0.72540735110469	8921	-0.306851772910059	0.429381481351146	59.2130385737987	-0.714636718715676
ADCK2	735	646	677	502	538	581	0.111446433396901	0.334342118036443	4050	-0.307455837372999	0.193158851478929	609.600802148537	-1.59172533393603
ADCK5	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADCY1	282	188	236	138	228	164	0.120779307791876	0.350996561364802	4201	-0.389488925029586	0.251038478739038	200.661013906123	-1.5515108559691
ADCY10	26	15	20	10	18	10	0.401479385672326	1	7953	-0.659061363641076	0.785548830415128	15.942361801643	-0.838982044302442
ADCY2	2	0	0	0	0	0	0.676569386484693	1	11282.5	-1.68978917039404	4.05080427161518	0.291886030404585	-0.417149054135925
ADCY3	272	221	276	135	211	219	0.0976591963403286	0.309384111167151	3808	-0.419940447593605	0.25353987047501	218.223341413362	-1.65630930869706
ADCY4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADCY5	23	1	10	29	8	15	0.400765846824311	1	7949	0.863074318904061	1.02715852819023	14.3780132077518	0.840254250164022
ADCY6	58	19	14	33	24	16	0.77477838205752	0.903952261183776	12264	-0.205821785043133	0.719329055433786	26.8657647205791	-0.286130225782432
ADCY7	57	28	57	8	19	15	0.00581602891018391	0.0526047500858409	1255	-1.71781096273745	0.622851807628454	29.1738821042396	-2.75797700463954
ADCY8	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADCY9	132	206	227	113	122	123	0.0526839664943482	0.215132652887031	2886	-0.646879331613652	0.333872798598245	154.340088172004	-1.93750234918674
ADCYAP1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADCYAP1R1	7	8	8	0	10	19	0.815506556437424	1	12767	0.297794667192562	1.27629089571841	8.46512006029448	0.233328207692759
ADD1	922	589	927	865	698	667	0.849554324128634	0.939164615553904	13248	-0.0396698717397399	0.209133199753994	770.395143345727	-0.189687107481759
ADD2	582	387	584	462	548	427	0.75669082826773	0.89477322096266	12095	-0.0579032098259869	0.186887503454868	488.826296562135	-0.309829222155403
ADD3	1397	966	1441	884	1713	1286	0.769416800262678	0.901277409883734	12215	0.0480914041565238	0.164057309759498	1243.05759443157	0.293137832303991
ADGB	0	7	0	0	0	3	0.633422405286784	1	10805	-1.43134191088574	3.00124944403537	1.91510723631192	-0.476915343951288
ADGRA1	8	7	0	0	0	3	0.308331953210163	1	6777	-2.32174556115518	2.27906249843756	3.08265135793026	-1.01872834235432
ADGRA2	23	17	41	0	39	19	0.560057859743303	1	9991	-0.551485442716623	0.946340923964613	21.552971760051	-0.582755568052814
ADGRA3	299	141	271	181	149	234	0.458405225382187	0.713495913441697	8727	-0.227004112378365	0.306151901924354	208.287450050647	-0.741475427562277
ADGRB1	31	3	13	8	7	16	0.666215128425676	1	11127	-0.434597171750715	1.00753187559356	12.3347404642044	-0.431348309942733
ADGRB2	16	22	37	18	17	20	0.575725360716767	1	10190	-0.397430055116539	0.710153696220859	21.5427354925113	-0.559639493860971
ADGRB3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADGRD1	0	0	0	0	0	7	0.336367597157004	1	7109.5	3.73608647141439	3.88622232961377	1.20034441615592	0.961367146430271
ADGRD2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADGRE1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADGRE2	3	0	5	0	0	0	0.292380289683239	1	6560	-3.68707794030145	3.50178364831342	1.18086522319796	-1.05291426044475
ADGRE3	92	65	62	18	61	58	0.161436123672731	0.412875974371573	4850	-0.69130624327541	0.493699251687432	57.6114586942488	-1.40025783088099
ADGRE5	314	231	214	216	250	279	0.965825911115983	0.988247664188413	14407	0.0110368822705304	0.257606417204712	248.643406371241	0.0428439725620644
ADGRF1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADGRF3	0	0	3	0	0	0	0.567625555256384	1	10082.5	-2.28788319844208	4.00293130671747	0.44582170655465	-0.571551951092115
ADGRF4	18	2	8	0	25	3	0.962794005145956	1	14379	-0.06497276685831	1.3928393231056	8.21999097629322	-0.0466477114628276
ADGRF5	0	1	0	3	0	6	0.25506128817284	1	6089	3.19531928871083	2.80748793216024	1.81306685523739	1.13814177154883
ADGRG1	6	0	22	0	0	0	0.0158595254905655	1	1794	-5.49707519750299	2.27892773439045	4.14501727261452	-2.41213230000613
ADGRG2	16	9	8	11	36	3	0.588416359408063	1	10345	0.537825868104712	0.993889691507956	13.0058878028963	0.541132353720973
ADGRG3	6	0	3	15	0	7	0.348400753300752	1	7288	1.60512242027571	1.71177303817323	5.44234391008429	0.937695818593252
ADGRG4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADGRG5	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADGRG6	205	88	147	61	129	94	0.0903962136246727	0.29576593086742	3677	-0.592041169907886	0.349635145554678	115.373734664815	-1.69331137740356
ADGRG7	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADGRL1	0	3	0	0	0	0	0.50084429312278	1	9257.5	-2.67940052169286	3.980321073574	0.600288820758105	-0.673161906330078
ADGRL2	435	256	322	316	380	249	0.832899602760821	0.932815116436079	13064	-0.049359716145582	0.233949825846472	319.82586892262	-0.210984197004592
ADGRL3	62	67	74	51	42	21	0.118125943643351	0.346180700803878	4162	-0.789898192738934	0.50547394960601	52.8450682727753	-1.56268823221181
ADGRL4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADGRV1	278	185	213	161	363	260	0.414375187209042	0.682757039657443	8140	0.215670908566132	0.264231836137053	235.842461017797	0.816218483431597
ADH1A	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADH1B	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADH1C	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADH4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADH5	1285	1096	1600	1116	1646	1258	0.788854294381797	0.910979896828719	12411	0.040454446603279	0.151062910706943	1307.37042140548	0.26779867019615
ADH6	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADH7	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADHFE1	1	0	0	0	14	0	0.23737612069142	1	5862	3.49024437852086	2.95390249869249	2.100081467272	1.18157061042664
ADI1	18	0	4	0	0	0	0.0372967674253299	1	2511	-5.13427012565746	2.46543511503802	3.22140321571413	-2.08250060784029
ADIG	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADIPOQ	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADIPOR1	629	484	738	298	495	368	0.000566676370434803	0.0100544320230341	634	-0.64800013824738	0.18798511943643	488.53445723489	-3.44708208921031
ADIPOR2	0	12	1	0	0	0	0.081159833502637	1	3512	-4.77761770237829	2.73946639082716	2.54976251855064	-1.74399573521897
ADIRF	3	3	0	0	0	0	0.345648810849544	1	7243.5	-3.48777777683178	3.69835178092089	1.03811786636498	-0.943062743469828
ADK	2000	1706	1686	1580	2460	2085	0.216523390971729	0.489602056906148	5587	0.191447358487443	0.154914541318874	1892.33134742123	1.23582561622392
ADM	251	265	213	248	352	336	0.160644228244583	0.412168039527047	4833	0.357942504354749	0.255143219921356	276.34563203787	1.40290815670148
ADM2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADM5	37	21	20	15	0	12	0.171889495958905	1	4998	-1.35668681069264	0.993067556874445	17.5523109991546	-1.36615762069868
ADNP	767	573	668	711	996	683	0.102049895414674	0.317409181845642	3888	0.276733076522266	0.169256122951603	720.438036544137	1.63499595581186
ADNP2	845	828	854	879	1413	978	0.0339629896905556	0.164134989632181	2417	0.368327877436773	0.173697711540481	951.988260758096	2.12051082406421
ADO	846	648	808	733	1003	761	0.345964988592571	0.623096015614998	7249	0.147327655824917	0.156324980133539	786.415532701809	0.942444743629991
ADORA1	23	25	38	8	21	8	0.0955288653762323	1	3762	-1.24374690315714	0.746131470152151	19.8668115116115	-1.66692728146624
ADORA2A	76	54	50	58	53	32	0.558451598705153	0.776991344960307	9973	-0.281253642536162	0.480658000945876	53.50500447725	-0.585142953997831
ADORA2B	144	100	165	69	139	146	0.595697131013371	0.800920958015435	10396	-0.178619879231565	0.336638580187914	123.417564178805	-0.53059836199362
ADORA3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADPGK	933	685	749	611	881	708	0.627368260344227	0.820654724725396	10718	-0.0809934745841156	0.166847426557958	747.877507251437	-0.485434365126278
ADPRH	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADPRHL1	111	40	85	38	43	67	0.222644940301853	0.49587273950926	5671	-0.572543230026148	0.469480465516554	61.7247980614465	-1.21952513912628
ADPRM	106	89	161	228	413	283	3.50569958898131e-07	3.07721073629576e-05	126	1.39634214645453	0.274114577262579	207.771486564167	5.09400908335112
ADPRS	899	659	890	777	922	959	0.304803324388986	0.584201988608881	6732	0.16810650854792	0.163816600313815	839.750735046309	1.02618726201061
ADRA1A	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADRA1B	0	11	7	0	4	0	0.244484926371348	1	5950	-2.46907713177845	2.12147421531654	3.79963493009382	-1.16384970128428
ADRA1D	3	3	0	0	0	0	0.345648810849544	1	7243.5	-3.48777777683178	3.69835178092089	1.03811786636498	-0.943062743469828
ADRA2A	9	1	0	14	25	6	0.0880748301278332	1	3645	2.23724882122164	1.31167581095312	8.75780138603314	1.70564159416491
ADRA2B	0	0	0	0	0	4	0.46099053251372	1	8762	2.92799697359373	3.97169064094497	0.685911094946238	0.737216777008866
ADRA2C	274	302	383	161	288	198	0.0232119840610468	0.128843331817115	2086	-0.572808327261447	0.252346532975425	262.832962182611	-2.26992747040131
ADRB1	15	33	46	30	28	40	0.887908855996421	0.956640184649554	13653	0.0893593861004244	0.633975989680829	32.2366823361332	0.140950741912816
ADRB2	13	19	12	30	8	7	0.896524808731485	1	13731	0.120091727935482	0.923408874560031	15.6404095744988	0.130052603179389
ADRB3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
ADRM1	2369	1755	2522	2560	2470	2421	0.13946416624285	0.381722152404963	4501	0.230920602782145	0.156260836957659	2330.04431830114	1.47778936346486
ADSL	2200	1730	2330	1669	2398	1759	0.564616507307371	0.779974165841648	10049	-0.0759879192976814	0.131923920218629	1974.79794161094	-0.575998038655551
ADSS1	4	25	14	5	27	29	0.698533175048594	1	11541	0.361947736818594	0.934537921077769	17.3817377875964	0.387301284041179
ADSS2	613	455	585	463	903	740	0.0583097679876243	0.228527379336113	3020	0.360865782359203	0.190595255943393	610.524296257163	1.89336182882947
ADTRP	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
AEBP1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
AEBP2	352	182	387	344	489	339	0.0784410020280427	0.271923910588474	3452	0.409249428946093	0.232553949485006	338.663944789146	1.75980425123883
AEN	1201	1118	1363	1805	2225	1964	9.35995376744322e-07	7.02439233074269e-05	148	0.732137959726909	0.149274600581261	1600.32350742273	4.90463854450814
