RIBO-DMSO-1	RIBO-DMSO-2	RIBO-DMSO-3	RIBO-TPG-1	RIBO-TPG-2	RIBO-TPG-3
CCDC28B|ENSG00000160050.16|chr1	216	370	267	235	213	279
IQCC|ENSG00000160051.12|chr1	25	52	70	39	107	95
DCDC2B|ENSG00000222046.3|chr1	0	0	0	0	0	0
TMEM234|ENSG00000160055.20|chr1	75	101	74	97	57	50
EIF3I|ENSG00000084623.12|chr1	9490	10396	8733	9549	9523	7497
FAM167B|ENSG00000183615.6|chr1	0	0	0	0	0	0
LCK|ENSG00000182866.18|chr1	0	0	0	0	0	0
HDAC1|ENSG00000116478.12|chr1	2384	2810	2204	2419	2423	2101
MARCKSL1|ENSG00000175130.7|chr1	2042	2873	2231	1796	1455	1072
TSSK3|ENSG00000162526.7|chr1	0	10	15	7	0	0
FAM229A|ENSG00000225828.2|chr1	0	7	27	52	0	20
BSDC1|ENSG00000160058.19|chr1	211	331	224	242	230	352
ZBTB8B|ENSG00000273274.2|chr1	19	43	8	8	26	0
ZBTB8A|ENSG00000160062.15|chr1	198	329	230	270	298	343
ZBTB8OS|ENSG00000176261.16|chr1	423	562	579	508	461	402
RBBP4|ENSG00000162521.19|chr1	715	991	701	665	722	490
SYNC|ENSG00000162520.15|chr1	16	19	18	12	0	8
KIAA1522|ENSG00000162522.11|chr1	74	86	113	95	92	68
YARS1|ENSG00000134684.13|chr1	2208	2458	1974	3151	2520	2396
S100PBP|ENSG00000116497.18|chr1	146	240	146	356	288	181
FNDC5|ENSG00000160097.20|chr1	5	9	13	0	8	2
HPCA|ENSG00000121905.10|chr1	0	0	0	0	0	0
TMEM54|ENSG00000121900.19|chr1	97	49	40	79	110	52
RNF19B|ENSG00000116514.17|chr1	78	101	38	152	64	4
AK2|ENSG00000004455.18|chr1	3017	3790	2780	3156	2747	2817
AZIN2|ENSG00000142920.17|chr1	4	9	11	2	6	0
TRIM62|ENSG00000116525.14|chr1	29	42	38	78	136	5
ZNF362|ENSG00000160094.15|chr1	238	250	200	123	94	162
PHC2|ENSG00000134686.20|chr1	280	368	317	249	240	185
ZSCAN20|ENSG00000121903.15|chr1	4	9	0	0	28	0
HMGB4|ENSG00000176256.11|chr1	0	0	0	0	0	0
C1orf94|ENSG00000142698.15|chr1	0	0	0	0	0	0
SMIM12|ENSG00000163866.9|chr1	904	1040	821	909	706	722
GJB5|ENSG00000189280.3|chr1	0	0	0	0	0	0
GJB4|ENSG00000189433.7|chr1	0	0	0	0	0	0
GJB3|ENSG00000188910.8|chr1	0	0	0	20	0	0
GJA4|ENSG00000187513.9|chr1	0	0	0	0	0	0
DLGAP3|ENSG00000116544.12|chr1	15	9	4	4	1	0
ENSG00000284773|ENSG00000284773.1|chr1	0	32	26	15	0	0
TMEM35B|ENSG00000243749.2|chr1	592	642	536	598	464	449
ZMYM6|ENSG00000163867.17|chr1	31	29	25	65	33	4
ZMYM1|ENSG00000197056.11|chr1	17	34	35	39	0	1
SFPQ|ENSG00000116560.12|chr1	4889	5962	5319	4999	4537	3446
ZMYM4|ENSG00000146463.12|chr1	261	253	240	296	185	150
KIAA0319L|ENSG00000142687.19|chr1	765	962	785	816	581	642
NCDN|ENSG00000020129.16|chr1	1301	1657	1233	1746	1353	1075
TFAP2E|ENSG00000116819.9|chr1	0	0	0	0	0	0
PSMB2|ENSG00000126067.12|chr1	5355	6222	5222	5372	4830	3406
C1orf216|ENSG00000142686.8|chr1	64	59	29	32	62	20
CLSPN|ENSG00000092853.14|chr1	299	303	254	315	320	376
AGO4|ENSG00000134698.11|chr1	59	91	75	74	30	38
AGO1|ENSG00000092847.14|chr1	300	455	320	124	273	177
AGO3|ENSG00000126070.20|chr1	99	146	99	186	81	227
TEKT2|ENSG00000092850.12|chr1	0	0	0	0	0	0
ADPRS|ENSG00000116863.11|chr1	759	868	670	1075	933	553
COL8A2|ENSG00000171812.13|chr1	0	0	0	0	4	0
TRAPPC3|ENSG00000054116.12|chr1	2349	3205	2029	2506	1988	1451
MAP7D1|ENSG00000116871.16|chr1	495	720	604	628	574	486
THRAP3|ENSG00000054118.15|chr1	454	461	482	524	506	312
SH3D21|ENSG00000214193.11|chr1	0	0	6	0	0	0
EVA1B|ENSG00000142694.7|chr1	46	74	63	59	19	42
STK40|ENSG00000196182.11|chr1	378	469	236	306	331	199
LSM10|ENSG00000181817.6|chr1	989	874	815	747	812	700
OSCP1|ENSG00000116885.18|chr1	99	129	56	153	98	26
MRPS15|ENSG00000116898.12|chr1	1645	1715	1506	1335	1150	1051
CSF3R|ENSG00000119535.19|chr1	0	0	0	0	0	0
GRIK3|ENSG00000163873.10|chr1	5	11	6	0	0	0
ZC3H12A|ENSG00000163874.11|chr1	34	15	21	20	32	42
MEAF6|ENSG00000163875.16|chr1	959	1295	856	944	840	974
SNIP1|ENSG00000163877.11|chr1	183	133	115	140	196	109
DNALI1|ENSG00000163879.11|chr1	0	13	0	0	0	0
GNL2|ENSG00000134697.13|chr1	635	917	510	994	891	795
RSPO1|ENSG00000169218.14|chr1	0	0	0	0	0	0
C1orf109|ENSG00000116922.15|chr1	259	396	270	461	363	343
CDCA8|ENSG00000134690.11|chr1	341	583	354	472	325	286
EPHA10|ENSG00000183317.17|chr1	0	21	0	0	1	0
MANEAL|ENSG00000185090.15|chr1	773	1158	758	698	585	590
YRDC|ENSG00000196449.4|chr1	2099	2386	1997	2206	1971	1355
C1orf122|ENSG00000197982.14|chr1	2097	2359	1710	1728	1399	1283
MTF1|ENSG00000188786.10|chr1	260	531	385	220	260	107
INPP5B|ENSG00000204084.13|chr1	129	145	140	122	181	82
SF3A3|ENSG00000183431.12|chr1	2357	2945	2011	2763	2557	1900
FHL3|ENSG00000183386.10|chr1	251	297	344	362	299	116
UTP11|ENSG00000183520.12|chr1	1766	2189	1750	1724	1670	1258
POU3F1|ENSG00000185668.8|chr1	20	39	38	25	8	16
RRAGC|ENSG00000116954.8|chr1	1339	1586	1132	1180	1476	1186
MYCBP|ENSG00000214114.9|chr1	980	1308	950	905	707	592
ENSG00000274944|ENSG00000274944.4|chr1	429	743	508	560	365	273
GJA9|ENSG00000131233.10|chr1	0	0	0	0	0	0
RHBDL2|ENSG00000158315.11|chr1	0	0	0	0	0	0
AKIRIN1|ENSG00000174574.16|chr1	2874	3508	2688	2557	2546	2417
NDUFS5|ENSG00000168653.11|chr1	9520	11494	8883	8211	7817	6277
MACF1|ENSG00000127603.32|chr1	199	203	152	337	289	270
BMP8A|ENSG00000183682.8|chr1	0	0	0	0	0	0
HEYL|ENSG00000163909.8|chr1	130	86	43	67	114	71
NT5C1A|ENSG00000116981.4|chr1	15	20	14	22	32	1
HPCAL4|ENSG00000116983.13|chr1	17	1	15	0	36	0
PPIE|ENSG00000084072.17|chr1	666	639	599	768	837	445
BMP8B|ENSG00000116985.12|chr1	33	37	41	37	15	38
OXCT2|ENSG00000198754.5|chr1	0	3	2	0	0	0
TRIT1|ENSG00000043514.17|chr1	268	312	259	384	322	307
MYCL|ENSG00000116990.11|chr1	39	14	35	28	8	52
MFSD2A|ENSG00000168389.18|chr1	139	182	135	207	350	238
CAP1|ENSG00000131236.18|chr1	2677	3418	2857	2990	2792	1780
PPT1|ENSG00000131238.18|chr1	1071	1413	1344	1289	1083	952
RLF|ENSG00000117000.9|chr1	106	148	88	184	158	60
TMCO2|ENSG00000188800.6|chr1	0	0	0	0	0	0
ZMPSTE24|ENSG00000084073.10|chr1	847	1096	725	747	781	769
COL9A2|ENSG00000049089.15|chr1	15	33	22	25	12	75
SMAP2|ENSG00000084070.12|chr1	268	269	207	201	164	134
ZFP69B|ENSG00000187801.15|chr1	12	18	24	25	36	84
ZFP69|ENSG00000187815.10|chr1	51	45	61	34	21	55
EXO5|ENSG00000164002.12|chr1	97	119	99	97	71	111
ZNF684|ENSG00000117010.17|chr1	22	35	36	11	81	55
RIMS3|ENSG00000117016.10|chr1	35	28	43	32	1	11
NFYC|ENSG00000066136.21|chr1	524	831	686	750	520	627
KCNQ4|ENSG00000117013.17|chr1	13	30	19	46	29	31
CITED4|ENSG00000179862.7|chr1	5	25	10	4	0	0
SLFNL1|ENSG00000171790.16|chr1	0	0	0	0	0	0
SCMH1|ENSG00000010803.17|chr1	221	275	179	222	183	184
EDN2|ENSG00000127129.10|chr1	0	3	5	0	0	23
HIVEP3|ENSG00000127124.16|chr1	8	59	41	64	41	20
GUCA2B|ENSG00000044012.4|chr1	0	0	0	0	0	0
GUCA2A|ENSG00000197273.4|chr1	0	0	0	0	0	0
FOXJ3|ENSG00000198815.9|chr1	211	200	197	229	163	217
RIMKLA|ENSG00000177181.15|chr1	225	410	312	177	227	107
ZMYND12|ENSG00000066185.13|chr1	0	0	0	0	0	0
PPCS|ENSG00000127125.9|chr1	395	462	411	544	547	406
CCDC30|ENSG00000186409.19|chr1	0	0	11	0	0	0
CLDN19|ENSG00000164007.11|chr1	0	2	0	0	0	0
P3H1|ENSG00000117385.16|chr1	292	346	201	285	323	287
C1orf50|ENSG00000164008.17|chr1	389	393	354	534	222	400
TMEM269|ENSG00000274386.6|chr1	0	0	0	0	59	0
SVBP|ENSG00000177868.12|chr1	1101	1090	742	677	537	355
ERMAP|ENSG00000164010.15|chr1	3	0	50	1	0	0
ZNF691|ENSG00000164011.18|chr1	83	97	75	93	101	67
SLC2A1|ENSG00000117394.24|chr1	773	637	526	617	582	442
FAM183A|ENSG00000186973.11|chr1	13	10	0	7	0	0
EBNA1BP2|ENSG00000117395.13|chr1	4043	4822	3554	3700	3927	2445
TMEM125|ENSG00000179178.11|chr1	0	0	0	0	0	0
C1orf210|ENSG00000253313.6|chr1	0	0	0	0	0	0
TIE1|ENSG00000066056.14|chr1	0	0	0	0	0	0
MPL|ENSG00000117400.18|chr1	0	4	8	10	0	0
CDC20|ENSG00000117399.14|chr1	851	1137	842	1011	637	677
ELOVL1|ENSG00000066322.15|chr1	124	114	115	54	112	102
MED8|ENSG00000159479.17|chr1	867	979	669	800	880	577
SZT2|ENSG00000198198.17|chr1	78	33	19	51	9	10
HYI|ENSG00000178922.18|chr1	388	560	519	686	772	445
PTPRF|ENSG00000142949.17|chr1	2157	2832	2367	811	907	676
KDM4A|ENSG00000066135.13|chr1	498	607	376	886	539	355
ST3GAL3|ENSG00000126091.21|chr1	7	31	34	27	16	9
ARTN|ENSG00000117407.17|chr1	10	2	0	18	0	0
IPO13|ENSG00000117408.11|chr1	323	270	129	209	191	85
DPH2|ENSG00000132768.14|chr1	759	893	730	872	767	583
ATP6V0B|ENSG00000117410.14|chr1	3806	5188	3720	3581	4006	1967
B4GALT2|ENSG00000117411.18|chr1	496	603	589	470	314	195
CCDC24|ENSG00000159214.13|chr1	23	30	48	100	30	23
SLC6A9|ENSG00000196517.13|chr1	43	88	24	158	79	73
KLF17|ENSG00000171872.5|chr1	0	0	0	0	0	0
DMAP1|ENSG00000178028.14|chr1	267	361	247	463	303	201
ERI3|ENSG00000117419.16|chr1	367	481	373	393	372	237
RNF220|ENSG00000187147.18|chr1	1041	1323	1076	1361	989	1068
TMEM53|ENSG00000126106.14|chr1	84	101	109	119	79	164
ARMH1|ENSG00000198520.12|chr1	0	0	0	0	0	0
KIF2C|ENSG00000142945.13|chr1	765	1082	779	970	763	764
RPS8|ENSG00000142937.12|chr1	33552	39349	31814	39647	35594	32481
BEST4|ENSG00000142959.5|chr1	0	0	0	0	8	0
PLK3|ENSG00000173846.13|chr1	103	62	46	112	141	25
DYNLT4|ENSG00000188396.4|chr1	0	0	0	0	0	0
BTBD19|ENSG00000222009.9|chr1	0	0	0	0	0	0
PTCH2|ENSG00000117425.14|chr1	12	0	4	0	0	0
EIF2B3|ENSG00000070785.17|chr1	415	553	435	448	568	357
HECTD3|ENSG00000126107.15|chr1	205	277	199	172	175	143
UROD|ENSG00000126088.14|chr1	797	1025	1000	1276	1034	1097
ZSWIM5|ENSG00000162415.7|chr1	13	15	8	10	5	1
HPDL|ENSG00000186603.7|chr1	0	0	0	0	0	0
MUTYH|ENSG00000132781.20|chr1	93	110	47	135	185	108
TOE1|ENSG00000132773.12|chr1	672	874	543	1463	1610	909
TESK2|ENSG00000070759.17|chr1	8	16	10	13	71	11
CCDC163|ENSG00000280670.3|chr1	39	35	62	19	66	61
MMACHC|ENSG00000132763.15|chr1	412	392	311	294	296	324
PRDX1|ENSG00000117450.15|chr1	19026	23028	17410	14173	13687	11477
AKR1A1|ENSG00000117448.14|chr1	1272	1698	1213	1411	1301	1091
NASP|ENSG00000132780.17|chr1	1753	2175	1851	2306	2167	1946
CCDC17|ENSG00000159588.15|chr1	0	1	0	0	0	0
GPBP1L1|ENSG00000159592.11|chr1	276	466	421	437	385	240
TMEM69|ENSG00000159596.7|chr1	829	1035	716	770	690	634
IPP|ENSG00000197429.11|chr1	153	128	79	80	116	100
MAST2|ENSG00000086015.23|chr1	189	173	230	136	115	167
PIK3R3|ENSG00000117461.15|chr1	76	209	113	231	81	66
P3R3URF-PIK3R3|ENSG00000278139.1|chr1	1	12	1	0	0	2
TSPAN1|ENSG00000117472.10|chr1	0	0	0	0	0	0
P3R3URF|ENSG00000250719.2|chr1	0	0	0	0	0	0
POMGNT1|ENSG00000085998.15|chr1	569	636	522	396	277	341
LURAP1|ENSG00000171357.6|chr1	41	7	21	13	10	4
RAD54L|ENSG00000085999.13|chr1	212	226	322	334	501	384
LRRC41|ENSG00000132128.18|chr1	1602	2346	1557	1786	1323	1762
UQCRH|ENSG00000173660.12|chr1	9170	10658	8264	8386	7096	5365
NSUN4|ENSG00000117481.11|chr1	382	415	352	929	611	401
FAAH|ENSG00000117480.16|chr1	57	79	67	45	68	66
DMBX1|ENSG00000197587.11|chr1	27	32	44	56	33	39
TMEM275|ENSG00000282881.3|chr1	0	0	0	0	0	0
KNCN|ENSG00000162456.10|chr1	0	0	0	0	0	0
MKNK1|ENSG00000079277.22|chr1	135	84	71	155	109	1
MOB3C|ENSG00000142961.16|chr1	13	1	0	0	9	0
ATPAF1|ENSG00000123472.13|chr1	1077	1592	921	800	1047	798
TEX38|ENSG00000186118.9|chr1	0	0	0	0	0	0
EFCAB14|ENSG00000159658.15|chr1	323	503	502	347	276	149
CYP4B1|ENSG00000142973.15|chr1	0	0	0	0	0	0
CYP4A11|ENSG00000187048.14|chr1	0	0	0	0	0	0
CYP4X1|ENSG00000186377.8|chr1	117	250	107	209	143	111
CYP4Z1|ENSG00000186160.5|chr1	0	0	0	0	0	0
CYP4A22|ENSG00000162365.13|chr1	0	0	0	0	0	0
PDZK1IP1|ENSG00000162366.8|chr1	0	0	0	0	0	0
TAL1|ENSG00000162367.12|chr1	25	32	12	47	13	0
STIL|ENSG00000123473.17|chr1	185	213	168	254	263	106
CMPK1|ENSG00000162368.15|chr1	588	735	458	325	323	220
FOXE3|ENSG00000186790.6|chr1	0	1	0	0	0	0
FOXD2|ENSG00000186564.6|chr1	207	118	91	71	113	97
TRABD2B|ENSG00000269113.4|chr1	17	8	12	0	0	0
SLC5A9|ENSG00000117834.13|chr1	0	0	0	0	0	0
SPATA6|ENSG00000132122.12|chr1	19	10	60	1	15	17
AGBL4|ENSG00000186094.18|chr1	0	0	0	0	0	0
BEND5|ENSG00000162373.13|chr1	0	3	0	14	9	0
ELAVL4|ENSG00000162374.18|chr1	0	0	0	0	16	0
DMRTA2|ENSG00000142700.12|chr1	338	304	247	363	491	283
FAF1|ENSG00000185104.21|chr1	1085	1308	1023	1115	1164	627
CDKN2C|ENSG00000123080.12|chr1	1232	1451	1027	955	970	669
C1orf185|ENSG00000204006.11|chr1	0	0	0	0	0	0
RNF11|ENSG00000123091.5|chr1	358	552	485	203	228	118
TTC39A|ENSG00000085831.16|chr1	196	138	157	150	78	64
EPS15|ENSG00000085832.17|chr1	293	374	312	411	163	223
OSBPL9|ENSG00000117859.19|chr1	1023	1112	1043	892	1212	863
NRDC|ENSG00000078618.23|chr1	319	561	365	455	524	491
RAB3B|ENSG00000169213.7|chr1	457	487	483	331	265	227
TXNDC12|ENSG00000117862.13|chr1	2838	3032	2598	1950	1770	1588
KTI12|ENSG00000198841.4|chr1	270	414	258	326	264	184
BTF3L4|ENSG00000134717.18|chr1	1070	1605	1142	1189	1153	819
ZFYVE9|ENSG00000157077.16|chr1	27	16	1	23	8	0
ORC1|ENSG00000085840.13|chr1	254	315	264	336	276	272
PRPF38A|ENSG00000134748.13|chr1	1215	1684	1364	1761	1471	1044
TUT4|ENSG00000134744.14|chr1	105	115	48	40	61	17
GPX7|ENSG00000116157.6|chr1	4	0	0	0	0	0
SHISAL2A|ENSG00000182183.15|chr1	0	0	0	0	0	0
COA7|ENSG00000162377.6|chr1	490	875	612	792	989	413
ZYG11B|ENSG00000162378.13|chr1	442	459	376	268	403	359
ZYG11A|ENSG00000203995.10|chr1	67	65	67	136	54	58
ECHDC2|ENSG00000121310.17|chr1	4	15	9	7	7	22
SCP2|ENSG00000116171.19|chr1	1561	1883	1217	874	830	841
SLC1A7|ENSG00000162383.13|chr1	0	0	0	0	0	0
CPT2|ENSG00000157184.7|chr1	462	499	457	386	356	326
CZIB|ENSG00000162384.14|chr1	1013	1158	930	906	943	590
MAGOH|ENSG00000162385.11|chr1	910	1264	716	922	794	705
LRP8|ENSG00000157193.18|chr1	288	534	298	335	302	164
DMRTB1|ENSG00000143006.7|chr1	0	0	0	0	0	0
GLIS1|ENSG00000174332.6|chr1	2	5	0	0	0	0
NDC1|ENSG00000058804.12|chr1	794	1072	793	620	565	438
DIO1|ENSG00000211452.12|chr1	0	0	0	0	0	0
HSPB11|ENSG00000081870.12|chr1	2606	2881	2057	1777	1331	1331
LRRC42|ENSG00000116212.15|chr1	267	551	384	650	563	629
LDLRAD1|ENSG00000203985.11|chr1	0	0	0	0	27	0
TMEM59|ENSG00000116209.12|chr1	2160	2225	1881	1671	1688	1389
TCEANC2|ENSG00000116205.14|chr1	84	149	130	163	93	142
CDCP2|ENSG00000157211.12|chr1	0	0	0	0	0	0
CYB5RL|ENSG00000215883.11|chr1	139	132	153	149	131	74
MRPL37|ENSG00000116221.15|chr1	4389	5411	4242	3848	3191	2349
SSBP3|ENSG00000157216.16|chr1	625	797	680	627	816	628
ACOT11|ENSG00000162390.18|chr1	3	16	2	11	0	0
FAM151A|ENSG00000162391.12|chr1	0	0	0	0	0	0
MROH7|ENSG00000184313.20|chr1	0	0	0	0	0	0
TTC4|ENSG00000243725.7|chr1	237	361	311	369	314	286
PARS2|ENSG00000162396.6|chr1	167	200	119	125	107	176
TTC22|ENSG00000006555.11|chr1	0	0	0	0	0	0
LEXM|ENSG00000162398.12|chr1	0	0	0	0	0	0
DHCR24|ENSG00000116133.13|chr1	1731	2327	1659	2089	1678	1148
TMEM61|ENSG00000143001.5|chr1	0	0	0	0	0	0
BSND|ENSG00000162399.9|chr1	0	0	0	0	0	0
PCSK9|ENSG00000169174.11|chr1	0	0	0	0	0	0
USP24|ENSG00000162402.14|chr1	88	186	121	137	170	49
PLPP3|ENSG00000162407.9|chr1	345	496	421	413	538	427
PRKAA2|ENSG00000162409.12|chr1	633	657	520	645	648	647
FYB2|ENSG00000187889.13|chr1	0	0	0	0	0	0
C8A|ENSG00000157131.12|chr1	0	0	0	0	0	0
C8B|ENSG00000021852.14|chr1	0	0	0	0	0	0
OMA1|ENSG00000162600.12|chr1	173	173	145	181	122	157
TACSTD2|ENSG00000184292.7|chr1	0	0	0	0	0	0
MYSM1|ENSG00000162601.12|chr1	21	30	7	57	123	48
JUN|ENSG00000177606.8|chr1	2024	3133	2314	4135	3796	3170
FGGY|ENSG00000172456.18|chr1	30	42	10	27	1	30
HOOK1|ENSG00000134709.13|chr1	213	263	282	185	258	79
CYP2J2|ENSG00000134716.11|chr1	47	24	29	21	7	57
C1orf87|ENSG00000162598.13|chr1	0	0	0	0	0	0
NFIA|ENSG00000162599.18|chr1	886	909	710	768	571	568
PATJ|ENSG00000132849.22|chr1	19	7	22	14	1	0
L1TD1|ENSG00000240563.2|chr1	0	0	0	0	0	0
KANK4|ENSG00000132854.19|chr1	0	0	0	0	0	0
USP1|ENSG00000162607.13|chr1	1139	1472	1145	1328	1304	1098
DOCK7|ENSG00000116641.18|chr1	82	66	60	56	59	39
ANGPTL3|ENSG00000132855.5|chr1	0	0	0	0	0	0
ATG4C|ENSG00000125703.15|chr1	296	149	99	193	67	197
FOXD3|ENSG00000187140.6|chr1	64	72	32	89	18	2
ALG6|ENSG00000088035.18|chr1	174	213	231	182	209	159
EFCAB7|ENSG00000203965.13|chr1	10	28	26	36	32	8
PGM1|ENSG00000079739.17|chr1	460	611	538	480	596	379
ROR1|ENSG00000185483.13|chr1	90	123	117	121	159	160
UBE2U|ENSG00000177414.14|chr1	0	6	1	0	0	0
CACHD1|ENSG00000158966.16|chr1	73	44	25	105	127	28
RAVER2|ENSG00000162437.15|chr1	191	230	199	80	119	94
JAK1|ENSG00000162434.14|chr1	312	487	357	278	276	105
AK4|ENSG00000162433.15|chr1	305	418	354	313	292	186
DNAJC6|ENSG00000116675.16|chr1	114	112	119	197	140	146
LEPROT|ENSG00000213625.9|chr1	570	805	640	461	403	330
LEPR|ENSG00000116678.20|chr1	0	0	0	0	0	0
PDE4B|ENSG00000184588.18|chr1	0	0	0	0	0	0
SGIP1|ENSG00000118473.23|chr1	0	0	0	0	0	0
DYNLT5|ENSG00000152760.10|chr1	0	0	0	0	0	0
INSL5|ENSG00000172410.5|chr1	0	0	0	0	0	0
DNAI4|ENSG00000152763.17|chr1	6	6	0	0	0	0
MIER1|ENSG00000198160.15|chr1	122	108	201	133	197	57
SLC35D1|ENSG00000116704.8|chr1	126	145	131	232	166	156
C1orf141|ENSG00000203963.12|chr1	0	0	0	0	0	0
IL23R|ENSG00000162594.17|chr1	0	0	0	0	0	0
IL12RB2|ENSG00000081985.14|chr1	34	60	43	32	60	9
SERBP1|ENSG00000142864.15|chr1	19561	22963	17029	16249	15777	12209
GADD45A|ENSG00000116717.13|chr1	430	657	440	1513	1743	1468
GNG12|ENSG00000172380.6|chr1	688	834	660	413	520	446
DIRAS3|ENSG00000162595.8|chr1	0	21	0	0	0	0
WLS|ENSG00000116729.14|chr1	762	981	595	662	682	442
RPE65|ENSG00000116745.7|chr1	0	0	0	0	0	0
DEPDC1|ENSG00000024526.17|chr1	616	845	506	809	759	504
LRRC7|ENSG00000033122.21|chr1	0	0	0	0	0	0
LRRC40|ENSG00000066557.6|chr1	304	415	231	357	246	412
SRSF11|ENSG00000116754.14|chr1	1677	1914	1538	1776	1670	1364
ANKRD13C|ENSG00000118454.13|chr1	205	198	170	72	114	39
CTH|ENSG00000116761.12|chr1	91	139	140	369	199	222
PTGER3|ENSG00000050628.21|chr1	0	0	0	0	0	0
ZRANB2|ENSG00000132485.14|chr1	702	590	519	759	650	428
NEGR1|ENSG00000172260.15|chr1	0	0	0	0	0	0
LRRIQ3|ENSG00000162620.16|chr1	3	0	0	0	0	0
FPGT|ENSG00000254685.8|chr1	32	80	65	62	52	40
TNNI3K|ENSG00000116783.15|chr1	0	0	0	0	0	0
LRRC53|ENSG00000162621.7|chr1	0	0	0	0	0	0
CRYZ|ENSG00000116791.14|chr1	472	678	502	392	569	327
TYW3|ENSG00000162623.16|chr1	1102	1023	863	569	739	590
LHX8|ENSG00000162624.16|chr1	0	17	0	0	0	7
SLC44A5|ENSG00000137968.17|chr1	39	69	35	86	44	104
ACADM|ENSG00000117054.15|chr1	896	957	724	828	690	589
RABGGTB|ENSG00000137955.16|chr1	546	637	463	1562	1334	821
MSH4|ENSG00000057468.7|chr1	0	0	0	0	0	0
ASB17|ENSG00000154007.7|chr1	0	0	0	0	0	0
ST6GALNAC3|ENSG00000184005.11|chr1	68	88	67	108	67	44
ST6GALNAC5|ENSG00000117069.15|chr1	11	7	7	9	15	0
PIGK|ENSG00000142892.15|chr1	283	334	272	211	294	218
AK5|ENSG00000154027.19|chr1	0	0	8	20	0	0
ZZZ3|ENSG00000036549.13|chr1	181	144	171	250	191	354
USP33|ENSG00000077254.14|chr1	159	192	138	188	153	107
MIGA1|ENSG00000180488.16|chr1	187	141	115	166	87	53
NEXN|ENSG00000162614.19|chr1	49	36	24	43	54	98
FUBP1|ENSG00000162613.17|chr1	1604	1850	1317	1419	1412	1192
DNAJB4|ENSG00000162616.9|chr1	74	63	67	50	35	25
GIPC2|ENSG00000137960.6|chr1	0	0	0	0	0	0
PTGFR|ENSG00000122420.10|chr1	0	4	0	0	0	0
IFI44L|ENSG00000137959.17|chr1	14	3	0	0	10	0
IFI44|ENSG00000137965.11|chr1	0	0	0	0	0	0
ADGRL4|ENSG00000162618.15|chr1	14	0	0	0	0	0
ADGRL2|ENSG00000117114.21|chr1	277	333	209	268	113	81
TTLL7|ENSG00000137941.17|chr1	85	152	77	116	82	66
PRKACB|ENSG00000142875.20|chr1	106	125	130	130	99	36
SAMD13|ENSG00000203943.9|chr1	11	11	6	43	0	2
DNASE2B|ENSG00000137976.8|chr1	0	0	0	0	0	12
RPF1|ENSG00000117133.11|chr1	1281	1522	1366	1721	1601	1074
SPATA1|ENSG00000122432.19|chr1	0	0	0	0	0	0
CTBS|ENSG00000117151.13|chr1	81	94	131	55	118	100
SSX2IP|ENSG00000117155.17|chr1	469	534	370	301	316	333
LPAR3|ENSG00000171517.6|chr1	231	247	184	223	202	171
MCOLN2|ENSG00000153898.13|chr1	311	230	216	280	176	126
DNAI3|ENSG00000162643.13|chr1	0	9	0	0	0	14
MCOLN3|ENSG00000055732.13|chr1	107	128	53	54	71	28
SYDE2|ENSG00000097096.10|chr1	10	19	11	71	15	15
C1orf52|ENSG00000162642.14|chr1	748	882	578	640	745	439
BCL10|ENSG00000142867.14|chr1	251	292	234	412	353	373
DDAH1|ENSG00000153904.21|chr1	1194	1569	1247	921	726	674
CCN1|ENSG00000142871.18|chr1	312	421	278	922	886	780
ZNHIT6|ENSG00000117174.11|chr1	376	375	297	518	559	336
COL24A1|ENSG00000171502.15|chr1	0	0	0	0	6	0
ODF2L|ENSG00000122417.16|chr1	29	35	22	46	53	70
CLCA2|ENSG00000137975.8|chr1	0	0	0	0	0	0
CLCA1|ENSG00000016490.16|chr1	0	0	0	0	0	0
CLCA4|ENSG00000016602.9|chr1	0	0	0	0	0	0
SH3GLB1|ENSG00000097033.14|chr1	600	683	560	488	548	327
SELENOF|ENSG00000183291.18|chr1	2067	2763	2021	1680	1849	1407
HS2ST1|ENSG00000153936.18|chr1	276	426	291	284	251	237
ENSG00000267561|ENSG00000267561.2|chr1	0	0	13	0	0	0
LMO4|ENSG00000143013.13|chr1	1867	1985	1543	2210	2039	1443
PKN2|ENSG00000065243.20|chr1	448	426	432	376	328	313
GTF2B|ENSG00000137947.12|chr1	420	394	389	351	410	162
KYAT3|ENSG00000137944.18|chr1	150	213	203	230	404	169
RBMXL1|ENSG00000213516.10|chr1	639	742	662	576	580	452
GBP3|ENSG00000117226.12|chr1	0	0	0	0	0	0
GBP1|ENSG00000117228.11|chr1	0	0	0	0	0	0
GBP2|ENSG00000162645.13|chr1	0	0	0	0	0	0
GBP7|ENSG00000213512.3|chr1	0	0	0	0	0	0
GBP4|ENSG00000162654.9|chr1	0	0	0	0	0	0
GBP5|ENSG00000154451.15|chr1	0	0	0	0	0	0
GBP6|ENSG00000183347.15|chr1	0	0	0	0	0	0
LRRC8B|ENSG00000197147.15|chr1	275	265	307	251	321	207
LRRC8C|ENSG00000171488.15|chr1	188	232	161	295	233	94
LRRC8D|ENSG00000171492.14|chr1	94	192	102	162	140	138
ZNF326|ENSG00000162664.17|chr1	449	417	404	367	387	382
BARHL2|ENSG00000143032.8|chr1	56	81	76	85	21	0
ZNF644|ENSG00000122482.22|chr1	293	351	210	302	265	166
HFM1|ENSG00000162669.16|chr1	0	0	2	0	5	0
