gene_name	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
MRPL22	2291	3087	2189	2765	2502	2286
MRPL23	0	0	0	0	0	0
MRPL24	1853	2671	1867	1769	1896	1216
MRPL27	2136	2345	2004	1714	1694	1518
MRPL28	1436	1722	1530	1307	1017	1100
MRPL3	2656	3181	2624	2355	2191	1941
MRPL30	1117	1263	1079	952	886	956
MRPL32	1916	2305	1887	2175	1904	1573
MRPL33	1861	1858	1478	1683	1202	955
MRPL34	2179	2421	1955	1813	1377	1038
MRPL35	480	674	432	381	539	438
MRPL36	3365	3477	2929	2563	2655	2574
MRPL37	4553	5649	4369	4075	3439	2588
MRPL38	583	834	804	963	630	634
MRPL39	1265	1912	1291	1880	1433	1019
MRPL4	2270	2719	1995	1911	1817	1256
MRPL40	2069	2078	1803	2152	1690	1216
MRPL41	4757	5613	4314	4081	3297	2974
MRPL42	2639	2846	2058	1962	1925	1993
MRPL43	1979	2162	1584	1752	1792	1364
MRPL44	364	573	361	463	445	304
MRPL45	0	8	0	0	0	0
MRPL46	995	1114	945	1541	1297	1204
MRPL47	1180	1186	927	958	697	907
MRPL48	871	1000	855	1119	847	590
MRPL49	1072	1220	769	1221	1193	924
MRPL50	264	320	372	336	295	151
MRPL51	7353	8827	7076	5110	4656	3269
MRPL52	3321	3345	2634	2479	2416	1605
MRPL53	1577	1654	1584	1478	1217	1316
MRPL54	1436	2189	1547	1474	1471	905
MRPL55	3076	3679	2577	3015	2711	2049
MRPL57	2452	2821	2049	1984	1906	2012
MRPL58	827	932	871	996	753	845
MRPL9	2994	3498	3143	3161	2906	2104
MRPS10	1847	2359	1692	2720	1968	1633
MRPS11	790	988	654	956	598	529
MRPS12	0	0	5	0	0	0
MRPS14	1556	2074	1769	1728	1574	1187
MRPS15	1645	1715	1506	1335	1150	1051
MRPS16	3044	3611	2751	2282	2346	2085
MRPS17	858	914	765	651	750	378
MRPS18A	942	1064	680	1032	1050	982
MRPS18B	0	0	0	0	0	0
MRPS18C	309	466	329	304	303	447
MRPS2	2114	2522	2051	2786	2658	2142
MRPS21	7134	8124	6743	6362	5454	4386
MRPS22	803	891	673	932	893	1056
MRPS23	1970	2460	1986	2149	1989	1676
MRPS24	5651	6188	4965	3873	4771	3489
MRPS25	1283	1151	989	1162	1380	869
MRPS26	1778	1998	1594	1851	1445	1257
MRPS27	974	1356	887	1156	1246	635
MRPS28	597	715	383	543	422	467
MRPS30	505	572	448	825	910	532
MRPS31	148	178	90	264	272	97
MRPS33	2195	2688	1953	2250	1930	1660
MRPS34	10125	13130	10599	11662	9599	7098
MRPS35	2053	2437	1675	2060	1917	1387
MRPS36	0	0	0	0	0	0
MRPS5	1653	1821	1320	1744	1360	1006
MRPS6	1576	1865	1400	1394	1108	994
MRPS7	2847	3174	2583	2556	2763	2217
MRPS9	677	690	629	889	675	532
MRRF	379	548	375	367	496	240
MRS2	578	696	496	377	437	400
MRTFA	124	82	87	81	96	44
MRTFB	253	352	182	239	221	162
MRTO4	4761	5221	4338	4852	4964	3670
MS4A1	0	0	0	0	0	0
MS4A10	0	0	0	0	0	0
MS4A12	0	0	0	0	0	0
MS4A13	0	0	0	0	0	0
MS4A14	0	0	0	0	0	0
MS4A15	0	0	0	0	0	0
MS4A18	0	0	0	0	0	0
MS4A2	0	0	0	0	0	0
MS4A3	0	0	0	0	0	0
MS4A4A	0	0	0	0	0	0
MS4A4E	0	0	0	0	0	0
MS4A5	0	0	0	0	0	0
MS4A6A	0	0	0	0	0	0
MS4A6E	0	0	0	0	0	0
MS4A7	0	0	0	0	0	0
MS4A8	0	1	0	0	0	0
MSANTD1	0	0	0	0	0	0
MSANTD2	29	60	40	31	77	17
MSANTD3	124	246	150	195	172	270
MSANTD3-TMEFF1	99	250	197	85	42	90
MSANTD4	112	221	158	197	175	231
MSANTD5	0	0	0	0	0	0
MSC	0	2	0	11	4	0
MSGN1	0	0	0	0	0	0
MSH2	665	835	652	716	730	529
MSH3	547	564	487	520	518	421
MSH4	0	0	0	0	0	0
MSH5	0	0	0	0	0	0
MSH5-SAPCD1	0	0	0	0	0	0
MSH6	2442	2614	2551	3813	3329	2515
MSI1	90	89	45	78	19	23
MSI2	816	1052	759	879	632	511
MSL1	815	909	771	962	843	506
MSL2	103	175	154	241	221	68
MSL3	479	631	465	429	489	320
MSLN	0	0	0	0	0	0
MSMB	0	0	0	0	0	0
MSMO1	319	314	295	372	476	424
MSMP	2	5	8	0	0	0
MSN	203	263	208	299	305	164
MSR1	0	0	0	0	0	0
MSRA	27	22	17	0	21	0
MSRB1	824	992	658	665	603	381
MSRB2	756	1047	918	794	628	334
MSRB3	507	929	564	590	566	450
MSS51	15	0	8	0	16	0
MST1	0	0	0	0	0	1
MST1R	0	0	0	0	0	0
MSTN	0	0	0	0	0	0
MSTO1	103	136	120	266	131	208
MSX1	913	1301	941	953	835	733
MSX2	744	893	875	1312	1454	987
MT1A	0	0	0	0	0	0
MT1B	0	0	0	0	0	0
MT1E	0	0	0	0	0	0
MT1F	38	71	56	69	9	104
MT1G	0	0	0	0	0	0
MT1H	0	0	0	0	0	0
MT1HL1	0	0	0	0	0	0
MT1M	0	0	0	0	0	0
MT1X	43	98	73	33	34	28
MT2A	3463	4133	3501	3183	2791	2356
MT3	0	0	0	0	0	0
MT4	0	0	0	0	0	0
MTA1	1754	2342	1911	1515	1704	864
MTA2	969	1386	967	1483	1530	861
MTA3	305	397	213	519	279	299
MTAP	561	737	521	618	461	404
MTARC1	663	1022	611	479	481	578
MTARC2	130	263	180	150	139	144
MTBP	71	52	19	27	17	50
MTCH1	3763	4689	3622	3126	3044	1878
MTCH2	0	0	0	0	0	0
MTCL1	30	66	37	57	39	19
MTCP1	27	1	12	12	14	0
MTDH	4374	5344	4464	3381	3533	2626
MTERF1	72	121	88	106	106	66
MTERF2	4	9	56	39	26	20
MTERF3	92	200	166	157	194	162
MTERF4	208	333	167	446	142	136
MTF1	260	531	385	220	260	107
MTF2	390	604	548	551	602	510
MTFMT	274	427	338	200	236	277
MTFP1	1231	1371	1008	1114	1029	1002
MTFR1	402	395	335	362	431	307
MTFR1L	314	333	307	343	261	240
MTFR2	268	239	248	340	466	365
MTG1	685	836	556	723	526	607
MTG2	585	716	612	885	778	610
MTHFD1	2220	2763	2201	2442	1939	1991
MTHFD1L	1094	1293	1045	1561	1331	1151
MTHFD2	1990	2253	1778	2593	2277	2164
MTHFD2L	24	17	14	23	24	24
MTHFR	270	362	273	258	122	175
MTHFS	891	1186	738	1006	965	649
MTHFSD	126	98	99	244	111	38
MTIF2	252	399	240	212	319	178
MTIF3	181	247	198	223	134	98
MTLN	392	438	382	400	299	327
MTM1	36	78	17	18	34	30
MTMR1	408	483	304	337	265	250
MTMR10	0	0	0	0	0	0
MTMR11	15	9	19	17	8	39
MTMR12	218	192	82	131	52	87
MTMR14	493	485	506	321	375	285
MTMR2	547	631	428	451	303	256
MTMR3	84	116	74	112	56	57
MTMR4	356	437	357	328	471	287
MTMR6	220	176	181	122	231	144
MTMR7	9	55	24	54	50	19
MTMR8	8	0	0	0	0	0
MTMR9	0	1	0	1	13	0
MTNR1A	0	0	0	0	0	0
MTNR1B	0	0	0	0	0	0
MTO1	246	220	178	361	270	86
MTOR	199	256	180	239	234	115
MTPAP	537	608	536	882	605	556
MTPN	3897	4126	3335	2593	2039	1677
MTR	1072	1239	902	1151	1137	964
MTRES1	179	162	125	135	68	235
MTREX	569	786	446	740	762	656
MTRF1	161	242	102	197	102	223
MTRF1L	263	248	184	285	186	232
MTRFR	764	1007	657	1052	1254	884
MTRNR2L1	0	0	0	0	0	0
MTRNR2L10	0	0	0	0	0	0
MTRNR2L11	0	0	0	0	0	0
MTRNR2L12	0	0	0	0	0	0
MTRNR2L13	0	0	0	0	0	0
MTRNR2L3	0	0	0	0	0	0
MTRNR2L4	0	0	0	0	0	0
MTRNR2L5	0	0	0	0	0	0
MTRNR2L6	0	0	0	0	0	0
MTRNR2L7	0	0	0	0	0	0
MTRNR2L8	0	0	0	0	0	0
MTRR	373	407	333	473	295	364
MTSS1	23	59	23	9	16	0
MTSS2	192	217	190	141	189	156
MTTP	0	5	17	0	9	0
MTURN	265	340	260	241	140	191
MTUS1	151	255	208	178	285	110
MTUS2	0	0	61	0	17	0
MTX1	0	0	0	0	0	0
MTX2	864	761	661	856	652	587
MTX3	129	203	88	197	108	91
MUC1	0	0	0	1	5	0
MUC12	0	0	0	0	0	0
MUC13	0	0	0	0	0	0
MUC15	0	5	0	0	0	0
MUC16	0	4	9	0	2	14
MUC17	0	0	0	0	0	0
MUC2	0	0	0	0	0	0
MUC20	0	0	0	0	0	0
MUC21	0	0	0	0	0	0
MUC22	0	0	0	0	0	0
MUC3A	0	5	2	0	8	24
MUC4	0	0	0	0	0	0
MUC5AC	0	0	0	0	0	0
MUC5B	10	0	0	0	0	0
MUC6	0	0	0	0	0	0
MUC7	0	0	0	0	0	0
MUCL1	0	0	0	0	0	0
MUCL3	0	0	0	0	0	0
MUL1	427	406	369	357	283	282
MUS81	278	325	299	536	308	346
MUSK	0	0	0	0	0	0
MUSTN1	1	5	4	0	0	27
MUTYH	138	119	68	171	208	108
MVB12A	474	766	538	777	500	313
MVB12B	74	81	110	142	58	4
MVD	41	67	79	85	101	78
MVK	96	113	48	124	89	118
MVP	0	8	5	0	0	0
MX1	4	13	2	29	10	5
MX2	0	0	0	0	0	0
MXD1	106	89	66	93	86	61
MXD3	49	56	35	82	52	104
MXD4	1051	1352	851	747	785	626
MXI1	1029	1106	932	933	578	413
MXRA5	0	0	0	0	0	0
MXRA7	326	502	346	367	273	189
MXRA8	9	30	11	29	0	0
MYADM	260	370	277	242	277	72
MYADML2	0	0	0	0	0	0
MYB	24	5	17	15	17	12
MYBBP1A	735	897	647	921	1029	501
MYBL1	52	42	94	21	50	49
MYBL2	4422	5614	4628	3287	3139	2548
MYBPC1	0	1	0	0	1	1
MYBPC2	0	0	0	0	0	0
MYBPC3	0	0	0	0	0	0
MYBPH	0	0	0	0	0	0
MYBPHL	2	4	0	0	5	0
MYC	376	412	289	808	683	618
MYCBP	1085	1427	1035	1104	828	626
MYCBP2	196	229	172	205	227	98
MYCBPAP	0	0	0	0	0	0
MYCL	60	49	35	33	11	56
MYCN	0	0	0	0	0	0
MYCT1	1	0	0	0	0	0
MYD88	76	132	67	67	31	76
MYDGF	2544	2743	1894	2812	2703	2142
MYEF2	363	633	303	358	357	145
MYEOV	1	0	0	0	0	0
MYF5	0	0	0	0	0	0
MYF6	0	0	0	0	0	0
MYG1	653	658	465	614	453	586
MYH1	0	0	0	0	0	0
MYH10	2303	2601	2193	2359	2673	2178
MYH11	0	0	0	0	0	0
MYH13	0	0	0	0	0	0
MYH14	102	138	191	112	125	110
MYH15	0	0	0	0	0	0
MYH2	0	0	0	0	0	0
MYH3	0	5	0	1	0	0
MYH4	0	0	0	0	0	0
MYH6	0	0	0	0	0	0
MYH7	0	0	0	0	0	0
MYH7B	0	0	0	0	0	0
MYH8	0	0	0	0	0	0
MYH9	1233	1357	1089	1378	1267	1012
MYL1	0	0	0	0	0	0
MYL10	0	0	0	0	0	0
MYL12A	2286	2552	2233	2377	2079	1824
MYL12B	2326	3017	2083	1909	2204	1387
MYL2	0	0	0	0	0	0
MYL3	0	9	0	0	5	0
MYL4	0	0	0	0	0	0
MYL5	10	44	3	17	18	63
MYL6	8319	9938	7753	7181	7037	4564
MYL6B	679	803	854	833	405	458
MYL7	0	0	7	0	0	0
MYL9	0	0	0	0	0	0
MYLIP	187	177	208	224	209	157
MYLK	28	36	24	7	69	0
MYLK2	0	0	0	0	0	0
MYLK3	0	0	10	0	0	0
MYLK4	0	0	0	0	0	0
MYLPF	16	28	59	66	9	11
MYMK	0	0	0	0	0	0
MYMX	13	0	0	0	0	0
MYNN	94	107	104	118	85	87
MYO10	764	1022	718	874	974	645
MYO15A	0	0	0	0	0	0
MYO15B	0	8	9	0	2	11
MYO16	0	0	0	0	0	2
MYO18A	93	199	95	157	198	91
MYO18B	0	0	0	0	0	0
MYO19	0	0	0	0	0	0
MYO1A	0	0	0	0	0	0
MYO1B	305	395	377	412	352	368
MYO1C	1088	1104	795	884	694	723
MYO1D	225	375	249	282	293	215
MYO1E	119	241	202	187	266	66
MYO1F	6	11	0	3	0	0
MYO1G	0	0	0	0	0	0
MYO1H	0	0	2	0	0	0
MYO3A	84	91	78	98	179	82
MYO3B	1	12	0	0	0	0
MYO5A	467	614	422	395	287	83
MYO5B	119	117	83	30	66	132
MYO5C	324	308	241	394	306	94
MYO6	1001	1271	922	1373	1153	1004
MYO7A	30	47	26	13	40	11
MYO7B	0	0	0	0	0	0
MYO9A	418	571	467	451	675	322
MYO9B	92	126	99	154	96	116
MYOC	0	0	0	0	0	0
MYOCD	0	0	0	0	0	0
MYOCOS	8	10	0	0	0	0
MYOD1	0	0	2	12	0	0
MYOF	0	4	2	0	2	0
MYOG	0	0	0	0	0	0
MYOM1	0	0	0	0	0	0
MYOM2	0	18	11	0	0	0
MYOM3	0	0	0	0	0	0
MYORG	25	120	55	21	18	35
MYOT	0	0	0	0	0	0
MYOZ1	0	0	0	0	0	0
MYOZ2	0	0	0	0	0	0
MYOZ3	0	0	0	0	0	0
MYPN	1	7	0	0	0	0
MYPOP	201	224	154	81	93	19
MYRF	14	12	2	0	0	0
MYRFL	0	0	0	0	0	0
MYRIP	0	1	1	8	0	0
MYSM1	64	56	75	157	252	49
MYT1	0	0	0	0	0	0
MYT1L	0	0	0	0	2	0
MYZAP	2	3	0	17	0	0
MZB1	0	0	0	0	0	0
MZF1	52	66	20	43	68	37
MZT1	990	1157	832	707	466	427
MZT2A	3451	3483	2989	2903	2812	2713
MZT2B	6447	7263	6220	5815	4879	4685
N4BP1	239	291	303	159	141	83
N4BP2	276	422	280	355	298	336
N4BP2L1	10	28	45	3	13	25
N4BP2L2	261	309	371	471	334	411
N4BP3	64	26	4	11	21	0
N6AMT1	232	387	276	332	372	372
NAA10	2610	3098	2138	2391	1874	1708
NAA11	0	0	0	0	0	0
NAA15	489	451	355	514	526	413
NAA16	217	255	217	185	267	327
NAA20	3201	3430	2778	2861	2655	2444
NAA25	711	807	699	644	635	631
NAA30	257	364	194	487	352	189
NAA35	766	1038	650	1305	1199	1030
NAA38	3112	3417	2596	2240	1858	1780
NAA40	215	215	140	132	150	159
NAA50	1363	1631	1212	1229	1272	948
NAA60	288	346	271	387	322	303
NAA80	75	85	46	27	66	98
NAAA	330	344	352	231	297	223
NAALAD2	0	0	0	0	0	0
NAALADL1	0	0	0	0	0	0
NAALADL2	0	0	0	0	0	0
NAB1	206	247	84	210	178	182
NAB2	101	118	60	182	223	134
NABP1	50	88	97	19	13	21
NABP2	2960	3361	2738	2052	1769	1754
NACA	6868	8330	6732	6213	6031	5632
NACA2	9681	11596	9400	9336	8388	7653
NACAD	9	10	0	0	0	0
NACC1	68	138	65	68	75	34
NACC2	370	498	478	211	207	232
NADK	423	441	408	228	328	380
NADK2	235	285	210	271	180	316
NADSYN1	157	169	144	96	225	53
NAE1	3393	4036	3186	3164	3079	2562
NAF1	190	306	248	276	211	175
NAGA	325	393	324	226	126	133
NAGK	214	264	229	314	298	209
NAGLU	370	452	286	410	405	245
NAGPA	251	268	258	315	178	223
NAGS	17	22	12	18	43	0
NAIF1	124	118	144	172	122	69
NAIP	0	0	0	2	0	0
NALCN	26	21	23	15	6	3
NALF1	4	7	0	0	0	0
NALF2	116	166	85	103	118	23
NAMPT	405	467	465	564	260	348
NANOG	0	0	0	0	0	0
NANOGNB	0	0	0	0	0	0
NANOGP8	0	0	0	0	0	0
NANOS1	233	344	228	80	133	45
NANOS2	0	0	0	0	0	0
NANOS3	0	0	0	0	0	0
NANP	77	178	136	102	103	101
NANS	911	1075	935	1461	1144	994
NAP1L1	5253	6640	4967	5871	4961	4874
NAP1L2	34	55	29	7	73	22
NAP1L3	44	56	47	24	15	20
NAP1L4	0	0	0	0	0	0
NAP1L5	0	0	0	0	0	0
NAPA	446	619	370	404	254	407
NAPB	59	67	79	113	76	10
NAPEPLD	0	0	0	0	0	0
NAPG	155	396	229	235	418	324
NAPRT	0	0	0	0	0	0
NAPSA	0	0	0	0	0	0
NARF	421	544	462	322	390	257
NARS1	1857	2132	1718	2187	2419	1874
NARS2	124	160	97	134	168	99
NASP	3074	3819	3261	3674	3371	3254
NAT1	18	47	34	3	20	0
NAT10	303	433	237	384	308	183
NAT14	629	733	654	737	842	451
NAT16	0	0	0	0	0	0
NAT2	20	6	3	11	0	0
NAT8	0	0	0	0	0	0
NAT8B	0	0	0	0	0	0
NAT8L	343	384	240	166	141	195
NAT9	207	212	150	455	329	348
NATD1	59	88	49	86	18	25
NAV1	200	248	189	125	227	194
NAV2	35	59	38	57	56	49
NAV3	0	0	0	0	0	0
NAXD	336	431	286	479	649	251
NAXE	4399	4962	3856	3158	3127	2248
NBAS	154	223	173	139	101	202
NBDY	2905	3241	2440	2565	2069	1854
NBEA	203	378	239	309	304	154
NBEAL1	4704	5763	4583	7002	6556	4953
NBEAL2	42	20	53	44	0	75
NBL1	367	485	347	319	173	206
NBN	1248	1209	1268	1140	1056	894
NBPF1	2	0	0	1	20	0
NBPF10	8	0	0	0	0	0
NBPF11	49	70	25	68	82	31
NBPF12	11	14	16	25	32	36
NBPF14	0	26	13	11	12	0
NBPF15	0	0	0	0	0	0
NBPF19	45	58	34	38	67	22
NBPF20	97	100	106	237	224	206
NBPF26	0	0	0	0	0	0
NBPF3	95	103	88	28	92	49
NBPF4	0	0	0	0	0	0
NBPF6	0	0	0	0	0	0
NBPF9	0	0	3	2	17	0
NBR1	482	551	489	583	638	479
NCALD	0	28	15	3	0	0
NCAM1	509	414	392	236	313	297
NCAM2	0	0	0	0	0	0
NCAN	6	0	0	0	0	0
NCAPD2	2252	2453	2065	1929	1615	1559
NCAPD3	577	757	535	783	698	455
NCAPG	1372	1512	1111	1691	1601	1693
NCAPG2	969	1063	758	746	857	718
NCAPH	183	234	256	311	217	142
NCAPH2	524	715	450	697	467	546
NCBP1	534	572	439	499	433	345
NCBP2	765	927	830	664	655	650
NCBP2AS2	884	919	830	701	773	680
NCBP2L	0	0	0	0	0	0
NCBP3	467	484	324	568	460	340
NCCRP1	0	0	0	0	0	0
NCDN	1326	1679	1254	1775	1385	1123
NCEH1	22	57	71	67	22	18
NCF1	0	0	0	0	0	0
NCF2	0	0	0	0	7	0
NCF4	0	0	0	0	0	0
NCK1	48	89	84	85	135	154
NCK2	237	270	193	215	263	64
NCKAP1	808	889	772	691	559	606
NCKAP1L	58	7	35	5	13	40
NCKAP5	43	141	58	88	85	3
NCKAP5L	50	81	84	109	56	41
NCKIPSD	183	207	213	258	320	181
NCL	6400	7662	6239	7163	5832	5206
NCLN	699	703	668	660	386	404
NCMAP	0	0	0	0	0	0
NCOA1	169	216	175	118	140	71
NCOA2	79	88	67	92	92	23
NCOA3	101	131	119	155	51	62
NCOA4	1025	1143	1081	1182	1324	1210
NCOA5	211	312	193	308	164	70
NCOA6	249	232	151	224	141	107
NCOA7	84	70	103	121	122	44
NCOR1	1377	1718	1267	1176	1395	992
NCOR2	598	608	496	409	400	289
NCR1	0	0	0	0	0	0
NCR2	0	0	0	0	0	0
NCR3	0	0	0	0	0	0
NCR3LG1	306	365	283	386	426	337
NCS1	631	759	592	411	263	168
NCSTN	420	718	476	655	430	396
NDC1	794	1072	793	620	565	438
NDC80	442	431	428	733	704	493
NDE1	24	34	0	22	60	11
NDEL1	338	341	235	340	394	243
NDFIP1	1271	1409	1128	884	734	511
NDFIP2	880	990	780	615	733	747
NDN	0	0	0	0	0	0
NDNF	13	5	0	20	0	0
NDOR1	82	70	24	123	114	169
NDP	0	0	0	0	0	0
NDRG1	1726	2162	1814	2049	2311	1371
NDRG2	175	257	110	230	207	50
NDRG3	624	935	698	587	587	562
NDRG4	209	293	189	214	198	232
NDST1	373	369	403	230	197	176
NDST2	85	79	55	69	35	43
NDST3	0	0	0	0	0	0
NDST4	0	9	0	0	0	0
NDUFA1	6453	7486	6179	6289	4957	4505
NDUFA10	1179	1377	1057	1249	957	1013
NDUFA11	4809	4948	3603	3806	3480	2540
NDUFA12	3522	4117	3193	3360	2685	2630
NDUFA13	2270	2922	2384	2478	2493	1545
NDUFA2	4114	4308	3466	2848	3106	2094
NDUFA3	0	5	8	2	10	20
NDUFA4	3645	4496	3767	3878	3004	2741
NDUFA4L2	0	0	7	3	0	0
NDUFA5	864	1082	732	834	630	613
NDUFA6	0	0	0	0	0	0
NDUFA7	5664	6742	5075	5438	4926	3187
NDUFA8	3507	3707	2651	3003	2438	1672
NDUFA9	2556	3055	2196	2340	2706	1956
NDUFAB1	10385	12097	8912	9577	8574	6799
NDUFAF1	498	432	436	572	468	435
NDUFAF2	1860	2367	1629	1416	1178	1208
NDUFAF3	2765	3316	2464	2540	2401	1959
NDUFAF4	1962	1969	1463	2266	2280	1149
NDUFAF5	122	158	203	142	177	63
NDUFAF6	264	209	157	93	236	234
NDUFAF7	171	205	120	200	178	197
NDUFAF8	5983	6843	5271	4501	4347	3721
NDUFB1	3649	4197	2928	2862	2880	2400
NDUFB10	5526	6650	5036	4378	3876	3140
NDUFB11	4921	5860	4669	4533	4156	3600
NDUFB2	5633	6202	5008	4989	4382	3363
NDUFB3	2553	3193	2768	1997	1345	1358
NDUFB4	1396	1482	1161	970	562	681
NDUFB5	1483	1580	1479	1483	1462	1083
NDUFB6	2003	2299	1411	1705	1261	1479
NDUFB7	3816	5393	3663	3566	3448	2736
NDUFB8	3533	4068	3365	3574	2746	2712
NDUFB9	5482	5887	4459	4111	3832	2824
NDUFC1	4970	5567	4079	3823	3437	2581
NDUFC2	5261	6252	5310	5071	4012	3659
NDUFC2-KCTD14	0	0	0	0	0	0
NDUFS1	11	7	0	0	0	0
NDUFS2	1678	2344	1835	2773	2301	1760
NDUFS3	0	0	0	0	0	0
NDUFS4	1801	2110	1359	1572	1583	1101
NDUFS5	9520	11494	8883	8211	7817	6277
NDUFS6	11767	15804	10825	10468	9842	7402
NDUFS7	1249	1648	1426	1660	1172	1292
NDUFS8	2633	3423	2588	2515	2373	1541
NDUFV1	1042	1445	1035	1143	1140	1081
NDUFV2	1250	1232	939	893	827	646
NDUFV3	3374	4136	2863	4125	3480	2159
NEB	0	0	0	0	0	0
NEBL	56	87	52	6	125	13
NECAB1	0	0	0	0	0	0
NECAB2	9	7	13	13	53	1
NECAB3	184	233	97	125	148	112
NECAP1	109	160	178	175	195	104
NECAP2	426	572	567	546	552	338
NECTIN1	64	123	151	40	45	31
NECTIN2	423	450	447	402	383	229
NECTIN3	0	14	0	11	45	1
NECTIN4	30	3	2	26	2	0
NEDD1	592	744	653	842	667	373
NEDD4	70	206	63	79	120	47
NEDD4L	471	513	308	495	407	421
NEDD8	0	7	18	27	0	1
NEDD8-MDP1	0	6	0	0	37	0
NEDD9	12	21	36	72	45	58
NEFH	8	15	0	6	0	2
NEFL	431	497	343	326	300	338
NEFM	4	0	1	0	0	0
NEGR1	0	0	0	0	0	0
NEIL1	53	46	11	56	46	117
NEIL2	0	0	0	0	0	0
NEIL3	87	87	45	212	188	142
NEK1	351	524	394	485	490	363
NEK10	104	108	92	58	105	34
NEK11	0	21	40	36	0	19
NEK2	307	352	401	464	324	117
NEK3	284	354	314	385	410	161
NEK4	228	281	264	190	169	137
NEK5	2	2	7	21	0	0
NEK6	257	383	252	257	272	153
NEK7	533	562	457	362	246	205
NEK8	214	191	169	168	228	129
NEK9	195	173	216	176	217	166
NELFA	330	523	381	639	503	462
NELFB	932	1026	1050	967	732	537
NELFCD	1857	2061	1826	1706	1763	1440
NELFE	0	0	0	0	0	0
NELL1	0	0	8	0	0	0
NELL2	343	305	317	219	216	59
NEMF	932	1021	768	1228	1142	346
NEMP1	247	323	250	282	238	232
NEMP2	33	12	35	48	42	16
NENF	2539	2722	1765	1545	1197	961
NEO1	517	646	458	538	404	435
NEPRO	331	426	261	507	463	415
NES	10	10	27	6	25	0
NET1	541	661	667	776	461	440
NETO1	0	0	0	0	0	0
NETO2	771	1141	611	359	332	268
NEU1	0	0	0	0	0	0
NEU3	200	198	122	186	158	76
NEU4	0	0	0	0	0	0
NEURL1	46	19	12	20	15	0
NEURL1B	32	32	41	21	63	20
NEURL2	6	2	1	35	18	0
NEURL3	0	0	0	0	0	0
NEURL4	0	0	0	0	0	0
NEUROD1	0	0	0	0	0	0
NEUROD2	12	0	2	16	0	0
NEUROD4	0	0	0	0	0	0
NEUROD6	0	0	0	0	0	0
NEUROG1	0	0	0	0	0	0
NEUROG2	7	16	16	13	19	40
NEUROG3	0	0	0	0	0	0
NEXMIF	0	0	0	0	0	0
NEXN	49	36	24	43	54	98
NF1	474	637	375	440	474	461
NF2	692	800	626	436	437	350
NFAM1	0	0	0	0	0	0
NFASC	4	18	0	0	10	62
NFAT5	247	395	319	209	392	243
NFATC1	88	194	116	140	181	113
NFATC2	20	51	1	35	31	4
NFATC2IP	2280	2424	2031	2054	1926	1792
NFATC3	1236	1462	1088	1262	1200	1109
NFATC4	0	0	0	0	0	0
NFE2	0	1	0	0	0	0
NFE2L1	419	598	423	587	560	345
NFE2L2	489	706	498	987	740	639
NFE2L3	311	276	203	191	214	192
NFIA	1246	1382	1016	1117	1065	738
NFIB	990	1005	936	682	857	549
NFIC	681	882	512	560	407	235
NFIL3	46	61	36	273	227	169
NFILZ	0	0	0	0	0	0
NFIX	154	234	109	209	54	46
NFKB1	291	352	318	385	405	160
NFKB2	5	41	25	38	23	8
NFKBIA	792	956	689	985	1004	799
NFKBIB	0	2	0	5	0	0
NFKBID	1	21	13	0	8	12
NFKBIE	128	104	63	39	127	57
NFKBIL1	0	0	0	0	0	0
NFKBIZ	32	5	27	42	43	38
NFRKB	202	188	190	281	314	211
NFS1	546	663	486	556	460	584
NFU1	1126	1067	738	757	680	487
NFX1	512	635	440	831	995	666
NFXL1	176	225	54	218	278	146
NFYA	170	192	202	188	112	90
NFYB	298	377	315	309	248	185
NFYC	524	831	686	750	520	627
NGB	0	0	0	0	0	0
NGDN	725	952	798	1357	1267	1199
NGEF	62	62	30	46	44	17
NGF	0	12	0	5	3	0
NGFR	5	11	6	13	0	15
NGLY1	407	483	365	576	560	287
NGRN	2811	3222	2575	2997	2642	2215
NHEJ1	200	213	218	228	225	286
NHLH1	0	0	4	0	2	3
NHLH2	2	0	0	3	0	0
NHLRC1	0	0	0	0	0	0
NHLRC2	117	200	132	230	115	220
NHLRC3	36	23	14	32	69	2
NHLRC4	0	1	3	0	0	0
NHP2	2493	3430	2390	2487	2280	1781
NHS	1	2	11	26	0	40
NHSL1	99	104	99	135	137	143
NHSL2	0	19	2	24	0	0
NIBAN1	167	279	231	191	143	140
NIBAN2	291	454	324	307	271	284
NIBAN3	0	0	0	0	4	0
NICN1	46	42	78	42	21	15
NID1	492	674	470	274	301	125
NID2	65	51	63	74	21	42
NIF3L1	474	504	394	484	363	388
NIFK	839	1135	653	1264	1319	852
NIM1K	10	0	0	0	0	0
NIN	462	532	485	575	667	394
NINJ1	149	257	167	157	89	119
NINJ2	0	0	0	0	0	0
NINL	24	67	24	38	12	26
NIP7	1263	1316	1064	1243	1028	888
NIPA1	0	2	0	0	0	5
NIPA2	317	223	228	241	150	119
NIPAL1	139	168	95	52	36	60
NIPAL2	16	26	31	0	0	38
NIPAL3	474	611	418	323	485	349
NIPAL4	0	6	0	0	0	0
NIPBL	241	293	296	373	425	238
NIPSNAP1	780	1091	899	965	1028	608
NIPSNAP2	1842	1983	1563	1291	1114	904
NIPSNAP3A	405	458	236	452	369	309
NIPSNAP3B	0	2	3	0	17	0
NISCH	64	230	93	101	98	144
NIT1	291	259	204	302	267	177
